Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
612 -14/11/2024,USD,S.F.T.,14/11/2024,24,2.800,6 Ay,"1,021.000","1,027.000",1.5200
622 -05/02/2025,USD,S.F.T.,05/02/2025,107,3.687,6 Ay,"1,018.000","1,028.000",2.9900
616 -13/03/2025,USD,S.F.T.,13/03/2025,143,2.125,6 Ay,996.000,"1,008.000",3.3300
659 -14/10/2025,USD,S.F.T.,14/04/2025,175,3.187,6 Ay,"1,010.000","1,023.000",4.0900
691 -26/01/2026,USD,S.F.T.,26/01/2025,97,2.375,6 Ay,"1,002.000","1,015.000",4.4300
669 -14/04/2026,USD,S.F.T.,14/04/2025,175,2.125,6 Ay,983.000,996.000,4.5900
680 -09/10/2026,USD,S.F.T.,09/04/2025,170,2.437,6 Ay,990.000,"1,003.000",4.8000
637 -25/03/2027,USD,S.F.T.,25/03/2025,155,3.000,6 Ay,"1,015.000","1,029.000",4.9100
611 -24/09/2027,USD,S.F.T.,24/03/2025,154,4.300,6 Ay,"1,085.000","1,100.000",5.1100
629 -15/01/2028,USD,S.F.T.,15/01/2025,86,4.937,6 Ay,"1,144.000","1,159.000",5.3500
638 -17/02/2028,USD,S.F.T.,17/02/2025,119,2.562,6 Ay,985.000,"1,001.000",5.3900
654 -24/10/2028,USD,S.F.T.,24/10/2024,3,3.062,6 Ay,"1,034.000","1,050.000",5.5600
688 -14/03/2029,USD,S.F.T.,14/03/2025,144,4.687,6 Ay,"1,126.000","1,142.000",5.9100
645 -26/04/2029,USD,S.F.T.,26/10/2024,5,3.812,6 Ay,"1,085.000","1,102.000",5.9600
630 -15/01/2030,USD,S.F.T.,15/01/2025,86,5.937,6 Ay,"1,296.000","1,320.000",5.4600
668 -13/03/2030,USD,S.F.T.,13/03/2025,143,2.625,6 Ay,950.000,968.000,6.0800
695 -13/07/2030,USD,S.F.T.,13/01/2025,84,4.562,6 Ay,"1,142.000","1,160.000",6.2800
628 -15/01/2031,USD,S.F.T.,15/01/2025,86,2.975,6 Ay,972.000,990.000,6.4600
698 -26/06/2031,USD,S.F.T.,26/12/2024,66,2.937,6 Ay,967.000,985.000,6.5000
624 -17/07/2032,USD,S.F.T.,17/01/2025,88,3.562,6 Ay,"1,021.000","1,041.000",6.7500
617 -19/01/2033,USD,S.F.T.,19/01/2025,90,4.687,6 Ay,"1,168.000","1,188.000",6.7500
623 -20/09/2033,USD,S.F.T.,20/03/2025,150,3.250,6 Ay,970.000,990.000,6.7300
631 -14/02/2034,USD,S.F.T.,14/02/2025,116,4.000,6 Ay,"1,091.000","1,113.000",6.5700
660 -15/05/2034,USD,S.F.T.,15/11/2024,25,3.812,6 Ay,"1,066.000","1,086.000",6.8600
644*** -03/01/2035,USD,S.F.T.,03/01/2025,74,1.625,6 Ay,954.000,974.000,6.9000
670 -17/03/2036,USD,S.F.T.,17/03/2025,147,3.437,6 Ay,976.000,996.000,7.0100
663 -05/03/2038,USD,S.F.T.,05/03/2025,135,3.625,6 Ay,"1,016.000","1,036.000",6.9400
675 -30/05/2040,USD,S.F.T.,30/11/2024,40,3.375,6 Ay,952.000,976.000,7.3000
678 -14/01/2041,USD,S.F.T.,14/01/2025,85,3.000,6 Ay,865.000,885.000,7.4000
667 -16/04/2043,USD,S.F.T.,16/04/2025,177,2.437,6 Ay,719.000,739.000,7.5200
615 -17/02/2045,USD,S.F.T.,17/02/2025,119,3.312,6 Ay,886.000,906.000,7.6600
610 -11/05/2047,USD,S.F.T.,11/11/2024,21,2.875,6 Ay,800.000,820.000,7.6800
613 -31/03/2025,EUR,S.F.T.,31/03/2025,161,4.625,12 Ay,"1,023.000","1,039.000",1.5800
646 -14/06/2025,EUR,S.F.T.,14/06/2025,236,3.250,12 Ay,"1,004.000","1,020.000",1.9000
647 -16/02/2026,EUR,S.F.T.,16/02/2025,118,5.200,12 Ay,"1,049.000","1,067.000",2.7100
642 -08/07/2027,EUR,S.F.T.,08/07/2025,260,4.375,12 Ay,"1,020.000","1,038.000",3.3700
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,212,6.854,12 Ay,"1,067.000","1,085.000",4.8100
