Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,59,3.175,6 Ay,"1,017.000","1,028.000",2.2600
612 -14/11/2024,USD,S.F.T.,14/11/2024,155,2.800,6 Ay,995.000,"1,008.000",4.7000
622 -05/02/2025,USD,S.F.T.,05/08/2024,54,3.687,6 Ay,"1,025.000","1,038.000",5.4500
616 -13/03/2025,USD,S.F.T.,13/09/2024,93,2.125,6 Ay,986.000,"1,002.000",5.4100
659 -14/10/2025,USD,S.F.T.,14/10/2024,124,3.187,6 Ay,"1,004.000","1,019.000",5.6800
691 -26/01/2026,USD,S.F.T.,26/07/2024,44,2.375,6 Ay,985.000,"1,000.000",5.9200
669 -14/04/2026,USD,S.F.T.,14/10/2024,124,2.125,6 Ay,963.000,980.000,5.8100
680 -09/10/2026,USD,S.F.T.,09/10/2024,119,2.437,6 Ay,968.000,985.000,5.9700
637 -25/03/2027,USD,S.F.T.,25/09/2024,105,3.000,6 Ay,991.000,"1,009.000",6.1500
611 -24/09/2027,USD,S.F.T.,24/09/2024,104,4.300,6 Ay,"1,068.000","1,086.000",6.2900
629 -15/01/2028,USD,S.F.T.,15/07/2024,33,4.937,6 Ay,"1,131.000","1,149.000",6.4300
638 -17/02/2028,USD,S.F.T.,17/08/2024,66,2.562,6 Ay,958.000,975.000,6.4000
654 -24/10/2028,USD,S.F.T.,24/10/2024,134,3.062,6 Ay,976.000,993.000,6.5300
688 -14/03/2029,USD,S.F.T.,14/09/2024,94,4.687,6 Ay,"1,103.000","1,122.000",6.8900
645 -26/04/2029,USD,S.F.T.,26/10/2024,136,3.812,6 Ay,"1,021.000","1,042.000",6.8300
630 -15/01/2030,USD,S.F.T.,15/07/2024,33,5.937,6 Ay,"1,291.000","1,315.000",6.1600
668 -13/03/2030,USD,S.F.T.,13/09/2024,93,2.625,6 Ay,918.000,938.000,6.8500
695 -13/07/2030,USD,S.F.T.,13/07/2024,31,4.562,6 Ay,"1,119.000","1,139.000",7.0500
628 -15/01/2031,USD,S.F.T.,15/07/2024,33,2.975,6 Ay,945.000,965.000,7.0900
698 -26/06/2031,USD,S.F.T.,26/06/2024,14,2.937,6 Ay,941.000,961.000,7.0800
617 -19/01/2033,USD,S.F.T.,19/07/2024,37,4.687,6 Ay,"1,147.000","1,167.000",7.3100
623 -20/09/2033,USD,S.F.T.,20/09/2024,100,3.250,6 Ay,947.000,967.000,7.2100
631 -14/02/2034,USD,S.F.T.,14/08/2024,63,4.000,6 Ay,"1,067.000","1,089.000",7.0900
660 -15/05/2034,USD,S.F.T.,15/11/2024,156,3.812,6 Ay,"1,005.000","1,025.000",7.3500
670 -17/03/2036,USD,S.F.T.,17/09/2024,97,3.437,6 Ay,956.000,976.000,7.3900
663 -05/03/2038,USD,S.F.T.,05/09/2024,85,3.625,6 Ay,988.000,"1,010.000",7.3600
675 -30/05/2040,USD,S.F.T.,30/11/2024,171,3.375,6 Ay,901.000,925.000,7.5900
678 -14/01/2041,USD,S.F.T.,14/07/2024,32,3.000,6 Ay,849.000,869.000,7.6700
667 -16/04/2043,USD,S.F.T.,16/10/2024,126,2.437,6 Ay,709.000,729.000,7.7000
615 -17/02/2045,USD,S.F.T.,17/08/2024,66,3.312,6 Ay,879.000,899.000,7.8300
610 -11/05/2047,USD,S.F.T.,11/11/2024,152,2.875,6 Ay,767.000,787.000,7.8100
613 -31/03/2025,EUR,S.F.T.,31/03/2025,292,4.625,12 Ay,"1,002.000","1,021.000",3.0900
646 -14/06/2025,EUR,S.F.T.,14/06/2024,2,3.250,12 Ay,"1,014.000","1,032.000",3.2800
647 -16/02/2026,EUR,S.F.T.,16/02/2025,249,5.200,12 Ay,"1,019.000","1,040.000",3.7300
642 -08/07/2027,EUR,S.F.T.,08/07/2024,26,4.375,12 Ay,"1,026.000","1,047.000",4.1500
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,343,6.854,12 Ay,"1,006.000","1,027.000",5.6000
