Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,96,2.375,6 Ay,"1,008.000","1,016.000",2.9200
669 -14/04/2026,USD,S.F.T.,14/04/2026,174,2.125,6 Ay,997.000,"1,007.000",2.9600
680 -09/10/2026,USD,S.F.T.,09/04/2026,169,2.437,6 Ay,"1,000.000","1,013.000",3.6800
637 -25/03/2027,USD,S.F.T.,25/03/2026,154,3.000,6 Ay,"1,016.000","1,031.000",4.0600
611 -24/09/2027,USD,S.F.T.,24/03/2026,153,4.300,6 Ay,"1,070.000","1,085.000",4.3100
629 -15/01/2028,USD,S.F.T.,15/01/2026,85,4.937,6 Ay,"1,120.000","1,135.000",4.6900
638 -17/02/2028,USD,S.F.T.,17/02/2026,118,2.562,6 Ay,"1,002.000","1,019.000",4.6700
654 -24/10/2028,USD,S.F.T.,24/10/2025,2,3.062,6 Ay,"1,046.000","1,063.000",4.9400
688 -14/03/2029,USD,S.F.T.,14/03/2026,143,4.687,6 Ay,"1,123.000","1,140.000",5.1500
645 -26/04/2029,USD,S.F.T.,26/10/2025,4,3.812,6 Ay,"1,096.000","1,114.000",5.2100
630 -15/01/2030,USD,S.F.T.,15/01/2026,85,5.937,6 Ay,"1,268.000","1,296.000",4.8900
668 -13/03/2030,USD,S.F.T.,13/03/2026,142,2.625,6 Ay,982.000,"1,002.000",5.3400
695 -13/07/2030,USD,S.F.T.,13/01/2026,83,4.562,6 Ay,"1,151.000","1,171.000",5.5700
628 -15/01/2031,USD,S.F.T.,15/01/2026,85,2.975,6 Ay,"1,006.000","1,026.000",5.7200
698 -26/06/2031,USD,S.F.T.,26/12/2025,65,2.937,6 Ay,"1,001.000","1,021.000",5.8300
662 -12/02/2032,USD,S.F.T.,12/02/2026,113,3.562,6 Ay,"1,042.000","1,062.000",6.1900
650 -29/05/2032,USD,S.F.T.,29/11/2025,38,3.625,6 Ay,"1,064.000","1,084.000",6.2200
624 -17/07/2032,USD,S.F.T.,17/01/2026,87,3.562,6 Ay,"1,045.000","1,067.000",6.2400
617 -19/01/2033,USD,S.F.T.,19/01/2026,89,4.687,6 Ay,"1,176.000","1,198.000",6.3400
623 -20/09/2033,USD,S.F.T.,20/03/2026,149,3.250,6 Ay,995.000,"1,017.000",6.3200
631 -14/02/2034,USD,S.F.T.,14/02/2026,115,4.000,6 Ay,"1,104.000","1,128.000",6.2400
660 -15/05/2034,USD,S.F.T.,15/11/2025,24,3.812,6 Ay,"1,089.000","1,111.000",6.4300
644 -03/01/2035,USD,S.F.T.,03/01/2026,73,3.250,6 Ay,998.000,"1,020.000",6.4900
612 -16/09/2035,USD,S.F.T.,16/03/2026,145,3.475,6 Ay,"1,009.000","1,031.000",6.6100
670 -17/03/2036,USD,S.F.T.,17/03/2026,146,3.437,6 Ay,"1,010.000","1,034.000",6.5100
663 -05/03/2038,USD,S.F.T.,05/03/2026,134,3.625,6 Ay,"1,064.000","1,089.000",6.3100
675 -30/05/2040,USD,S.F.T.,30/11/2025,39,3.375,6 Ay,988.000,"1,014.000",6.8900
678 -14/01/2041,USD,S.F.T.,14/01/2026,84,3.000,6 Ay,889.000,915.000,7.1000
667 -16/04/2043,USD,S.F.T.,16/04/2026,176,2.437,6 Ay,745.000,769.000,7.2300
615 -17/02/2045,USD,S.F.T.,17/02/2026,118,3.312,6 Ay,910.000,934.000,7.3900
610 -11/05/2047,USD,S.F.T.,11/11/2025,20,2.875,6 Ay,822.000,846.000,7.4400
647 -16/02/2026,EUR,S.F.T.,16/02/2026,117,5.200,12 Ay,"1,040.000","1,050.000",0.5900
642 -08/07/2027,EUR,S.F.T.,08/07/2026,259,4.375,12 Ay,"1,032.000","1,052.000",2.0100
682 -21/05/2030,EUR,S.F.T.,21/05/2026,211,5.875,12 Ay,"1,081.000","1,101.000",4.0100
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,299,5.641,12 Ay,"1,023.000","1,043.000",4.6100
