
673 -22/03/2024,USD,S.F.T.,22/03/2024,4,2.875,6 Ay,"1,020.700","1,028.700",0.4400
671 -10/08/2024,USD,S.F.T.,10/08/2024,145,3.175,6 Ay,"1,002.000","1,015.000",4.1800
612 -14/11/2024,USD,S.F.T.,14/05/2024,57,2.800,6 Ay,"1,011.000","1,026.000",4.5400
622 -05/02/2025,USD,S.F.T.,05/08/2024,140,3.687,6 Ay,"1,012.000","1,027.000",5.2200
616 -13/03/2025,USD,S.F.T.,13/09/2024,179,2.125,6 Ay,973.000,989.000,5.4700
659 -14/10/2025,USD,S.F.T.,14/04/2024,27,3.187,6 Ay,"1,018.000","1,034.000",5.9200
691 -26/01/2026,USD,S.F.T.,26/07/2024,130,2.375,6 Ay,968.000,985.000,6.0100
669 -14/04/2026,USD,S.F.T.,14/04/2024,27,2.125,6 Ay,967.000,984.000,6.0300
680 -09/10/2026,USD,S.F.T.,09/04/2024,22,2.437,6 Ay,973.000,991.000,6.1800
637 -25/03/2027,USD,S.F.T.,25/03/2024,7,3.000,6 Ay,998.000,"1,016.000",6.4700
611 -24/09/2027,USD,S.F.T.,24/03/2024,6,4.300,6 Ay,"1,082.000","1,101.000",6.6800
629 -15/01/2028,USD,S.F.T.,15/07/2024,119,4.937,6 Ay,"1,097.000","1,116.000",6.8900
638 -17/02/2028,USD,S.F.T.,17/08/2024,152,2.562,6 Ay,930.000,949.000,6.7600
654 -24/10/2028,USD,S.F.T.,24/04/2024,37,3.062,6 Ay,979.000,998.000,6.8000
688 -14/03/2029,USD,S.F.T.,14/09/2024,180,4.687,6 Ay,"1,067.000","1,086.000",7.3100
645 -26/04/2029,USD,S.F.T.,26/04/2024,39,3.812,6 Ay,"1,027.000","1,048.000",7.2000
630 -15/01/2030,USD,S.F.T.,15/07/2024,119,5.937,6 Ay,"1,240.000","1,265.000",6.7300
668 -13/03/2030,USD,S.F.T.,13/09/2024,179,2.625,6 Ay,880.000,902.000,7.3200
695 -13/07/2030,USD,S.F.T.,13/07/2024,117,4.562,6 Ay,"1,073.000","1,095.000",7.5400
628 -15/01/2031,USD,S.F.T.,15/07/2024,119,2.975,6 Ay,908.000,930.000,7.4700
698 -26/06/2031,USD,S.F.T.,26/06/2024,100,2.937,6 Ay,904.000,926.000,7.4500
617 -19/01/2033,USD,S.F.T.,19/07/2024,123,4.687,6 Ay,"1,101.000","1,123.000",7.6700
623 -20/09/2033,USD,S.F.T.,20/03/2024,2,3.250,6 Ay,942.000,964.000,7.5200
631 -14/02/2034,USD,S.F.T.,14/08/2024,149,4.000,6 Ay,"1,020.000","1,044.000",7.4700
660*** -15/05/2034,USD,S.F.T.,15/05/2024,58,1.906,6 Ay,979.000,"1,001.000",7.7100
670 -17/03/2036,USD,S.F.T.,17/09/2024,183,3.437,6 Ay,912.000,934.000,7.7300
663 -05/03/2038,USD,S.F.T.,05/09/2024,171,3.625,6 Ay,935.000,957.000,7.7900
675 -30/05/2040,USD,S.F.T.,30/05/2024,73,3.375,6 Ay,881.000,905.000,8.0300
678 -14/01/2041,USD,S.F.T.,14/07/2024,118,3.000,6 Ay,803.000,825.000,8.0300
667 -16/04/2043,USD,S.F.T.,16/04/2024,29,2.437,6 Ay,692.000,714.000,8.0400
615 -17/02/2045,USD,S.F.T.,17/08/2024,152,3.312,6 Ay,833.000,855.000,8.1400
610 -11/05/2047,USD,S.F.T.,11/05/2024,54,2.875,6 Ay,751.000,773.000,8.1400
613 -31/03/2025,EUR,S.F.T.,31/03/2024,13,4.625,12 Ay,"1,042.000","1,061.000",2.9900
646 -14/06/2025,EUR,S.F.T.,14/06/2024,88,3.250,12 Ay,"1,007.000","1,025.000",3.2200
647 -16/02/2026,EUR,S.F.T.,16/02/2025,335,5.200,12 Ay,"1,008.000","1,029.000",3.8400
642 -08/07/2027,EUR,S.F.T.,08/07/2024,112,4.375,12 Ay,"1,012.000","1,033.000",4.2800
