
659 -14/10/2025,USD,S.F.T.,14/10/2025,169,3.187,6 Ay,"1,003.000","1,017.000",3.1700
691 -26/01/2026,USD,S.F.T.,26/07/2025,89,2.375,6 Ay,"1,001.000","1,016.000",4.2100
669 -14/04/2026,USD,S.F.T.,14/10/2025,169,2.125,6 Ay,983.000,998.000,4.6400
680 -09/10/2026,USD,S.F.T.,09/10/2025,164,2.437,6 Ay,986.000,"1,001.000",4.9900
637 -25/03/2027,USD,S.F.T.,25/09/2025,150,3.000,6 Ay,999.000,"1,016.000",5.4100
611 -24/09/2027,USD,S.F.T.,24/09/2025,149,4.300,6 Ay,"1,055.000","1,072.000",5.7200
629 -15/01/2028,USD,S.F.T.,15/07/2025,78,4.937,6 Ay,"1,106.000","1,123.000",6.0300
638 -17/02/2028,USD,S.F.T.,17/08/2025,111,2.562,6 Ay,971.000,989.000,5.9500
654 -24/10/2028,USD,S.F.T.,24/10/2025,179,3.062,6 Ay,981.000,999.000,6.1800
688 -14/03/2029,USD,S.F.T.,14/09/2025,139,4.687,6 Ay,"1,087.000","1,105.000",6.6000
645 -26/04/2029,USD,S.F.T.,26/10/2025,181,3.812,6 Ay,"1,016.000","1,035.000",6.6300
630 -15/01/2030,USD,S.F.T.,15/07/2025,78,5.937,6 Ay,"1,230.000","1,256.000",6.3500
668 -13/03/2030,USD,S.F.T.,13/09/2025,138,2.625,6 Ay,925.000,945.000,6.7500
695 -13/07/2030,USD,S.F.T.,13/07/2025,76,4.562,6 Ay,"1,104.000","1,124.000",6.8700
628 -15/01/2031,USD,S.F.T.,15/07/2025,78,2.975,6 Ay,945.000,965.000,7.0700
698 -26/06/2031,USD,S.F.T.,26/06/2025,59,2.937,6 Ay,939.000,959.000,7.1100
662 -12/02/2032,USD,S.F.T.,12/08/2025,106,3.562,6 Ay,984.000,"1,004.000",7.3300
624 -17/07/2032,USD,S.F.T.,17/07/2025,80,3.562,6 Ay,988.000,"1,010.000",7.3000
617 -19/01/2033,USD,S.F.T.,19/07/2025,82,4.687,6 Ay,"1,117.000","1,139.000",7.4200
623 -20/09/2033,USD,S.F.T.,20/09/2025,145,3.250,6 Ay,929.000,951.000,7.4000
631 -14/02/2034,USD,S.F.T.,14/08/2025,108,4.000,6 Ay,"1,042.000","1,066.000",7.2300
660 -15/05/2034,USD,S.F.T.,15/05/2025,17,3.812,6 Ay,"1,024.000","1,046.000",7.4500
644 -03/01/2035,USD,S.F.T.,03/07/2025,66,3.250,6 Ay,930.000,952.000,7.5100
670 -17/03/2036,USD,S.F.T.,17/09/2025,142,3.437,6 Ay,936.000,958.000,7.5500
663 -05/03/2038,USD,S.F.T.,05/09/2025,130,3.625,6 Ay,979.000,"1,003.000",7.3400
675 -30/05/2040,USD,S.F.T.,30/05/2025,32,3.375,6 Ay,905.000,931.000,7.8500
678 -14/01/2041,USD,S.F.T.,14/07/2025,77,3.000,6 Ay,810.000,834.000,8.0800
667 -16/04/2043,USD,S.F.T.,16/10/2025,171,2.437,6 Ay,671.000,695.000,8.1600
615 -17/02/2045,USD,S.F.T.,17/08/2025,111,3.312,6 Ay,824.000,848.000,8.3400
610 -11/05/2047,USD,S.F.T.,11/05/2025,13,2.875,6 Ay,744.000,768.000,8.3300
646 -14/06/2025,EUR,S.F.T.,14/06/2025,47,3.250,12 Ay,"1,025.500","1,031.500",0.7500
647 -16/02/2026,EUR,S.F.T.,16/02/2026,294,5.200,12 Ay,"1,021.000","1,039.000",1.5500
642 -08/07/2027,EUR,S.F.T.,08/07/2025,71,4.375,12 Ay,"1,047.000","1,067.000",2.8600
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,23,6.854,12 Ay,"1,091.000","1,111.000",4.8200
