Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,71,3.625,6 Ay,"1,017.000","1,031.000",2.6100
673 -22/03/2024,USD,S.F.T.,22/03/2024,161,2.875,6 Ay,990.000,"1,007.000",4.8900
671 -10/08/2024,USD,S.F.T.,10/02/2024,120,3.175,6 Ay,999.000,"1,016.000",5.7200
612 -14/11/2024,USD,S.F.T.,14/11/2023,32,2.800,6 Ay,"1,001.000","1,018.000",6.0900
622 -05/02/2025,USD,S.F.T.,05/02/2024,115,3.687,6 Ay,"1,010.000","1,027.000",6.3100
616 -13/03/2025,USD,S.F.T.,13/03/2024,152,2.125,6 Ay,954.000,972.000,6.6100
659 -14/10/2025,USD,S.F.T.,14/10/2023,1,3.187,6 Ay,"1,000.000","1,018.000",7.1200
691 -26/01/2026,USD,S.F.T.,26/01/2024,105,2.375,6 Ay,937.000,955.000,7.4100
669 -14/04/2026,USD,S.F.T.,14/10/2023,1,2.125,6 Ay,931.000,949.000,7.4600
680 -09/10/2026,USD,S.F.T.,09/04/2024,179,2.437,6 Ay,912.000,930.000,7.5600
637 -25/03/2027,USD,S.F.T.,25/03/2024,164,3.000,6 Ay,932.000,951.000,7.7400
611 -24/09/2027,USD,S.F.T.,24/03/2024,163,4.300,6 Ay,"1,010.000","1,029.000",7.8600
629 -15/01/2028,USD,S.F.T.,15/01/2024,94,4.937,6 Ay,"1,068.000","1,087.000",8.0900
638 -17/02/2028,USD,S.F.T.,17/02/2024,127,2.562,6 Ay,890.000,909.000,7.8500
654 -24/10/2028,USD,S.F.T.,24/10/2023,11,3.062,6 Ay,930.000,949.000,8.0900
688 -14/03/2029,USD,S.F.T.,14/03/2024,153,4.687,6 Ay,"1,022.000","1,042.000",8.5600
645 -26/04/2029,USD,S.F.T.,26/10/2023,13,3.812,6 Ay,982.000,"1,004.000",8.3400
630 -15/01/2030,USD,S.F.T.,15/01/2024,94,5.937,6 Ay,"1,175.000","1,201.000",8.2900
668 -13/03/2030,USD,S.F.T.,13/03/2024,152,2.625,6 Ay,825.000,847.000,8.4800
695 -13/07/2030,USD,S.F.T.,13/01/2024,92,4.562,6 Ay,"1,016.000","1,038.000",8.8200
628 -15/01/2031,USD,S.F.T.,15/01/2024,94,2.975,6 Ay,853.000,875.000,8.5700
698 -26/06/2031,USD,S.F.T.,26/12/2023,74,2.937,6 Ay,845.000,868.000,8.5600
617 -19/01/2033,USD,S.F.T.,19/01/2024,98,4.687,6 Ay,"1,025.000","1,048.000",8.9500
623 -20/09/2033,USD,S.F.T.,20/03/2024,159,3.250,6 Ay,847.000,870.000,8.5300
631 -14/02/2034,USD,S.F.T.,14/02/2024,124,4.000,6 Ay,946.000,976.000,8.5500
670 -17/03/2036,USD,S.F.T.,17/03/2024,156,3.437,6 Ay,834.000,856.000,8.8800
663 -05/03/2038,USD,S.F.T.,05/03/2024,144,3.625,6 Ay,857.000,879.000,8.8500
675 -30/05/2040,USD,S.F.T.,30/11/2023,48,3.375,6 Ay,805.000,835.000,8.9700
678 -14/01/2041,USD,S.F.T.,14/01/2024,93,3.000,6 Ay,734.000,758.000,8.9500
667 -16/04/2043,USD,S.F.T.,16/10/2023,3,2.437,6 Ay,642.000,665.000,8.7400
615 -17/02/2045,USD,S.F.T.,17/02/2024,127,3.312,6 Ay,754.000,777.000,9.1200
610 -11/05/2047,USD,S.F.T.,11/11/2023,29,2.875,6 Ay,681.000,704.000,9.0600
613 -31/03/2025,EUR,S.F.T.,31/03/2024,170,4.625,12 Ay,"1,011.000","1,043.000",3.3200
646 -14/06/2025,EUR,S.F.T.,14/06/2024,245,3.250,12 Ay,970.000,"1,001.000",3.8600
647 -16/02/2026,EUR,S.F.T.,16/02/2024,126,5.200,12 Ay,"1,011.000","1,036.000",5.1000
642 -08/07/2027,EUR,S.F.T.,08/07/2024,269,4.375,12 Ay,940.000,970.000,5.6300
