Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,149,2.437,6 Ay,"1,000.000","1,010.000",3.5100
637 -25/03/2027,USD,S.F.T.,25/09/2026,135,3.000,6 Ay,"1,010.000","1,024.000",4.1000
611 -24/09/2027,USD,S.F.T.,24/09/2026,134,4.300,6 Ay,"1,051.000","1,065.000",4.5200
629 -15/01/2028,USD,S.F.T.,15/07/2026,63,4.937,6 Ay,"1,096.000","1,110.000",4.9700
638 -17/02/2028,USD,S.F.T.,17/08/2026,96,2.562,6 Ay,999.000,"1,014.000",5.0100
654 -24/10/2028,USD,S.F.T.,24/10/2026,164,3.062,6 Ay,"1,009.000","1,024.000",5.2100
688 -14/03/2029,USD,S.F.T.,14/09/2026,124,4.687,6 Ay,"1,101.000","1,116.000",5.4900
645 -26/04/2029,USD,S.F.T.,26/10/2026,166,3.812,6 Ay,"1,044.000","1,060.000",5.5300
630 -15/01/2030,USD,S.F.T.,15/07/2026,63,5.937,6 Ay,"1,220.000","1,245.000",5.5800
668 -13/03/2030,USD,S.F.T.,13/09/2026,123,2.625,6 Ay,967.000,987.000,5.8900
695 -13/07/2030,USD,S.F.T.,13/07/2026,61,4.562,6 Ay,"1,125.000","1,146.000",5.9500
628 -15/01/2031,USD,S.F.T.,15/07/2026,63,2.975,6 Ay,994.000,"1,014.000",6.0800
685*** -22/05/2031,USD,S.F.T.,22/11/2026,193,3.718,6 Ay,989.000,"1,009.000",6.2500
698 -26/06/2031,USD,S.F.T.,26/06/2026,44,2.937,6 Ay,989.000,"1,009.000",6.1800
662 -12/02/2032,USD,S.F.T.,12/08/2026,91,3.562,6 Ay,"1,034.000","1,054.000",6.3600
650 -29/05/2032,USD,S.F.T.,29/05/2026,16,3.625,6 Ay,"1,050.000","1,071.000",6.4800
624 -17/07/2032,USD,S.F.T.,17/07/2026,65,3.562,6 Ay,"1,034.000","1,056.000",6.4700
617 -19/01/2033,USD,S.F.T.,19/07/2026,67,4.687,6 Ay,"1,156.000","1,179.000",6.5700
692 -14/03/2033,USD,S.F.T.,14/09/2026,124,3.150,6 Ay,972.000,994.000,6.6000
623 -20/09/2033,USD,S.F.T.,20/09/2026,130,3.250,6 Ay,978.000,"1,001.000",6.6500
631 -14/02/2034,USD,S.F.T.,14/08/2026,93,4.000,6 Ay,"1,084.000","1,108.000",6.5300
660 -15/05/2034,USD,S.F.T.,15/05/2026,2,3.812,6 Ay,"1,075.000","1,097.000",6.6600
644 -03/01/2035,USD,S.F.T.,03/07/2026,51,3.250,6 Ay,985.000,"1,007.000",6.7500
612 -16/09/2035,USD,S.F.T.,16/09/2026,126,3.475,6 Ay,994.000,"1,016.000",6.8700
670 -17/03/2036,USD,S.F.T.,17/09/2026,127,3.437,6 Ay,985.000,"1,010.000",6.8800
636 -04/11/2036,USD,S.F.T.,04/11/2026,175,3.400,6 Ay,970.000,994.000,6.9000
601 -14/01/2038,USD,S.F.T.,14/07/2026,62,3.437,6 Ay,980.000,"1,004.000",7.1100
663 -05/03/2038,USD,S.F.T.,05/09/2026,115,3.625,6 Ay,"1,023.000","1,048.000",6.8200
675 -30/05/2040,USD,S.F.T.,30/05/2026,17,3.375,6 Ay,966.000,991.000,7.2000
678 -14/01/2041,USD,S.F.T.,14/07/2026,62,3.000,6 Ay,874.000,901.000,7.3300
667 -16/04/2043,USD,S.F.T.,16/10/2026,156,2.437,6 Ay,726.000,751.000,7.5400
615 -17/02/2045,USD,S.F.T.,17/08/2026,96,3.312,6 Ay,891.000,916.000,7.6300
610 -11/05/2047,USD,S.F.T.,11/11/2026,182,2.875,6 Ay,776.000,801.000,7.6800
642 -08/07/2027,EUR,S.F.T.,08/07/2026,56,4.375,12 Ay,"1,046.000","1,058.000",2.5000
682 -21/05/2030,EUR,S.F.T.,21/05/2026,8,5.875,12 Ay,"1,104.000","1,119.000",4.1800
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,96,5.641,12 Ay,"1,053.000","1,068.000",4.6400
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,301,5.545,12 Ay,989.000,"1,006.000",5.2600
