
659 -14/10/2025,USD,S.F.T.,14/10/2025,168,3.187,6 Ay,"1,003.000","1,017.000",3.1900
691 -26/01/2026,USD,S.F.T.,26/07/2025,88,2.375,6 Ay,"1,001.000","1,016.000",4.2300
669 -14/04/2026,USD,S.F.T.,14/10/2025,168,2.125,6 Ay,983.000,998.000,4.6500
680 -09/10/2026,USD,S.F.T.,09/10/2025,163,2.437,6 Ay,986.000,"1,001.000",5.0000
637 -25/03/2027,USD,S.F.T.,25/09/2025,149,3.000,6 Ay,999.000,"1,016.000",5.4200
611 -24/09/2027,USD,S.F.T.,24/09/2025,148,4.300,6 Ay,"1,054.000","1,071.000",5.7700
629 -15/01/2028,USD,S.F.T.,15/07/2025,77,4.937,6 Ay,"1,105.000","1,122.000",6.0800
638 -17/02/2028,USD,S.F.T.,17/08/2025,110,2.562,6 Ay,970.000,988.000,6.0000
654 -24/10/2028,USD,S.F.T.,24/10/2025,178,3.062,6 Ay,980.000,998.000,6.2200
688 -14/03/2029,USD,S.F.T.,14/09/2025,138,4.687,6 Ay,"1,085.000","1,103.000",6.6600
645 -26/04/2029,USD,S.F.T.,26/10/2025,180,3.812,6 Ay,"1,015.000","1,034.000",6.6600
630 -15/01/2030,USD,S.F.T.,15/07/2025,77,5.937,6 Ay,"1,227.000","1,253.000",6.4200
668 -13/03/2030,USD,S.F.T.,13/09/2025,137,2.625,6 Ay,924.000,944.000,6.7800
695 -13/07/2030,USD,S.F.T.,13/07/2025,75,4.562,6 Ay,"1,102.000","1,122.000",6.9100
628 -15/01/2031,USD,S.F.T.,15/07/2025,77,2.975,6 Ay,943.000,963.000,7.1200
698 -26/06/2031,USD,S.F.T.,26/06/2025,58,2.937,6 Ay,937.000,957.000,7.1600
662 -12/02/2032,USD,S.F.T.,12/08/2025,105,3.562,6 Ay,981.000,"1,001.000",7.3900
624 -17/07/2032,USD,S.F.T.,17/07/2025,79,3.562,6 Ay,984.000,"1,006.000",7.3800
617 -19/01/2033,USD,S.F.T.,19/07/2025,81,4.687,6 Ay,"1,114.000","1,136.000",7.4700
623 -20/09/2033,USD,S.F.T.,20/09/2025,144,3.250,6 Ay,926.000,948.000,7.4600
631 -14/02/2034,USD,S.F.T.,14/08/2025,107,4.000,6 Ay,"1,039.000","1,063.000",7.2700
660 -15/05/2034,USD,S.F.T.,15/05/2025,16,3.812,6 Ay,"1,021.000","1,043.000",7.5000
644 -03/01/2035,USD,S.F.T.,03/07/2025,65,3.250,6 Ay,927.000,949.000,7.5600
670 -17/03/2036,USD,S.F.T.,17/09/2025,141,3.437,6 Ay,931.000,953.000,7.6300
663 -05/03/2038,USD,S.F.T.,05/09/2025,129,3.625,6 Ay,974.000,998.000,7.4100
675 -30/05/2040,USD,S.F.T.,30/05/2025,31,3.375,6 Ay,901.000,927.000,7.9100
678 -14/01/2041,USD,S.F.T.,14/07/2025,76,3.000,6 Ay,806.000,830.000,8.1300
667 -16/04/2043,USD,S.F.T.,16/10/2025,170,2.437,6 Ay,666.000,690.000,8.2300
615 -17/02/2045,USD,S.F.T.,17/08/2025,110,3.312,6 Ay,819.000,843.000,8.4000
610 -11/05/2047,USD,S.F.T.,11/05/2025,12,2.875,6 Ay,739.000,763.000,8.4000
646 -14/06/2025,EUR,S.F.T.,14/06/2025,46,3.250,12 Ay,"1,026.000","1,032.000",0.3800
647 -16/02/2026,EUR,S.F.T.,16/02/2026,293,5.200,12 Ay,"1,021.000","1,039.000",1.5600
642 -08/07/2027,EUR,S.F.T.,08/07/2025,70,4.375,12 Ay,"1,045.000","1,065.000",2.9500
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,22,6.854,12 Ay,"1,086.000","1,106.000",4.9400
