Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/10/2025,125,3.187,6 Ay,"1,010.000","1,024.000",2.2500
691 -26/01/2026,USD,S.F.T.,26/07/2025,45,2.375,6 Ay,"1,008.000","1,023.000",3.8900
669 -14/04/2026,USD,S.F.T.,14/10/2025,125,2.125,6 Ay,991.000,"1,006.000",4.3300
680 -09/10/2026,USD,S.F.T.,09/10/2025,120,2.437,6 Ay,995.000,"1,010.000",4.7400
637 -25/03/2027,USD,S.F.T.,25/09/2025,106,3.000,6 Ay,"1,010.000","1,027.000",5.1500
611 -24/09/2027,USD,S.F.T.,24/09/2025,105,4.300,6 Ay,"1,068.000","1,085.000",5.4500
629 -15/01/2028,USD,S.F.T.,15/07/2025,34,4.937,6 Ay,"1,123.000","1,140.000",5.6700
638 -17/02/2028,USD,S.F.T.,17/08/2025,67,2.562,6 Ay,985.000,"1,003.000",5.6600
654 -24/10/2028,USD,S.F.T.,24/10/2025,135,3.062,6 Ay,997.000,"1,015.000",5.8900
688 -14/03/2029,USD,S.F.T.,14/09/2025,95,4.687,6 Ay,"1,110.000","1,128.000",6.1900
645 -26/04/2029,USD,S.F.T.,26/10/2025,137,3.812,6 Ay,"1,039.000","1,058.000",6.2000
630 -15/01/2030,USD,S.F.T.,15/07/2025,34,5.937,6 Ay,"1,258.000","1,284.000",5.9300
668 -13/03/2030,USD,S.F.T.,13/09/2025,94,2.625,6 Ay,945.000,965.000,6.4300
695 -13/07/2030,USD,S.F.T.,13/07/2025,32,4.562,6 Ay,"1,127.000","1,147.000",6.5600
628 -15/01/2031,USD,S.F.T.,15/07/2025,34,2.975,6 Ay,967.000,987.000,6.7600
698 -26/06/2031,USD,S.F.T.,26/06/2025,15,2.937,6 Ay,960.000,980.000,6.8400
662 -12/02/2032,USD,S.F.T.,12/08/2025,62,3.562,6 Ay,"1,007.000","1,027.000",7.0600
650 -29/05/2032,USD,S.F.T.,29/11/2025,171,3.625,6 Ay,986.000,"1,006.000",7.1800
624 -17/07/2032,USD,S.F.T.,17/07/2025,36,3.562,6 Ay,"1,009.000","1,031.000",7.0800
617 -19/01/2033,USD,S.F.T.,19/07/2025,38,4.687,6 Ay,"1,142.000","1,164.000",7.1800
623 -20/09/2033,USD,S.F.T.,20/09/2025,101,3.250,6 Ay,952.000,974.000,7.1600
631 -14/02/2034,USD,S.F.T.,14/08/2025,64,4.000,6 Ay,"1,066.000","1,090.000",7.0000
660 -15/05/2034,USD,S.F.T.,15/11/2025,157,3.812,6 Ay,"1,008.000","1,030.000",7.2500
644 -03/01/2035,USD,S.F.T.,03/07/2025,22,3.250,6 Ay,949.000,971.000,7.3500
670 -17/03/2036,USD,S.F.T.,17/09/2025,98,3.437,6 Ay,957.000,979.000,7.3800
663 -05/03/2038,USD,S.F.T.,05/09/2025,86,3.625,6 Ay,998.000,"1,022.000",7.2200
675 -30/05/2040,USD,S.F.T.,30/11/2025,172,3.375,6 Ay,890.000,916.000,7.7300
678 -14/01/2041,USD,S.F.T.,14/07/2025,33,3.000,6 Ay,828.000,852.000,7.9500
667 -16/04/2043,USD,S.F.T.,16/10/2025,127,2.437,6 Ay,689.000,713.000,8.0000
615 -17/02/2045,USD,S.F.T.,17/08/2025,67,3.312,6 Ay,844.000,868.000,8.2000
610 -11/05/2047,USD,S.F.T.,11/11/2025,153,2.875,6 Ay,732.000,756.000,8.2200
646 -14/06/2025,EUR,S.F.T.,14/06/2025,3,3.250,12 Ay,"1,031.900","1,032.400",1.1800
647 -16/02/2026,EUR,S.F.T.,16/02/2026,250,5.200,12 Ay,"1,025.000","1,043.000",1.2600
642 -08/07/2027,EUR,S.F.T.,08/07/2025,27,4.375,12 Ay,"1,056.000","1,076.000",2.5900
682 -21/05/2030,EUR,S.F.T.,21/05/2026,344,5.875,12 Ay,"1,043.000","1,063.000",4.5000
