Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
669 -14/04/2026,USD,S.F.T.,14/04/2026,13,2.125,6 Ay,"1,016.500","1,020.500",2.0400
680 -09/10/2026,USD,S.F.T.,09/04/2026,8,2.437,6 Ay,"1,019.200","1,029.200",3.7200
637 -25/03/2027,USD,S.F.T.,25/09/2026,177,3.000,6 Ay,"1,003.000","1,017.000",4.3200
611 -24/09/2027,USD,S.F.T.,24/09/2026,176,4.300,6 Ay,"1,040.000","1,054.000",4.8900
629 -15/01/2028,USD,S.F.T.,15/07/2026,105,4.937,6 Ay,"1,085.000","1,099.000",5.2300
638 -17/02/2028,USD,S.F.T.,17/08/2026,138,2.562,6 Ay,990.000,"1,005.000",5.1900
654 -24/10/2028,USD,S.F.T.,24/04/2026,23,3.062,6 Ay,"1,028.000","1,043.000",5.4300
688 -14/03/2029,USD,S.F.T.,14/09/2026,166,4.687,6 Ay,"1,083.500","1,098.500",5.8600
645 -26/04/2029,USD,S.F.T.,26/04/2026,25,3.812,6 Ay,"1,066.000","1,082.000",5.8500
630 -15/01/2030,USD,S.F.T.,15/07/2026,105,5.937,6 Ay,"1,207.000","1,232.000",5.7200
668 -13/03/2030,USD,S.F.T.,13/09/2026,165,2.625,6 Ay,956.000,976.000,6.0200
695 -13/07/2030,USD,S.F.T.,13/07/2026,103,4.562,6 Ay,"1,108.000","1,129.000",6.1800
628 -15/01/2031,USD,S.F.T.,15/07/2026,105,2.975,6 Ay,975.000,995.000,6.3800
698 -26/06/2031,USD,S.F.T.,26/06/2026,86,2.937,6 Ay,971.000,991.000,6.4300
662 -12/02/2032,USD,S.F.T.,12/08/2026,133,3.562,6 Ay,"1,011.000","1,031.000",6.6800
650 -29/05/2032,USD,S.F.T.,29/05/2026,58,3.625,6 Ay,"1,027.000","1,048.000",6.7800
624 -17/07/2032,USD,S.F.T.,17/07/2026,107,3.562,6 Ay,"1,009.000","1,031.000",6.8000
617 -19/01/2033,USD,S.F.T.,19/07/2026,109,4.687,6 Ay,"1,128.000","1,151.000",6.9000
692 -14/03/2033,USD,S.F.T.,14/09/2026,166,3.150,6 Ay,950.000,972.000,6.8700
623 -20/09/2033,USD,S.F.T.,20/09/2026,172,3.250,6 Ay,955.000,978.000,6.9200
631 -14/02/2034,USD,S.F.T.,14/08/2026,135,4.000,6 Ay,"1,061.000","1,085.000",6.7600
660 -15/05/2034,USD,S.F.T.,15/05/2026,44,3.812,6 Ay,"1,049.000","1,071.000",6.9300
644 -03/01/2035,USD,S.F.T.,03/07/2026,93,3.250,6 Ay,958.000,980.000,7.0500
612 -16/09/2035,USD,S.F.T.,16/09/2026,168,3.475,6 Ay,965.000,987.000,7.1800
670 -17/03/2036,USD,S.F.T.,17/09/2026,169,3.437,6 Ay,966.000,991.000,7.0400
636 -04/11/2036,USD,S.F.T.,04/05/2026,33,3.400,6 Ay,974.000,998.000,7.2100
601 -14/01/2038,USD,S.F.T.,14/07/2026,104,3.437,6 Ay,952.000,976.000,7.3700
663 -05/03/2038,USD,S.F.T.,05/09/2026,157,3.625,6 Ay,999.000,"1,024.000",7.0100
675 -30/05/2040,USD,S.F.T.,30/05/2026,59,3.375,6 Ay,935.000,960.000,7.4700
678 -14/01/2041,USD,S.F.T.,14/07/2026,104,3.000,6 Ay,847.000,874.000,7.5800
667 -16/04/2043,USD,S.F.T.,16/04/2026,15,2.437,6 Ay,731.000,756.000,7.7100
615 -17/02/2045,USD,S.F.T.,17/08/2026,138,3.312,6 Ay,863.000,888.000,7.8500
610 -11/05/2047,USD,S.F.T.,11/05/2026,40,2.875,6 Ay,778.000,803.000,7.9000
642 -08/07/2027,EUR,S.F.T.,08/07/2026,98,4.375,12 Ay,"1,042.000","1,054.000",2.5800
682 -21/05/2030,EUR,S.F.T.,21/05/2026,50,5.875,12 Ay,"1,095.000","1,110.000",4.2800
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,138,5.641,12 Ay,"1,035.000","1,050.000",4.9100
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,343,5.545,12 Ay,976.000,993.000,5.3700
