
659 -14/10/2025,USD,S.F.T.,14/10/2025,165,3.187,6 Ay,"1,003.000","1,017.000",3.2500
691 -26/01/2026,USD,S.F.T.,26/07/2025,85,2.375,6 Ay,"1,002.000","1,017.000",4.1400
669 -14/04/2026,USD,S.F.T.,14/10/2025,165,2.125,6 Ay,984.000,999.000,4.5900
680 -09/10/2026,USD,S.F.T.,09/10/2025,160,2.437,6 Ay,987.000,"1,002.000",4.9500
637 -25/03/2027,USD,S.F.T.,25/09/2025,146,3.000,6 Ay,999.000,"1,016.000",5.4400
611 -24/09/2027,USD,S.F.T.,24/09/2025,145,4.300,6 Ay,"1,054.000","1,071.000",5.7900
629 -15/01/2028,USD,S.F.T.,15/07/2025,74,4.937,6 Ay,"1,105.000","1,122.000",6.1000
638 -17/02/2028,USD,S.F.T.,17/08/2025,107,2.562,6 Ay,970.000,988.000,6.0200
654 -24/10/2028,USD,S.F.T.,24/10/2025,175,3.062,6 Ay,981.000,999.000,6.2000
688 -14/03/2029,USD,S.F.T.,14/09/2025,135,4.687,6 Ay,"1,087.000","1,105.000",6.6200
645 -26/04/2029,USD,S.F.T.,26/10/2025,177,3.812,6 Ay,"1,017.000","1,036.000",6.6200
630 -15/01/2030,USD,S.F.T.,15/07/2025,74,5.937,6 Ay,"1,231.000","1,257.000",6.3400
668 -13/03/2030,USD,S.F.T.,13/09/2025,134,2.625,6 Ay,926.000,946.000,6.7400
695 -13/07/2030,USD,S.F.T.,13/07/2025,72,4.562,6 Ay,"1,105.000","1,125.000",6.8600
628 -15/01/2031,USD,S.F.T.,15/07/2025,74,2.975,6 Ay,947.000,967.000,7.0400
698 -26/06/2031,USD,S.F.T.,26/06/2025,55,2.937,6 Ay,940.000,960.000,7.1100
662 -12/02/2032,USD,S.F.T.,12/08/2025,102,3.562,6 Ay,986.000,"1,006.000",7.3100
624 -17/07/2032,USD,S.F.T.,17/07/2025,76,3.562,6 Ay,988.000,"1,010.000",7.3200
617 -19/01/2033,USD,S.F.T.,19/07/2025,78,4.687,6 Ay,"1,117.000","1,139.000",7.4300
623 -20/09/2033,USD,S.F.T.,20/09/2025,141,3.250,6 Ay,929.000,951.000,7.4200
631 -14/02/2034,USD,S.F.T.,14/08/2025,104,4.000,6 Ay,"1,042.000","1,066.000",7.2400
660 -15/05/2034,USD,S.F.T.,15/05/2025,13,3.812,6 Ay,"1,024.000","1,046.000",7.4600
644 -03/01/2035,USD,S.F.T.,03/07/2025,62,3.250,6 Ay,930.000,952.000,7.5200
670 -17/03/2036,USD,S.F.T.,17/09/2025,138,3.437,6 Ay,936.000,958.000,7.5600
663 -05/03/2038,USD,S.F.T.,05/09/2025,126,3.625,6 Ay,977.000,"1,001.000",7.3800
675 -30/05/2040,USD,S.F.T.,30/05/2025,28,3.375,6 Ay,902.000,928.000,7.9000
678 -14/01/2041,USD,S.F.T.,14/07/2025,73,3.000,6 Ay,807.000,831.000,8.1300
667 -16/04/2043,USD,S.F.T.,16/10/2025,167,2.437,6 Ay,668.000,692.000,8.2100
615 -17/02/2045,USD,S.F.T.,17/08/2025,107,3.312,6 Ay,820.000,844.000,8.4000
610 -11/05/2047,USD,S.F.T.,11/05/2025,9,2.875,6 Ay,741.000,765.000,8.3800
646 -14/06/2025,EUR,S.F.T.,14/06/2025,43,3.250,12 Ay,"1,026.000","1,032.000",0.4100
647 -16/02/2026,EUR,S.F.T.,16/02/2026,290,5.200,12 Ay,"1,022.000","1,040.000",1.4500
642 -08/07/2027,EUR,S.F.T.,08/07/2025,67,4.375,12 Ay,"1,046.000","1,066.000",2.9200
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,19,6.854,12 Ay,"1,090.000","1,110.000",4.8600
