Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
622 -05/02/2025,USD,S.F.T.,05/02/2025,49,3.687,6 Ay,"1,025.000","1,035.000",1.3900
616 -13/03/2025,USD,S.F.T.,13/03/2025,85,2.125,6 Ay,"1,005.000","1,017.000",1.7700
659 -14/10/2025,USD,S.F.T.,14/04/2025,117,3.187,6 Ay,"1,018.000","1,031.000",3.9100
691 -26/01/2026,USD,S.F.T.,26/01/2025,39,2.375,6 Ay,"1,009.000","1,022.000",4.4400
669 -14/04/2026,USD,S.F.T.,14/04/2025,117,2.125,6 Ay,989.000,"1,002.000",4.6800
680 -09/10/2026,USD,S.F.T.,09/04/2025,112,2.437,6 Ay,996.000,"1,009.000",4.8900
637 -25/03/2027,USD,S.F.T.,25/03/2025,97,3.000,6 Ay,"1,017.000","1,032.000",5.1400
611 -24/09/2027,USD,S.F.T.,24/03/2025,96,4.300,6 Ay,"1,090.000","1,105.000",5.2600
629 -15/01/2028,USD,S.F.T.,15/01/2025,28,4.937,6 Ay,"1,151.000","1,166.000",5.4400
638 -17/02/2028,USD,S.F.T.,17/02/2025,61,2.562,6 Ay,989.000,"1,005.000",5.5500
654 -24/10/2028,USD,S.F.T.,24/04/2025,127,3.062,6 Ay,"1,009.000","1,025.000",5.6600
688 -14/03/2029,USD,S.F.T.,14/03/2025,86,4.687,6 Ay,"1,133.000","1,149.000",6.0000
645 -26/04/2029,USD,S.F.T.,26/04/2025,129,3.812,6 Ay,"1,054.000","1,071.000",6.0400
630 -15/01/2030,USD,S.F.T.,15/01/2025,28,5.937,6 Ay,"1,307.000","1,331.000",5.4700
668 -13/03/2030,USD,S.F.T.,13/03/2025,85,2.625,6 Ay,956.000,974.000,6.1500
695 -13/07/2030,USD,S.F.T.,13/01/2025,26,4.562,6 Ay,"1,152.000","1,170.000",6.3000
628 -15/01/2031,USD,S.F.T.,15/01/2025,28,2.975,6 Ay,983.000,"1,001.000",6.4400
698 -26/06/2031,USD,S.F.T.,26/12/2024,8,2.937,6 Ay,975.000,993.000,6.5400
624 -17/07/2032,USD,S.F.T.,17/01/2025,30,3.562,6 Ay,"1,029.000","1,049.000",6.8000
617 -19/01/2033,USD,S.F.T.,19/01/2025,32,4.687,6 Ay,"1,174.000","1,194.000",6.8400
623 -20/09/2033,USD,S.F.T.,20/03/2025,92,3.250,6 Ay,977.000,997.000,6.7900
631 -14/02/2034,USD,S.F.T.,14/02/2025,58,4.000,6 Ay,"1,094.000","1,116.000",6.6900
660 -15/05/2034,USD,S.F.T.,15/05/2025,148,3.812,6 Ay,"1,033.000","1,053.000",6.9500
644*** -03/01/2035,USD,S.F.T.,03/01/2025,16,1.625,6 Ay,962.000,982.000,6.9400
670 -17/03/2036,USD,S.F.T.,17/03/2025,89,3.437,6 Ay,986.000,"1,006.000",7.0200
663 -05/03/2038,USD,S.F.T.,05/03/2025,77,3.625,6 Ay,"1,034.000","1,054.000",6.8600
675 -30/05/2040,USD,S.F.T.,30/05/2025,163,3.375,6 Ay,922.000,946.000,7.3800
678 -14/01/2041,USD,S.F.T.,14/01/2025,27,3.000,6 Ay,863.000,883.000,7.5500
667 -16/04/2043,USD,S.F.T.,16/04/2025,119,2.437,6 Ay,719.000,739.000,7.6300
615 -17/02/2045,USD,S.F.T.,17/02/2025,61,3.312,6 Ay,881.000,901.000,7.8300
610 -11/05/2047,USD,S.F.T.,11/05/2025,144,2.875,6 Ay,767.000,787.000,7.8400
613 -31/03/2025,EUR,S.F.T.,31/03/2025,103,4.625,12 Ay,"1,033.000","1,045.000",0.4200
646 -14/06/2025,EUR,S.F.T.,14/06/2025,178,3.250,12 Ay,"1,013.000","1,027.000",1.1000
647 -16/02/2026,EUR,S.F.T.,16/02/2025,60,5.200,12 Ay,"1,060.000","1,078.000",2.1600
642 -08/07/2027,EUR,S.F.T.,08/07/2025,202,4.375,12 Ay,"1,036.000","1,054.000",2.9500
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,154,6.854,12 Ay,"1,099.000","1,117.000",4.3200
