
659 -14/10/2025,USD,S.F.T.,14/10/2025,182,3.187,6 Ay,"1,001.000","1,015.000",3.3400
691 -26/01/2026,USD,S.F.T.,26/07/2025,102,2.375,6 Ay,999.000,"1,014.000",4.2700
669 -14/04/2026,USD,S.F.T.,14/10/2025,182,2.125,6 Ay,982.000,997.000,4.5700
680 -09/10/2026,USD,S.F.T.,09/10/2025,177,2.437,6 Ay,983.000,998.000,5.0700
637 -25/03/2027,USD,S.F.T.,25/09/2025,163,3.000,6 Ay,995.000,"1,012.000",5.5200
611 -24/09/2027,USD,S.F.T.,24/09/2025,162,4.300,6 Ay,"1,050.000","1,067.000",5.8400
629 -15/01/2028,USD,S.F.T.,15/07/2025,91,4.937,6 Ay,"1,100.000","1,117.000",6.1700
638 -17/02/2028,USD,S.F.T.,17/08/2025,124,2.562,6 Ay,965.000,983.000,6.1000
654 -24/10/2028,USD,S.F.T.,24/04/2025,9,3.062,6 Ay,"1,004.000","1,022.000",6.3500
688 -14/03/2029,USD,S.F.T.,14/09/2025,152,4.687,6 Ay,"1,083.000","1,101.000",6.6400
645 -26/04/2029,USD,S.F.T.,26/04/2025,11,3.812,6 Ay,"1,050.000","1,069.000",6.6700
630 -15/01/2030,USD,S.F.T.,15/07/2025,91,5.937,6 Ay,"1,222.000","1,248.000",6.4600
668 -13/03/2030,USD,S.F.T.,13/09/2025,151,2.625,6 Ay,920.000,940.000,6.8200
695 -13/07/2030,USD,S.F.T.,13/07/2025,89,4.562,6 Ay,"1,096.000","1,116.000",6.9800
628 -15/01/2031,USD,S.F.T.,15/07/2025,91,2.975,6 Ay,940.000,960.000,7.1300
698 -26/06/2031,USD,S.F.T.,26/06/2025,72,2.937,6 Ay,933.000,953.000,7.1900
662 -12/02/2032,USD,S.F.T.,12/08/2025,119,3.562,6 Ay,978.000,998.000,7.4000
624 -17/07/2032,USD,S.F.T.,17/07/2025,93,3.562,6 Ay,980.000,"1,002.000",7.4000
617 -19/01/2033,USD,S.F.T.,19/07/2025,95,4.687,6 Ay,"1,110.000","1,132.000",7.4800
623 -20/09/2033,USD,S.F.T.,20/09/2025,158,3.250,6 Ay,921.000,943.000,7.5000
631 -14/02/2034,USD,S.F.T.,14/08/2025,121,4.000,6 Ay,"1,034.000","1,058.000",7.3100
660 -15/05/2034,USD,S.F.T.,15/05/2025,30,3.812,6 Ay,"1,016.000","1,038.000",7.5300
644 -03/01/2035,USD,S.F.T.,03/07/2025,79,3.250,6 Ay,922.000,944.000,7.5900
670 -17/03/2036,USD,S.F.T.,17/09/2025,155,3.437,6 Ay,929.000,951.000,7.6200
663 -05/03/2038,USD,S.F.T.,05/09/2025,143,3.625,6 Ay,974.000,998.000,7.3700
675 -30/05/2040,USD,S.F.T.,30/05/2025,45,3.375,6 Ay,902.000,928.000,7.8600
678 -14/01/2041,USD,S.F.T.,14/07/2025,90,3.000,6 Ay,806.000,830.000,8.1000
667 -16/04/2043,USD,S.F.T.,16/04/2025,1,2.437,6 Ay,691.000,715.000,8.1900
615 -17/02/2045,USD,S.F.T.,17/08/2025,124,3.312,6 Ay,819.000,843.000,8.3700
610 -11/05/2047,USD,S.F.T.,11/05/2025,26,2.875,6 Ay,742.000,766.000,8.3300
646 -14/06/2025,EUR,S.F.T.,14/06/2025,60,3.250,12 Ay,"1,025.000","1,031.000",0.8900
647 -16/02/2026,EUR,S.F.T.,16/02/2026,307,5.200,12 Ay,"1,018.000","1,036.000",1.8400
642 -08/07/2027,EUR,S.F.T.,08/07/2025,84,4.375,12 Ay,"1,043.000","1,061.000",3.0800
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,36,6.854,12 Ay,"1,080.000","1,098.000",5.0700
