Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,129,3.625,6 Ay,"1,010.000","1,022.000",3.9500
673 -22/03/2024,USD,S.F.T.,22/09/2023,37,2.875,6 Ay,"1,012.000","1,026.000",5.2300
671 -10/08/2024,USD,S.F.T.,10/02/2024,178,3.175,6 Ay,992.000,"1,006.000",5.8200
612 -14/11/2024,USD,S.F.T.,14/11/2023,90,2.800,6 Ay,989.000,"1,005.000",6.3800
622 -05/02/2025,USD,S.F.T.,05/02/2024,173,3.687,6 Ay,997.000,"1,013.000",6.5900
616 -13/03/2025,USD,S.F.T.,13/09/2023,28,2.125,6 Ay,965.000,982.000,6.7000
659 -14/10/2025,USD,S.F.T.,14/10/2023,59,3.187,6 Ay,989.000,"1,006.000",7.1600
691 -26/01/2026,USD,S.F.T.,26/01/2024,163,2.375,6 Ay,928.000,945.000,7.3700
669 -14/04/2026,USD,S.F.T.,14/10/2023,59,2.125,6 Ay,923.000,940.000,7.3800
680 -09/10/2026,USD,S.F.T.,09/10/2023,54,2.437,6 Ay,927.000,945.000,7.4900
637 -25/03/2027,USD,S.F.T.,25/09/2023,40,3.000,6 Ay,952.000,971.000,7.6900
611 -24/09/2027,USD,S.F.T.,24/09/2023,39,4.300,6 Ay,"1,040.000","1,059.000",7.8700
629 -15/01/2028,USD,S.F.T.,15/01/2024,152,4.937,6 Ay,"1,050.000","1,070.000",8.1800
638 -17/02/2028,USD,S.F.T.,17/08/2023,1,2.562,6 Ay,906.000,926.000,7.7900
654 -24/10/2028,USD,S.F.T.,24/10/2023,69,3.062,6 Ay,923.000,943.000,7.9400
688 -14/03/2029,USD,S.F.T.,14/09/2023,29,4.687,6 Ay,"1,061.000","1,081.000",8.4300
645 -26/04/2029,USD,S.F.T.,26/10/2023,71,3.812,6 Ay,978.000,"1,000.000",8.1400
630 -15/01/2030,USD,S.F.T.,15/01/2024,152,5.937,6 Ay,"1,171.000","1,197.000",8.0800
668 -13/03/2030,USD,S.F.T.,13/09/2023,28,2.625,6 Ay,853.000,875.000,8.1900
695 -13/07/2030,USD,S.F.T.,13/01/2024,150,4.562,6 Ay,"1,015.000","1,037.000",8.5600
628 -15/01/2031,USD,S.F.T.,15/01/2024,152,2.975,6 Ay,857.000,879.000,8.2600
698 -26/06/2031,USD,S.F.T.,26/12/2023,132,2.937,6 Ay,850.000,872.000,8.2600
617 -19/01/2033,USD,S.F.T.,19/01/2024,156,4.687,6 Ay,"1,028.000","1,050.000",8.7000
623 -20/09/2033,USD,S.F.T.,20/09/2023,35,3.250,6 Ay,886.000,908.000,8.2500
631 -14/02/2034,USD,S.F.T.,14/02/2024,182,4.000,6 Ay,963.000,987.000,8.1900
670 -17/03/2036,USD,S.F.T.,17/09/2023,32,3.437,6 Ay,882.000,904.000,8.5000
663 -05/03/2038,USD,S.F.T.,05/09/2023,20,3.625,6 Ay,912.000,934.000,8.4400
675 -30/05/2040,USD,S.F.T.,30/11/2023,106,3.375,6 Ay,821.000,845.000,8.6800
678 -14/01/2041,USD,S.F.T.,14/01/2024,151,3.000,6 Ay,750.000,774.000,8.5800
667 -16/04/2043,USD,S.F.T.,16/10/2023,61,2.437,6 Ay,656.000,678.000,8.4200
615 -17/02/2045,USD,S.F.T.,17/08/2023,1,3.312,6 Ay,807.000,829.000,8.7400
610 -11/05/2047,USD,S.F.T.,11/11/2023,87,2.875,6 Ay,701.000,723.000,8.6700
613 -31/03/2025,EUR,S.F.T.,31/03/2024,228,4.625,12 Ay,998.000,"1,018.000",4.5700
646 -14/06/2025,EUR,S.F.T.,14/06/2024,303,3.250,12 Ay,960.000,980.000,4.7400
647 -16/02/2026,EUR,S.F.T.,16/02/2024,184,5.200,12 Ay,"1,002.000","1,022.000",5.3500
642 -08/07/2027,EUR,S.F.T.,08/07/2024,327,4.375,12 Ay,931.000,951.000,5.9600
