Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/04/2025,19,3.187,6 Ay,"1,031.000","1,045.000",3.3500
691 -26/01/2026,USD,S.F.T.,26/07/2025,122,2.375,6 Ay,996.000,"1,011.000",4.3600
669 -14/04/2026,USD,S.F.T.,14/04/2025,19,2.125,6 Ay,"1,000.000","1,015.000",4.6500
680 -09/10/2026,USD,S.F.T.,09/04/2025,14,2.437,6 Ay,"1,006.000","1,021.000",4.9800
637 -25/03/2027,USD,S.F.T.,25/09/2025,183,3.000,6 Ay,995.000,"1,012.000",5.3700
611 -24/09/2027,USD,S.F.T.,24/09/2025,182,4.300,6 Ay,"1,054.000","1,071.000",5.5300
629 -15/01/2028,USD,S.F.T.,15/07/2025,111,4.937,6 Ay,"1,106.000","1,123.000",5.8100
638 -17/02/2028,USD,S.F.T.,17/08/2025,144,2.562,6 Ay,970.000,988.000,5.7900
654 -24/10/2028,USD,S.F.T.,24/04/2025,29,3.062,6 Ay,"1,012.000","1,030.000",5.9900
688 -14/03/2029,USD,S.F.T.,14/09/2025,172,4.687,6 Ay,"1,090.000","1,108.000",6.3400
645 -26/04/2029,USD,S.F.T.,26/04/2025,31,3.812,6 Ay,"1,057.000","1,076.000",6.3800
630 -15/01/2030,USD,S.F.T.,15/07/2025,111,5.937,6 Ay,"1,235.000","1,261.000",6.0900
668 -13/03/2030,USD,S.F.T.,13/09/2025,171,2.625,6 Ay,927.000,947.000,6.5600
695 -13/07/2030,USD,S.F.T.,13/07/2025,109,4.562,6 Ay,"1,105.000","1,125.000",6.7000
628 -15/01/2031,USD,S.F.T.,15/07/2025,111,2.975,6 Ay,948.000,968.000,6.8700
698 -26/06/2031,USD,S.F.T.,26/06/2025,92,2.937,6 Ay,942.000,962.000,6.9300
662 -12/02/2032,USD,S.F.T.,12/08/2025,139,3.562,6 Ay,988.000,"1,008.000",7.1400
624 -17/07/2032,USD,S.F.T.,17/07/2025,113,3.562,6 Ay,991.000,"1,013.000",7.1300
617 -19/01/2033,USD,S.F.T.,19/07/2025,115,4.687,6 Ay,"1,122.000","1,144.000",7.2200
623 -20/09/2033,USD,S.F.T.,20/09/2025,178,3.250,6 Ay,937.000,959.000,7.1700
631 -14/02/2034,USD,S.F.T.,14/08/2025,141,4.000,6 Ay,"1,052.000","1,076.000",6.9800
660 -15/05/2034,USD,S.F.T.,15/05/2025,50,3.812,6 Ay,"1,030.000","1,052.000",7.2600
644 -03/01/2035,USD,S.F.T.,03/07/2025,99,3.250,6 Ay,940.000,962.000,7.2600
670 -17/03/2036,USD,S.F.T.,17/09/2025,175,3.437,6 Ay,949.000,971.000,7.2900
663 -05/03/2038,USD,S.F.T.,05/09/2025,163,3.625,6 Ay,998.000,"1,022.000",7.0400
675 -30/05/2040,USD,S.F.T.,30/05/2025,65,3.375,6 Ay,922.000,948.000,7.5700
678 -14/01/2041,USD,S.F.T.,14/07/2025,110,3.000,6 Ay,828.000,852.000,7.7700
667 -16/04/2043,USD,S.F.T.,16/04/2025,21,2.437,6 Ay,715.000,739.000,7.8200
615 -17/02/2045,USD,S.F.T.,17/08/2025,144,3.312,6 Ay,846.000,870.000,8.0100
610 -11/05/2047,USD,S.F.T.,11/05/2025,46,2.875,6 Ay,768.000,792.000,7.9700
613 -31/03/2025,EUR,S.F.T.,31/03/2025,5,4.625,12 Ay,"1,044.200","1,046.200",0.3500
646 -14/06/2025,EUR,S.F.T.,14/06/2025,80,3.250,12 Ay,"1,024.000","1,030.000",1.1100
647 -16/02/2026,EUR,S.F.T.,16/02/2026,327,5.200,12 Ay,"1,011.000","1,029.000",2.4900
642 -08/07/2027,EUR,S.F.T.,08/07/2025,104,4.375,12 Ay,"1,034.000","1,052.000",3.4100
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,56,6.854,12 Ay,"1,077.000","1,095.000",5.0700
