Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,29,3.625,6 Ay,"1,030.000","1,036.000",0.1900
673 -22/03/2024,USD,S.F.T.,22/03/2024,119,2.875,6 Ay,"1,003.000","1,015.000",4.1300
671 -10/08/2024,USD,S.F.T.,10/02/2024,78,3.175,6 Ay,"1,013.000","1,029.000",4.8000
612 -14/11/2024,USD,S.F.T.,14/05/2024,172,2.800,6 Ay,989.000,"1,005.000",5.2300
622 -05/02/2025,USD,S.F.T.,05/02/2024,73,3.687,6 Ay,"1,025.000","1,041.000",5.7300
616 -13/03/2025,USD,S.F.T.,13/03/2024,110,2.125,6 Ay,972.000,989.000,5.8100
659 -14/10/2025,USD,S.F.T.,14/04/2024,142,3.187,6 Ay,990.000,"1,007.000",6.3700
691 -26/01/2026,USD,S.F.T.,26/01/2024,63,2.375,6 Ay,962.000,979.000,6.5800
669 -14/04/2026,USD,S.F.T.,14/04/2024,142,2.125,6 Ay,937.000,954.000,6.5800
680 -09/10/2026,USD,S.F.T.,09/04/2024,137,2.437,6 Ay,940.000,957.000,6.7800
637 -25/03/2027,USD,S.F.T.,25/03/2024,122,3.000,6 Ay,963.000,982.000,6.9500
611 -24/09/2027,USD,S.F.T.,24/03/2024,121,4.300,6 Ay,"1,043.000","1,062.000",7.1500
629 -15/01/2028,USD,S.F.T.,15/01/2024,52,4.937,6 Ay,"1,100.000","1,119.000",7.4800
638 -17/02/2028,USD,S.F.T.,17/02/2024,85,2.562,6 Ay,922.000,941.000,7.1500
654 -24/10/2028,USD,S.F.T.,24/04/2024,152,3.062,6 Ay,938.000,957.000,7.3100
688 -14/03/2029,USD,S.F.T.,14/03/2024,111,4.687,6 Ay,"1,066.000","1,086.000",7.7900
645 -26/04/2029,USD,S.F.T.,26/04/2024,154,3.812,6 Ay,984.000,"1,006.000",7.6200
630 -15/01/2030,USD,S.F.T.,15/01/2024,52,5.937,6 Ay,"1,226.000","1,252.000",7.5500
668 -13/03/2030,USD,S.F.T.,13/03/2024,110,2.625,6 Ay,866.000,888.000,7.7400
695 -13/07/2030,USD,S.F.T.,13/01/2024,50,4.562,6 Ay,"1,068.000","1,090.000",8.0000
628 -15/01/2031,USD,S.F.T.,15/01/2024,52,2.975,6 Ay,895.000,917.000,7.8900
698 -26/06/2031,USD,S.F.T.,26/12/2023,32,2.937,6 Ay,888.000,911.000,7.8800
617 -19/01/2033,USD,S.F.T.,19/01/2024,56,4.687,6 Ay,"1,079.000","1,102.000",8.2700
623 -20/09/2033,USD,S.F.T.,20/03/2024,117,3.250,6 Ay,889.000,912.000,7.9800
631 -14/02/2034,USD,S.F.T.,14/02/2024,82,4.000,6 Ay,994.000,"1,024.000",7.9700
670 -17/03/2036,USD,S.F.T.,17/03/2024,114,3.437,6 Ay,883.000,905.000,8.2900
663 -05/03/2038,USD,S.F.T.,05/03/2024,102,3.625,6 Ay,910.000,932.000,8.2600
675 -30/05/2040,USD,S.F.T.,30/11/2023,6,3.375,6 Ay,856.000,886.000,8.4100
678 -14/01/2041,USD,S.F.T.,14/01/2024,51,3.000,6 Ay,779.000,803.000,8.4300
667 -16/04/2043,USD,S.F.T.,16/04/2024,144,2.437,6 Ay,651.000,674.000,8.3500
615 -17/02/2045,USD,S.F.T.,17/02/2024,85,3.312,6 Ay,807.000,830.000,8.5600
610 -11/05/2047,USD,S.F.T.,11/05/2024,169,2.875,6 Ay,701.000,724.000,8.5000
613 -31/03/2025,EUR,S.F.T.,31/03/2024,128,4.625,12 Ay,"1,017.000","1,038.000",3.9900
646 -14/06/2025,EUR,S.F.T.,14/06/2024,203,3.250,12 Ay,983.000,"1,004.000",3.9500
647 -16/02/2026,EUR,S.F.T.,16/02/2024,84,5.200,12 Ay,"1,028.000","1,049.000",4.7600
642 -08/07/2027,EUR,S.F.T.,08/07/2024,227,4.375,12 Ay,967.000,988.000,5.2600
