Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,12,3.175,6 Ay,"1,023.700","1,031.700",0.1600
612 -14/11/2024,USD,S.F.T.,14/11/2024,108,2.800,6 Ay,"1,003.000","1,016.000",4.0500
622 -05/02/2025,USD,S.F.T.,05/08/2024,7,3.687,6 Ay,"1,035.000","1,048.000",4.9200
616 -13/03/2025,USD,S.F.T.,13/09/2024,46,2.125,6 Ay,996.000,"1,012.000",4.9100
659 -14/10/2025,USD,S.F.T.,14/10/2024,77,3.187,6 Ay,"1,015.000","1,030.000",5.3800
691 -26/01/2026,USD,S.F.T.,26/01/2025,181,2.375,6 Ay,976.000,991.000,5.4100
669 -14/04/2026,USD,S.F.T.,14/10/2024,77,2.125,6 Ay,977.000,994.000,5.3900
680 -09/10/2026,USD,S.F.T.,09/10/2024,72,2.437,6 Ay,983.000,"1,000.000",5.6000
637 -25/03/2027,USD,S.F.T.,25/09/2024,58,3.000,6 Ay,"1,009.000","1,027.000",5.7400
611 -24/09/2027,USD,S.F.T.,24/09/2024,57,4.300,6 Ay,"1,089.000","1,107.000",5.8800
629 -15/01/2028,USD,S.F.T.,15/01/2025,170,4.937,6 Ay,"1,105.000","1,123.000",6.0100
638 -17/02/2028,USD,S.F.T.,17/08/2024,19,2.562,6 Ay,979.000,996.000,5.9800
654 -24/10/2028,USD,S.F.T.,24/10/2024,87,3.062,6 Ay,999.000,"1,016.000",6.1300
688 -14/03/2029,USD,S.F.T.,14/09/2024,47,4.687,6 Ay,"1,130.000","1,149.000",6.4800
645 -26/04/2029,USD,S.F.T.,26/10/2024,89,3.812,6 Ay,"1,045.000","1,066.000",6.4700
630 -15/01/2030,USD,S.F.T.,15/01/2025,170,5.937,6 Ay,"1,266.000","1,290.000",5.7200
668 -13/03/2030,USD,S.F.T.,13/09/2024,46,2.625,6 Ay,945.000,965.000,6.4300
695 -13/07/2030,USD,S.F.T.,13/01/2025,168,4.562,6 Ay,"1,103.000","1,123.000",6.6700
628 -15/01/2031,USD,S.F.T.,15/01/2025,170,2.975,6 Ay,940.000,960.000,6.7700
698 -26/06/2031,USD,S.F.T.,26/12/2024,150,2.937,6 Ay,935.000,955.000,6.8000
624 -17/07/2032,USD,S.F.T.,17/01/2025,172,3.562,6 Ay,992.000,"1,012.000",6.9600
617 -19/01/2033,USD,S.F.T.,19/01/2025,174,4.687,6 Ay,"1,131.000","1,151.000",7.0200
623 -20/09/2033,USD,S.F.T.,20/09/2024,53,3.250,6 Ay,974.000,994.000,6.9400
631 -14/02/2034,USD,S.F.T.,14/08/2024,16,4.000,6 Ay,"1,099.000","1,121.000",6.7800
660 -15/05/2034,USD,S.F.T.,15/11/2024,109,3.812,6 Ay,"1,036.000","1,056.000",7.0500
670 -17/03/2036,USD,S.F.T.,17/09/2024,50,3.437,6 Ay,982.000,"1,002.000",7.1700
663 -05/03/2038,USD,S.F.T.,05/09/2024,38,3.625,6 Ay,"1,019.000","1,041.000",7.1100
675 -30/05/2040,USD,S.F.T.,30/11/2024,124,3.375,6 Ay,929.000,953.000,7.3800
678 -14/01/2041,USD,S.F.T.,14/01/2025,169,3.000,6 Ay,845.000,865.000,7.4600
667 -16/04/2043,USD,S.F.T.,16/10/2024,79,2.437,6 Ay,726.000,746.000,7.5800
615 -17/02/2045,USD,S.F.T.,17/08/2024,19,3.312,6 Ay,900.000,920.000,7.7000
610 -11/05/2047,USD,S.F.T.,11/11/2024,105,2.875,6 Ay,784.000,804.000,7.7000
613 -31/03/2025,EUR,S.F.T.,31/03/2025,245,4.625,12 Ay,"1,008.000","1,027.000",2.7900
646 -14/06/2025,EUR,S.F.T.,14/06/2025,320,3.250,12 Ay,987.000,"1,005.000",3.1200
647 -16/02/2026,EUR,S.F.T.,16/02/2025,202,5.200,12 Ay,"1,024.000","1,045.000",3.7200
642 -08/07/2027,EUR,S.F.T.,08/07/2025,344,4.375,12 Ay,988.000,"1,009.000",4.1300
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,296,6.854,12 Ay,"1,018.000","1,039.000",5.5000
