Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/10/2025,152,3.187,6 Ay,"1,006.000","1,020.000",2.8100
691 -26/01/2026,USD,S.F.T.,26/07/2025,72,2.375,6 Ay,"1,006.000","1,021.000",3.7700
669 -14/04/2026,USD,S.F.T.,14/10/2025,152,2.125,6 Ay,988.000,"1,003.000",4.3200
680 -09/10/2026,USD,S.F.T.,09/10/2025,147,2.437,6 Ay,991.000,"1,006.000",4.7900
637 -25/03/2027,USD,S.F.T.,25/09/2025,133,3.000,6 Ay,"1,005.000","1,022.000",5.2200
611 -24/09/2027,USD,S.F.T.,24/09/2025,132,4.300,6 Ay,"1,061.000","1,078.000",5.5800
629 -15/01/2028,USD,S.F.T.,15/07/2025,61,4.937,6 Ay,"1,114.000","1,131.000",5.8400
638 -17/02/2028,USD,S.F.T.,17/08/2025,94,2.562,6 Ay,975.000,993.000,5.9000
654 -24/10/2028,USD,S.F.T.,24/10/2025,162,3.062,6 Ay,988.000,"1,006.000",6.0400
688 -14/03/2029,USD,S.F.T.,14/09/2025,122,4.687,6 Ay,"1,098.000","1,116.000",6.3800
645 -26/04/2029,USD,S.F.T.,26/10/2025,164,3.812,6 Ay,"1,027.000","1,046.000",6.4000
630 -15/01/2030,USD,S.F.T.,15/07/2025,61,5.937,6 Ay,"1,243.000","1,269.000",6.1400
668 -13/03/2030,USD,S.F.T.,13/09/2025,121,2.625,6 Ay,937.000,957.000,6.5200
695 -13/07/2030,USD,S.F.T.,13/07/2025,59,4.562,6 Ay,"1,118.000","1,138.000",6.6400
628 -15/01/2031,USD,S.F.T.,15/07/2025,61,2.975,6 Ay,959.000,979.000,6.8300
698 -26/06/2031,USD,S.F.T.,26/06/2025,42,2.937,6 Ay,952.000,972.000,6.9000
662 -12/02/2032,USD,S.F.T.,12/08/2025,89,3.562,6 Ay,"1,000.000","1,020.000",7.0900
624 -17/07/2032,USD,S.F.T.,17/07/2025,63,3.562,6 Ay,"1,002.000","1,024.000",7.1100
617 -19/01/2033,USD,S.F.T.,19/07/2025,65,4.687,6 Ay,"1,133.000","1,155.000",7.2300
623 -20/09/2033,USD,S.F.T.,20/09/2025,128,3.250,6 Ay,943.000,965.000,7.2200
631 -14/02/2034,USD,S.F.T.,14/08/2025,91,4.000,6 Ay,"1,056.000","1,080.000",7.0700
660 -15/05/2034,USD,S.F.T.,15/05/2025,184,3.812,6 Ay,"1,002.000","1,024.000",7.2600
644 -03/01/2035,USD,S.F.T.,03/07/2025,49,3.250,6 Ay,943.000,965.000,7.3600
670 -17/03/2036,USD,S.F.T.,17/09/2025,125,3.437,6 Ay,949.000,971.000,7.4200
663 -05/03/2038,USD,S.F.T.,05/09/2025,113,3.625,6 Ay,990.000,"1,014.000",7.2500
675 -30/05/2040,USD,S.F.T.,30/05/2025,15,3.375,6 Ay,915.000,941.000,7.7700
678 -14/01/2041,USD,S.F.T.,14/07/2025,60,3.000,6 Ay,821.000,845.000,7.9800
667 -16/04/2043,USD,S.F.T.,16/10/2025,154,2.437,6 Ay,681.000,705.000,8.0500
615 -17/02/2045,USD,S.F.T.,17/08/2025,94,3.312,6 Ay,833.000,857.000,8.2700
610 -11/05/2047,USD,S.F.T.,11/11/2025,180,2.875,6 Ay,723.000,747.000,8.2700
646 -14/06/2025,EUR,S.F.T.,14/06/2025,30,3.250,12 Ay,"1,026.200","1,032.200",0.3500
647 -16/02/2026,EUR,S.F.T.,16/02/2026,277,5.200,12 Ay,"1,024.000","1,042.000",1.2600
642 -08/07/2027,EUR,S.F.T.,08/07/2025,54,4.375,12 Ay,"1,052.000","1,072.000",2.6900
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,6,6.854,12 Ay,"1,101.000","1,121.000",4.6600
