Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,4,3.175,6 Ay,"1,025.700","1,031.700",0.4400
612 -14/11/2024,USD,S.F.T.,14/11/2024,100,2.800,6 Ay,"1,007.000","1,017.000",3.9700
622 -05/02/2025,USD,S.F.T.,05/02/2025,183,3.687,6 Ay,"1,003.000","1,013.000",4.7400
616 -13/03/2025,USD,S.F.T.,13/09/2024,38,2.125,6 Ay,"1,002.000","1,014.000",4.7300
659 -14/10/2025,USD,S.F.T.,14/10/2024,69,3.187,6 Ay,"1,018.000","1,031.000",5.3800
691 -26/01/2026,USD,S.F.T.,26/01/2025,173,2.375,6 Ay,979.000,992.000,5.4200
669 -14/04/2026,USD,S.F.T.,14/10/2024,69,2.125,6 Ay,982.000,995.000,5.3900
680 -09/10/2026,USD,S.F.T.,09/10/2024,64,2.437,6 Ay,987.000,"1,001.000",5.6100
637 -25/03/2027,USD,S.F.T.,25/09/2024,50,3.000,6 Ay,"1,012.000","1,028.000",5.7400
611 -24/09/2027,USD,S.F.T.,24/09/2024,49,4.300,6 Ay,"1,092.000","1,108.000",5.8900
629 -15/01/2028,USD,S.F.T.,15/01/2025,162,4.937,6 Ay,"1,107.000","1,123.000",6.0500
638 -17/02/2028,USD,S.F.T.,17/08/2024,11,2.562,6 Ay,979.000,996.000,6.0200
654 -24/10/2028,USD,S.F.T.,24/10/2024,79,3.062,6 Ay,999.000,"1,016.000",6.1600
688 -14/03/2029,USD,S.F.T.,14/09/2024,39,4.687,6 Ay,"1,131.000","1,148.000",6.5400
645 -26/04/2029,USD,S.F.T.,26/10/2024,81,3.812,6 Ay,"1,046.000","1,063.000",6.5800
630 -15/01/2030,USD,S.F.T.,15/01/2025,162,5.937,6 Ay,"1,264.000","1,288.000",5.7800
668 -13/03/2030,USD,S.F.T.,13/09/2024,38,2.625,6 Ay,946.000,964.000,6.4700
695 -13/07/2030,USD,S.F.T.,13/01/2025,160,4.562,6 Ay,"1,103.000","1,121.000",6.7400
628 -15/01/2031,USD,S.F.T.,15/01/2025,162,2.975,6 Ay,939.000,957.000,6.8500
698 -26/06/2031,USD,S.F.T.,26/12/2024,142,2.937,6 Ay,935.000,953.000,6.8600
624 -17/07/2032,USD,S.F.T.,17/01/2025,164,3.562,6 Ay,990.000,"1,010.000",7.0200
617 -19/01/2033,USD,S.F.T.,19/01/2025,166,4.687,6 Ay,"1,129.000","1,149.000",7.0700
623 -20/09/2033,USD,S.F.T.,20/09/2024,45,3.250,6 Ay,971.000,991.000,7.0000
631 -14/02/2034,USD,S.F.T.,14/08/2024,8,4.000,6 Ay,"1,096.000","1,118.000",6.8500
660 -15/05/2034,USD,S.F.T.,15/11/2024,101,3.812,6 Ay,"1,032.000","1,052.000",7.1200
670 -17/03/2036,USD,S.F.T.,17/09/2024,42,3.437,6 Ay,978.000,998.000,7.2400
663 -05/03/2038,USD,S.F.T.,05/09/2024,30,3.625,6 Ay,"1,015.000","1,035.000",7.2000
675 -30/05/2040,USD,S.F.T.,30/11/2024,116,3.375,6 Ay,922.000,946.000,7.4700
678 -14/01/2041,USD,S.F.T.,14/01/2025,161,3.000,6 Ay,838.000,858.000,7.5600
667 -16/04/2043,USD,S.F.T.,16/10/2024,71,2.437,6 Ay,719.000,739.000,7.6800
615 -17/02/2045,USD,S.F.T.,17/08/2024,11,3.312,6 Ay,891.000,911.000,7.8100
610 -11/05/2047,USD,S.F.T.,11/11/2024,97,2.875,6 Ay,777.000,797.000,7.8000
613 -31/03/2025,EUR,S.F.T.,31/03/2025,237,4.625,12 Ay,"1,011.000","1,027.000",2.8900
646 -14/06/2025,EUR,S.F.T.,14/06/2025,312,3.250,12 Ay,989.000,"1,005.000",3.2000
647 -16/02/2026,EUR,S.F.T.,16/02/2025,194,5.200,12 Ay,"1,027.000","1,045.000",3.7800
642 -08/07/2027,EUR,S.F.T.,08/07/2025,336,4.375,12 Ay,989.000,"1,007.000",4.2400
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,288,6.854,12 Ay,"1,018.000","1,036.000",5.5800
