Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,82,3.175,6 Ay,"1,014.000","1,025.000",2.9600
612 -14/11/2024,USD,S.F.T.,14/11/2024,178,2.800,6 Ay,994.000,"1,007.000",4.3100
622 -05/02/2025,USD,S.F.T.,05/08/2024,77,3.687,6 Ay,"1,025.000","1,038.000",4.9600
616 -13/03/2025,USD,S.F.T.,13/09/2024,116,2.125,6 Ay,988.000,"1,004.000",4.7400
659 -14/10/2025,USD,S.F.T.,14/10/2024,147,3.187,6 Ay,"1,006.000","1,021.000",5.2700
691 -26/01/2026,USD,S.F.T.,26/07/2024,67,2.375,6 Ay,988.000,"1,003.000",5.5000
669 -14/04/2026,USD,S.F.T.,14/10/2024,147,2.125,6 Ay,965.000,982.000,5.5000
680 -09/10/2026,USD,S.F.T.,09/10/2024,142,2.437,6 Ay,970.000,987.000,5.7200
637 -25/03/2027,USD,S.F.T.,25/09/2024,128,3.000,6 Ay,993.000,"1,011.000",5.9300
611 -24/09/2027,USD,S.F.T.,24/09/2024,127,4.300,6 Ay,"1,069.000","1,087.000",6.1300
629 -15/01/2028,USD,S.F.T.,15/07/2024,56,4.937,6 Ay,"1,130.000","1,148.000",6.3300
638 -17/02/2028,USD,S.F.T.,17/08/2024,89,2.562,6 Ay,958.000,975.000,6.2800
654 -24/10/2028,USD,S.F.T.,24/10/2024,157,3.062,6 Ay,976.000,993.000,6.4200
688 -14/03/2029,USD,S.F.T.,14/09/2024,117,4.687,6 Ay,"1,101.000","1,120.000",6.8300
645 -26/04/2029,USD,S.F.T.,26/10/2024,159,3.812,6 Ay,"1,020.000","1,041.000",6.7600
630 -15/01/2030,USD,S.F.T.,15/07/2024,56,5.937,6 Ay,"1,285.000","1,309.000",6.1900
668 -13/03/2030,USD,S.F.T.,13/09/2024,116,2.625,6 Ay,916.000,936.000,6.8100
695 -13/07/2030,USD,S.F.T.,13/07/2024,54,4.562,6 Ay,"1,114.000","1,134.000",7.0500
628 -15/01/2031,USD,S.F.T.,15/07/2024,56,2.975,6 Ay,942.000,962.000,7.0700
698 -26/06/2031,USD,S.F.T.,26/06/2024,37,2.937,6 Ay,938.000,958.000,7.0600
617 -19/01/2033,USD,S.F.T.,19/07/2024,60,4.687,6 Ay,"1,142.000","1,162.000",7.3100
623 -20/09/2033,USD,S.F.T.,20/09/2024,123,3.250,6 Ay,943.000,963.000,7.2100
631 -14/02/2034,USD,S.F.T.,14/08/2024,86,4.000,6 Ay,"1,061.000","1,083.000",7.1100
660 -15/05/2034,USD,S.F.T.,15/11/2024,179,3.812,6 Ay,999.000,"1,019.000",7.3700
670 -17/03/2036,USD,S.F.T.,17/09/2024,120,3.437,6 Ay,950.000,970.000,7.4100
663 -05/03/2038,USD,S.F.T.,05/09/2024,108,3.625,6 Ay,979.000,"1,001.000",7.4100
675 -30/05/2040,USD,S.F.T.,30/05/2024,10,3.375,6 Ay,925.000,949.000,7.6600
678 -14/01/2041,USD,S.F.T.,14/07/2024,55,3.000,6 Ay,841.000,861.000,7.7200
667 -16/04/2043,USD,S.F.T.,16/10/2024,149,2.437,6 Ay,701.000,721.000,7.7600
615 -17/02/2045,USD,S.F.T.,17/08/2024,89,3.312,6 Ay,870.000,890.000,7.8800
610 -11/05/2047,USD,S.F.T.,11/11/2024,175,2.875,6 Ay,759.000,779.000,7.8600
613 -31/03/2025,EUR,S.F.T.,31/03/2025,315,4.625,12 Ay,"1,004.000","1,023.000",2.6300
646 -14/06/2025,EUR,S.F.T.,14/06/2024,25,3.250,12 Ay,"1,015.000","1,033.000",2.9800
647 -16/02/2026,EUR,S.F.T.,16/02/2025,272,5.200,12 Ay,"1,020.000","1,041.000",3.5300
642 -08/07/2027,EUR,S.F.T.,08/07/2024,49,4.375,12 Ay,"1,031.000","1,052.000",3.8800
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,366,6.854,12 Ay,"1,008.000","1,029.000",5.4900
