Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
669 -14/04/2026,USD,S.F.T.,14/04/2026,53,2.125,6 Ay,"1,014.300","1,018.300",1.9300
680 -09/10/2026,USD,S.F.T.,09/04/2026,48,2.437,6 Ay,"1,019.000","1,028.000",3.2300
637 -25/03/2027,USD,S.F.T.,25/03/2026,33,3.000,6 Ay,"1,035.000","1,049.000",3.6700
611 -24/09/2027,USD,S.F.T.,24/03/2026,32,4.300,6 Ay,"1,093.000","1,107.000",3.8900
629 -15/01/2028,USD,S.F.T.,15/07/2026,145,4.937,6 Ay,"1,096.000","1,110.000",4.3200
638 -17/02/2028,USD,S.F.T.,17/08/2026,178,2.562,6 Ay,999.000,"1,014.000",4.4100
654 -24/10/2028,USD,S.F.T.,24/04/2026,63,3.062,6 Ay,"1,041.000","1,056.000",4.6700
688 -14/03/2029,USD,S.F.T.,14/03/2026,22,4.687,6 Ay,"1,152.000","1,167.000",4.8900
645 -26/04/2029,USD,S.F.T.,26/04/2026,65,3.812,6 Ay,"1,087.000","1,103.000",4.9200
630 -15/01/2030,USD,S.F.T.,15/07/2026,145,5.937,6 Ay,"1,236.000","1,261.000",4.7900
668 -13/03/2030,USD,S.F.T.,13/03/2026,21,2.625,6 Ay,"1,003.000","1,023.000",5.2500
695 -13/07/2030,USD,S.F.T.,13/07/2026,143,4.562,6 Ay,"1,138.000","1,158.000",5.2900
628 -15/01/2031,USD,S.F.T.,15/07/2026,145,2.975,6 Ay,"1,002.000","1,022.000",5.5700
698 -26/06/2031,USD,S.F.T.,26/06/2026,126,2.937,6 Ay,"1,000.000","1,020.000",5.6300
662 -12/02/2032,USD,S.F.T.,12/08/2026,173,3.562,6 Ay,"1,046.000","1,066.000",5.8300
650 -29/05/2032,USD,S.F.T.,29/05/2026,98,3.625,6 Ay,"1,065.000","1,085.000",5.9200
624 -17/07/2032,USD,S.F.T.,17/07/2026,147,3.562,6 Ay,"1,046.000","1,068.000",5.9600
617 -19/01/2033,USD,S.F.T.,19/07/2026,149,4.687,6 Ay,"1,169.000","1,191.000",6.0900
692*** -14/03/2033,USD,S.F.T.,14/03/2026,22,1.050,6 Ay,991.000,"1,013.000",6.1800
623 -20/09/2033,USD,S.F.T.,20/03/2026,28,3.250,6 Ay,"1,025.000","1,047.000",6.1700
631 -14/02/2034,USD,S.F.T.,14/08/2026,175,4.000,6 Ay,"1,099.000","1,123.000",6.0600
660 -15/05/2034,USD,S.F.T.,15/05/2026,84,3.812,6 Ay,"1,089.000","1,111.000",6.2000
644 -03/01/2035,USD,S.F.T.,03/07/2026,133,3.250,6 Ay,"1,001.000","1,023.000",6.2800
612 -16/09/2035,USD,S.F.T.,16/03/2026,24,3.475,6 Ay,"1,044.000","1,066.000",6.4400
670 -17/03/2036,USD,S.F.T.,17/03/2026,25,3.437,6 Ay,"1,041.000","1,065.000",6.3900
636 -04/11/2036,USD,S.F.T.,04/05/2026,73,3.400,6 Ay,"1,019.000","1,041.000",6.5200
601 -14/01/2038,USD,S.F.T.,14/07/2026,144,3.437,6 Ay,"1,001.000","1,023.000",6.6800
663 -05/03/2038,USD,S.F.T.,05/03/2026,13,3.625,6 Ay,"1,083.000","1,108.000",6.3500
675 -30/05/2040,USD,S.F.T.,30/05/2026,99,3.375,6 Ay,986.000,"1,014.000",6.7600
678 -14/01/2041,USD,S.F.T.,14/07/2026,144,3.000,6 Ay,896.000,922.000,6.9100
667 -16/04/2043,USD,S.F.T.,16/04/2026,55,2.437,6 Ay,774.000,798.000,7.1000
615 -17/02/2045,USD,S.F.T.,17/08/2026,178,3.312,6 Ay,916.000,940.000,7.2200
610 -11/05/2047,USD,S.F.T.,11/05/2026,80,2.875,6 Ay,828.000,852.000,7.2800
642 -08/07/2027,EUR,S.F.T.,08/07/2026,138,4.375,12 Ay,"1,053.000","1,065.000",1.5800
682 -21/05/2030,EUR,S.F.T.,21/05/2026,90,5.875,12 Ay,"1,120.000","1,135.000",3.5300
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,178,5.641,12 Ay,"1,072.000","1,087.000",4.0400
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,383,5.545,12 Ay,"1,010.000","1,027.000",4.7600
