Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
616 -13/03/2025,USD,S.F.T.,13/03/2025,13,2.125,6 Ay,"1,015.200","1,021.200",0.1400
659 -14/10/2025,USD,S.F.T.,14/04/2025,45,3.187,6 Ay,"1,027.000","1,040.000",3.7200
691 -26/01/2026,USD,S.F.T.,26/07/2025,148,2.375,6 Ay,993.000,"1,006.000",4.5400
669 -14/04/2026,USD,S.F.T.,14/04/2025,45,2.125,6 Ay,998.000,"1,011.000",4.6900
680 -09/10/2026,USD,S.F.T.,09/04/2025,40,2.437,6 Ay,"1,003.000","1,016.000",5.0600
637 -25/03/2027,USD,S.F.T.,25/03/2025,25,3.000,6 Ay,"1,025.000","1,040.000",5.2500
611 -24/09/2027,USD,S.F.T.,24/03/2025,24,4.300,6 Ay,"1,100.000","1,115.000",5.3000
629 -15/01/2028,USD,S.F.T.,15/07/2025,137,4.937,6 Ay,"1,108.000","1,123.000",5.6300
638 -17/02/2028,USD,S.F.T.,17/08/2025,170,2.562,6 Ay,967.000,983.000,5.8100
654 -24/10/2028,USD,S.F.T.,24/04/2025,55,3.062,6 Ay,"1,014.000","1,030.000",5.8500
688 -14/03/2029,USD,S.F.T.,14/03/2025,14,4.687,6 Ay,"1,140.000","1,156.000",6.1700
645 -26/04/2029,USD,S.F.T.,26/04/2025,57,3.812,6 Ay,"1,060.000","1,077.000",6.2100
630 -15/01/2030,USD,S.F.T.,15/07/2025,137,5.937,6 Ay,"1,246.000","1,270.000",5.7800
668 -13/03/2030,USD,S.F.T.,13/03/2025,13,2.625,6 Ay,960.000,978.000,6.3300
695 -13/07/2030,USD,S.F.T.,13/07/2025,135,4.562,6 Ay,"1,116.000","1,134.000",6.3900
628 -15/01/2031,USD,S.F.T.,15/07/2025,137,2.975,6 Ay,957.000,975.000,6.6200
698 -26/06/2031,USD,S.F.T.,26/06/2025,118,2.937,6 Ay,952.000,970.000,6.6600
662 -12/02/2032,USD,S.F.T.,12/08/2025,165,3.562,6 Ay,992.000,"1,010.000",7.0000
624 -17/07/2032,USD,S.F.T.,17/07/2025,139,3.562,6 Ay,996.000,"1,016.000",6.9800
617 -19/01/2033,USD,S.F.T.,19/07/2025,141,4.687,6 Ay,"1,134.000","1,154.000",6.9700
623 -20/09/2033,USD,S.F.T.,20/03/2025,20,3.250,6 Ay,980.000,"1,000.000",6.9500
631 -14/02/2034,USD,S.F.T.,14/08/2025,167,4.000,6 Ay,"1,064.000","1,086.000",6.7500
660 -15/05/2034,USD,S.F.T.,15/05/2025,76,3.812,6 Ay,"1,042.000","1,062.000",7.0200
644 -03/01/2035,USD,S.F.T.,03/07/2025,125,3.250,6 Ay,949.000,969.000,7.0800
670 -17/03/2036,USD,S.F.T.,17/03/2025,17,3.437,6 Ay,995.000,"1,015.000",7.0800
663 -05/03/2038,USD,S.F.T.,05/03/2025,5,3.625,6 Ay,"1,052.000","1,074.000",6.7900
675 -30/05/2040,USD,S.F.T.,30/05/2025,91,3.375,6 Ay,942.000,966.000,7.3000
678 -14/01/2041,USD,S.F.T.,14/07/2025,136,3.000,6 Ay,842.000,862.000,7.5900
667 -16/04/2043,USD,S.F.T.,16/04/2025,47,2.437,6 Ay,730.000,750.000,7.6200
615 -17/02/2045,USD,S.F.T.,17/08/2025,170,3.312,6 Ay,866.000,886.000,7.7800
610 -11/05/2047,USD,S.F.T.,11/05/2025,72,2.875,6 Ay,788.000,808.000,7.7300
613 -31/03/2025,EUR,S.F.T.,31/03/2025,31,4.625,12 Ay,"1,042.100","1,046.100",0.1700
646 -14/06/2025,EUR,S.F.T.,14/06/2025,106,3.250,12 Ay,"1,017.000","1,029.000",1.1700
647 -16/02/2026,EUR,S.F.T.,16/02/2026,353,5.200,12 Ay,"1,013.000","1,031.000",2.1100
642 -08/07/2027,EUR,S.F.T.,08/07/2025,130,4.375,12 Ay,"1,039.000","1,057.000",3.0800
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,82,6.854,12 Ay,"1,096.000","1,114.000",4.5800
