
659 -14/10/2025,USD,S.F.T.,14/10/2025,180,3.187,6 Ay,"1,002.000","1,016.000",3.1800
691 -26/01/2026,USD,S.F.T.,26/07/2025,100,2.375,6 Ay,"1,000.000","1,015.000",4.1700
669 -14/04/2026,USD,S.F.T.,14/10/2025,180,2.125,6 Ay,982.000,997.000,4.6000
680 -09/10/2026,USD,S.F.T.,09/10/2025,175,2.437,6 Ay,984.000,999.000,5.0200
637 -25/03/2027,USD,S.F.T.,25/09/2025,161,3.000,6 Ay,997.000,"1,014.000",5.4300
611 -24/09/2027,USD,S.F.T.,24/09/2025,160,4.300,6 Ay,"1,053.000","1,070.000",5.7200
629 -15/01/2028,USD,S.F.T.,15/07/2025,89,4.937,6 Ay,"1,104.000","1,121.000",6.0300
638 -17/02/2028,USD,S.F.T.,17/08/2025,122,2.562,6 Ay,969.000,987.000,5.9600
654 -24/10/2028,USD,S.F.T.,24/04/2025,7,3.062,6 Ay,"1,010.000","1,028.000",6.1700
688 -14/03/2029,USD,S.F.T.,14/09/2025,150,4.687,6 Ay,"1,086.000","1,104.000",6.5600
645 -26/04/2029,USD,S.F.T.,26/04/2025,9,3.812,6 Ay,"1,053.000","1,072.000",6.6000
630 -15/01/2030,USD,S.F.T.,15/07/2025,89,5.937,6 Ay,"1,228.000","1,254.000",6.3400
668 -13/03/2030,USD,S.F.T.,13/09/2025,149,2.625,6 Ay,925.000,945.000,6.7000
695 -13/07/2030,USD,S.F.T.,13/07/2025,87,4.562,6 Ay,"1,102.000","1,122.000",6.8600
628 -15/01/2031,USD,S.F.T.,15/07/2025,89,2.975,6 Ay,945.000,965.000,7.0200
698 -26/06/2031,USD,S.F.T.,26/06/2025,70,2.937,6 Ay,939.000,959.000,7.0700
662 -12/02/2032,USD,S.F.T.,12/08/2025,117,3.562,6 Ay,983.000,"1,003.000",7.3100
624 -17/07/2032,USD,S.F.T.,17/07/2025,91,3.562,6 Ay,986.000,"1,008.000",7.3000
617 -19/01/2033,USD,S.F.T.,19/07/2025,93,4.687,6 Ay,"1,117.000","1,139.000",7.3800
623 -20/09/2033,USD,S.F.T.,20/09/2025,156,3.250,6 Ay,928.000,950.000,7.3900
631 -14/02/2034,USD,S.F.T.,14/08/2025,119,4.000,6 Ay,"1,041.000","1,065.000",7.2100
660 -15/05/2034,USD,S.F.T.,15/05/2025,28,3.812,6 Ay,"1,022.000","1,044.000",7.4400
644 -03/01/2035,USD,S.F.T.,03/07/2025,77,3.250,6 Ay,928.000,950.000,7.5100
670 -17/03/2036,USD,S.F.T.,17/09/2025,153,3.437,6 Ay,936.000,958.000,7.5200
663 -05/03/2038,USD,S.F.T.,05/09/2025,141,3.625,6 Ay,981.000,"1,005.000",7.2900
675 -30/05/2040,USD,S.F.T.,30/05/2025,43,3.375,6 Ay,907.000,933.000,7.8000
678 -14/01/2041,USD,S.F.T.,14/07/2025,88,3.000,6 Ay,811.000,835.000,8.0400
667 -16/04/2043,USD,S.F.T.,16/10/2025,182,2.437,6 Ay,672.000,696.000,8.1200
615 -17/02/2045,USD,S.F.T.,17/08/2025,122,3.312,6 Ay,825.000,849.000,8.3000
610 -11/05/2047,USD,S.F.T.,11/05/2025,24,2.875,6 Ay,746.000,770.000,8.2800
646 -14/06/2025,EUR,S.F.T.,14/06/2025,58,3.250,12 Ay,"1,025.000","1,031.000",0.9200
647 -16/02/2026,EUR,S.F.T.,16/02/2026,305,5.200,12 Ay,"1,019.000","1,037.000",1.7300
642 -08/07/2027,EUR,S.F.T.,08/07/2025,82,4.375,12 Ay,"1,044.000","1,062.000",3.0500
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,34,6.854,12 Ay,"1,087.000","1,105.000",4.9200
