Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,72,2.437,6 Ay,"1,015.000","1,018.000",3.2200
637 -25/03/2027,USD,S.F.T.,25/09/2026,58,3.000,6 Ay,"1,026.000","1,031.000",4.3700
611 -24/09/2027,USD,S.F.T.,24/09/2026,57,4.300,6 Ay,"1,059.000","1,070.000",4.9600
629 -15/01/2028,USD,S.F.T.,15/01/2027,170,4.937,6 Ay,"1,056.000","1,068.000",5.2500
638 -17/02/2028,USD,S.F.T.,17/08/2026,19,2.562,6 Ay,"1,003.000","1,018.000",5.4700
654 -24/10/2028,USD,S.F.T.,24/10/2026,87,3.062,6 Ay,"1,011.000","1,026.000",5.6500
688 -14/03/2029,USD,S.F.T.,14/09/2026,47,4.687,6 Ay,"1,106.000","1,121.000",5.8000
645 -26/04/2029,USD,S.F.T.,26/10/2026,89,3.812,6 Ay,"1,049.000","1,065.000",5.8100
630 -15/01/2030,USD,S.F.T.,15/01/2027,170,5.937,6 Ay,"1,169.000","1,190.000",5.8800
668 -13/03/2030,USD,S.F.T.,13/09/2026,46,2.625,6 Ay,970.000,990.000,6.1800
695 -13/07/2030,USD,S.F.T.,13/01/2027,168,4.562,6 Ay,"1,083.000","1,103.000",6.2600
628 -15/01/2031,USD,S.F.T.,15/01/2027,170,2.975,6 Ay,966.000,986.000,6.3800
685*** -22/05/2031,USD,S.F.T.,22/11/2026,116,3.718,6 Ay,992.000,"1,012.000",6.5000
698 -26/06/2031,USD,S.F.T.,26/12/2026,150,2.937,6 Ay,964.000,984.000,6.3900
662 -12/02/2032,USD,S.F.T.,12/08/2026,14,3.562,6 Ay,"1,034.000","1,054.000",6.6700
650 -29/05/2032,USD,S.F.T.,29/11/2026,123,3.625,6 Ay,"1,015.000","1,036.000",6.7400
624 -17/07/2032,USD,S.F.T.,17/01/2027,172,3.562,6 Ay,"1,001.000","1,023.000",6.7000
617 -19/01/2033,USD,S.F.T.,19/01/2027,174,4.687,6 Ay,"1,113.000","1,136.000",6.7900
692 -14/03/2033,USD,S.F.T.,14/09/2026,47,3.150,6 Ay,978.000,"1,000.000",6.7500
623 -20/09/2033,USD,S.F.T.,20/09/2026,53,3.250,6 Ay,984.000,"1,007.000",6.7900
631 -14/02/2034,USD,S.F.T.,14/08/2026,16,4.000,6 Ay,"1,088.000","1,112.000",6.7100
660 -15/05/2034,USD,S.F.T.,15/11/2026,109,3.812,6 Ay,"1,039.000","1,061.000",6.8600
644 -03/01/2035,USD,S.F.T.,03/01/2027,158,3.250,6 Ay,956.000,978.000,6.9200
612 -16/09/2035,USD,S.F.T.,16/09/2026,49,3.475,6 Ay,"1,000.000","1,022.000",7.0000
670 -17/03/2036,USD,S.F.T.,17/09/2026,50,3.437,6 Ay,990.000,"1,015.000",7.0200
636 -04/11/2036,USD,S.F.T.,04/11/2026,98,3.400,6 Ay,973.000,997.000,7.0600
601 -14/01/2038,USD,S.F.T.,14/01/2027,169,3.437,6 Ay,954.000,978.000,7.2000
663 -05/03/2038,USD,S.F.T.,05/09/2026,38,3.625,6 Ay,"1,029.000","1,054.000",6.9300
675 -30/05/2040,USD,S.F.T.,30/11/2026,124,3.375,6 Ay,945.000,970.000,7.2200
678 -14/01/2041,USD,S.F.T.,14/01/2027,169,3.000,6 Ay,852.000,877.000,7.4300
667 -16/04/2043,USD,S.F.T.,16/10/2026,79,2.437,6 Ay,735.000,760.000,7.5800
615 -17/02/2045,USD,S.F.T.,17/08/2026,19,3.312,6 Ay,902.000,927.000,7.6700
610 -11/05/2047,USD,S.F.T.,11/11/2026,105,2.875,6 Ay,784.000,809.000,7.7300
642 -08/07/2027,EUR,S.F.T.,08/07/2027,344,4.375,12 Ay,"1,009.000","1,021.000",2.3600
682 -21/05/2030,EUR,S.F.T.,21/05/2027,296,5.875,12 Ay,"1,054.000","1,069.000",4.1900
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,19,5.641,12 Ay,"1,066.000","1,081.000",4.5800
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,224,5.545,12 Ay,"1,007.000","1,024.000",5.1400
