Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,99,2.437,6 Ay,"1,012.000","1,015.000",3.4300
637 -25/03/2027,USD,S.F.T.,25/09/2026,85,3.000,6 Ay,"1,023.000","1,028.000",4.3300
611 -24/09/2027,USD,S.F.T.,24/09/2026,84,4.300,6 Ay,"1,057.000","1,068.000",4.8100
629 -15/01/2028,USD,S.F.T.,15/07/2026,13,4.937,6 Ay,"1,103.000","1,115.000",5.1300
638 -17/02/2028,USD,S.F.T.,17/08/2026,46,2.562,6 Ay,"1,002.000","1,017.000",5.2700
654 -24/10/2028,USD,S.F.T.,24/10/2026,114,3.062,6 Ay,"1,012.000","1,027.000",5.4000
688 -14/03/2029,USD,S.F.T.,14/09/2026,74,4.687,6 Ay,"1,106.000","1,121.000",5.6100
645 -26/04/2029,USD,S.F.T.,26/10/2026,116,3.812,6 Ay,"1,050.000","1,066.000",5.6000
630 -15/01/2030,USD,S.F.T.,15/07/2026,13,5.937,6 Ay,"1,230.000","1,251.000",5.6800
668 -13/03/2030,USD,S.F.T.,13/09/2026,73,2.625,6 Ay,974.000,994.000,5.9200
695 -13/07/2030,USD,S.F.T.,13/07/2026,11,4.562,6 Ay,"1,131.000","1,151.000",6.0600
628 -15/01/2031,USD,S.F.T.,15/07/2026,13,2.975,6 Ay,"1,001.000","1,021.000",6.1200
685*** -22/05/2031,USD,S.F.T.,22/11/2026,143,3.718,6 Ay,998.000,"1,018.000",6.2400
698 -26/06/2031,USD,S.F.T.,26/12/2026,177,2.937,6 Ay,969.000,989.000,6.1600
662 -12/02/2032,USD,S.F.T.,12/08/2026,41,3.562,6 Ay,"1,042.000","1,062.000",6.3900
650 -29/05/2032,USD,S.F.T.,29/11/2026,150,3.625,6 Ay,"1,023.000","1,044.000",6.4800
624 -17/07/2032,USD,S.F.T.,17/07/2026,15,3.562,6 Ay,"1,046.000","1,068.000",6.4100
617 -19/01/2033,USD,S.F.T.,19/07/2026,17,4.687,6 Ay,"1,167.000","1,190.000",6.5600
692 -14/03/2033,USD,S.F.T.,14/09/2026,74,3.150,6 Ay,983.000,"1,005.000",6.5600
623 -20/09/2033,USD,S.F.T.,20/09/2026,80,3.250,6 Ay,993.000,"1,016.000",6.5400
631 -14/02/2034,USD,S.F.T.,14/08/2026,43,4.000,6 Ay,"1,096.000","1,120.000",6.4900
660 -15/05/2034,USD,S.F.T.,15/11/2026,136,3.812,6 Ay,"1,048.000","1,070.000",6.6300
644 -03/01/2035,USD,S.F.T.,03/07/2026,1,3.250,6 Ay,997.000,"1,019.000",6.7100
612 -16/09/2035,USD,S.F.T.,16/09/2026,76,3.475,6 Ay,"1,011.000","1,033.000",6.7600
670 -17/03/2036,USD,S.F.T.,17/09/2026,77,3.437,6 Ay,"1,000.000","1,025.000",6.8000
636 -04/11/2036,USD,S.F.T.,04/11/2026,125,3.400,6 Ay,985.000,"1,009.000",6.8200
601 -14/01/2038,USD,S.F.T.,14/07/2026,12,3.437,6 Ay,"1,000.000","1,024.000",6.9800
663 -05/03/2038,USD,S.F.T.,05/09/2026,65,3.625,6 Ay,"1,041.000","1,066.000",6.7200
675 -30/05/2040,USD,S.F.T.,30/11/2026,151,3.375,6 Ay,959.000,984.000,7.0000
678 -14/01/2041,USD,S.F.T.,14/07/2026,12,3.000,6 Ay,899.000,924.000,7.1600
667 -16/04/2043,USD,S.F.T.,16/10/2026,106,2.437,6 Ay,756.000,781.000,7.2600
615 -17/02/2045,USD,S.F.T.,17/08/2026,46,3.312,6 Ay,921.000,946.000,7.4100
610 -11/05/2047,USD,S.F.T.,11/11/2026,132,2.875,6 Ay,805.000,830.000,7.4400
642 -08/07/2027,EUR,S.F.T.,08/07/2026,6,4.375,12 Ay,"1,053.000","1,065.000",2.1700
682 -21/05/2030,EUR,S.F.T.,21/05/2027,323,5.875,12 Ay,"1,058.000","1,073.000",4.0000
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,46,5.641,12 Ay,"1,071.000","1,086.000",4.3900
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,251,5.545,12 Ay,"1,010.000","1,027.000",5.0300
