Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,77,2.375,6 Ay,"1,011.000","1,019.000",2.2100
669 -14/04/2026,USD,S.F.T.,14/04/2026,155,2.125,6 Ay,"1,000.000","1,010.000",2.6000
680 -09/10/2026,USD,S.F.T.,09/04/2026,150,2.437,6 Ay,"1,004.000","1,017.000",3.4400
637 -25/03/2027,USD,S.F.T.,25/03/2026,135,3.000,6 Ay,"1,020.000","1,035.000",3.9200
611 -24/09/2027,USD,S.F.T.,24/03/2026,134,4.300,6 Ay,"1,074.000","1,089.000",4.2200
629 -15/01/2028,USD,S.F.T.,15/01/2026,66,4.937,6 Ay,"1,125.000","1,140.000",4.5900
638 -17/02/2028,USD,S.F.T.,17/02/2026,99,2.562,6 Ay,"1,006.000","1,023.000",4.6000
654 -24/10/2028,USD,S.F.T.,24/04/2026,165,3.062,6 Ay,"1,019.000","1,036.000",4.9000
688 -14/03/2029,USD,S.F.T.,14/03/2026,124,4.687,6 Ay,"1,128.000","1,145.000",5.0800
645 -26/04/2029,USD,S.F.T.,26/04/2026,167,3.812,6 Ay,"1,063.000","1,081.000",5.1300
630 -15/01/2030,USD,S.F.T.,15/01/2026,66,5.937,6 Ay,"1,277.000","1,305.000",4.7500
668 -13/03/2030,USD,S.F.T.,13/03/2026,123,2.625,6 Ay,984.000,"1,004.000",5.3600
695 -13/07/2030,USD,S.F.T.,13/01/2026,64,4.562,6 Ay,"1,156.000","1,176.000",5.5300
628 -15/01/2031,USD,S.F.T.,15/01/2026,66,2.975,6 Ay,"1,009.000","1,029.000",5.7200
698 -26/06/2031,USD,S.F.T.,26/12/2025,46,2.937,6 Ay,"1,004.000","1,024.000",5.8300
662 -12/02/2032,USD,S.F.T.,12/02/2026,94,3.562,6 Ay,"1,047.000","1,067.000",6.1600
650 -29/05/2032,USD,S.F.T.,29/11/2025,19,3.625,6 Ay,"1,069.000","1,089.000",6.1900
624 -17/07/2032,USD,S.F.T.,17/01/2026,68,3.562,6 Ay,"1,050.000","1,072.000",6.2000
617 -19/01/2033,USD,S.F.T.,19/01/2026,70,4.687,6 Ay,"1,182.000","1,204.000",6.3100
623 -20/09/2033,USD,S.F.T.,20/03/2026,130,3.250,6 Ay,"1,000.000","1,022.000",6.2900
631 -14/02/2034,USD,S.F.T.,14/02/2026,96,4.000,6 Ay,"1,108.000","1,132.000",6.2300
660 -15/05/2034,USD,S.F.T.,15/11/2025,5,3.812,6 Ay,"1,093.000","1,115.000",6.4200
644 -03/01/2035,USD,S.F.T.,03/01/2026,54,3.250,6 Ay,999.000,"1,021.000",6.5300
612 -16/09/2035,USD,S.F.T.,16/03/2026,126,3.475,6 Ay,"1,011.000","1,033.000",6.6300
670 -17/03/2036,USD,S.F.T.,17/03/2026,127,3.437,6 Ay,"1,010.000","1,034.000",6.5500
636 -04/11/2036,USD,S.F.T.,04/05/2026,175,3.400,6 Ay,981.000,"1,003.000",6.7800
663 -05/03/2038,USD,S.F.T.,05/03/2026,115,3.625,6 Ay,"1,068.000","1,093.000",6.3100
675 -30/05/2040,USD,S.F.T.,30/11/2025,20,3.375,6 Ay,996.000,"1,022.000",6.8400
678 -14/01/2041,USD,S.F.T.,14/01/2026,65,3.000,6 Ay,898.000,924.000,7.0300
667 -16/04/2043,USD,S.F.T.,16/04/2026,157,2.437,6 Ay,751.000,775.000,7.1900
615 -17/02/2045,USD,S.F.T.,17/02/2026,99,3.312,6 Ay,922.000,946.000,7.3000
610 -11/05/2047,USD,S.F.T.,11/11/2025,1,2.875,6 Ay,829.000,853.000,7.3900
647 -16/02/2026,EUR,S.F.T.,16/02/2026,98,5.200,12 Ay,"1,040.000","1,050.000",0.7100
642 -08/07/2027,EUR,S.F.T.,08/07/2026,240,4.375,12 Ay,"1,035.000","1,055.000",1.8900
682 -21/05/2030,EUR,S.F.T.,21/05/2026,192,5.875,12 Ay,"1,087.000","1,107.000",3.9300
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,280,5.641,12 Ay,"1,031.000","1,051.000",4.5000
