Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
673 -22/03/2024,USD,S.F.T.,22/03/2024,3,2.875,6 Ay,"1,020.700","1,028.700",0.5800
671 -10/08/2024,USD,S.F.T.,10/08/2024,144,3.175,6 Ay,"1,003.000","1,016.000",3.9600
612 -14/11/2024,USD,S.F.T.,14/05/2024,56,2.800,6 Ay,"1,012.000","1,027.000",4.4000
622 -05/02/2025,USD,S.F.T.,05/08/2024,139,3.687,6 Ay,"1,012.000","1,027.000",5.2400
616 -13/03/2025,USD,S.F.T.,13/09/2024,178,2.125,6 Ay,974.000,990.000,5.3800
659 -14/10/2025,USD,S.F.T.,14/04/2024,26,3.187,6 Ay,"1,019.000","1,035.000",5.8600
691 -26/01/2026,USD,S.F.T.,26/07/2024,129,2.375,6 Ay,968.000,985.000,6.0200
669 -14/04/2026,USD,S.F.T.,14/04/2024,26,2.125,6 Ay,967.000,984.000,6.0400
680 -09/10/2026,USD,S.F.T.,09/04/2024,21,2.437,6 Ay,974.000,992.000,6.1500
637 -25/03/2027,USD,S.F.T.,25/03/2024,6,3.000,6 Ay,998.000,"1,016.000",6.4800
611 -24/09/2027,USD,S.F.T.,24/03/2024,5,4.300,6 Ay,"1,082.000","1,101.000",6.6800
629 -15/01/2028,USD,S.F.T.,15/07/2024,118,4.937,6 Ay,"1,097.000","1,116.000",6.9000
638 -17/02/2028,USD,S.F.T.,17/08/2024,151,2.562,6 Ay,930.000,949.000,6.7600
654 -24/10/2028,USD,S.F.T.,24/04/2024,36,3.062,6 Ay,978.000,997.000,6.8300
688 -14/03/2029,USD,S.F.T.,14/09/2024,179,4.687,6 Ay,"1,067.000","1,086.000",7.3200
645 -26/04/2029,USD,S.F.T.,26/04/2024,38,3.812,6 Ay,"1,026.000","1,047.000",7.2200
630 -15/01/2030,USD,S.F.T.,15/07/2024,118,5.937,6 Ay,"1,237.000","1,262.000",6.7900
668 -13/03/2030,USD,S.F.T.,13/09/2024,178,2.625,6 Ay,879.000,901.000,7.3400
695 -13/07/2030,USD,S.F.T.,13/07/2024,116,4.562,6 Ay,"1,072.000","1,094.000",7.5600
628 -15/01/2031,USD,S.F.T.,15/07/2024,118,2.975,6 Ay,907.000,929.000,7.5000
698 -26/06/2031,USD,S.F.T.,26/06/2024,99,2.937,6 Ay,903.000,925.000,7.4700
617 -19/01/2033,USD,S.F.T.,19/07/2024,122,4.687,6 Ay,"1,099.000","1,121.000",7.7100
623 -20/09/2033,USD,S.F.T.,20/03/2024,1,3.250,6 Ay,940.000,962.000,7.5500
631 -14/02/2034,USD,S.F.T.,14/08/2024,148,4.000,6 Ay,"1,019.000","1,043.000",7.4900
660*** -15/05/2034,USD,S.F.T.,15/05/2024,57,1.906,6 Ay,979.000,"1,001.000",7.7100
670 -17/03/2036,USD,S.F.T.,17/09/2024,182,3.437,6 Ay,910.000,932.000,7.7600
663 -05/03/2038,USD,S.F.T.,05/09/2024,170,3.625,6 Ay,932.000,954.000,7.8300
675 -30/05/2040,USD,S.F.T.,30/05/2024,72,3.375,6 Ay,881.000,905.000,8.0300
678 -14/01/2041,USD,S.F.T.,14/07/2024,117,3.000,6 Ay,803.000,825.000,8.0300
667 -16/04/2043,USD,S.F.T.,16/04/2024,28,2.437,6 Ay,690.000,712.000,8.0700
615 -17/02/2045,USD,S.F.T.,17/08/2024,151,3.312,6 Ay,831.000,853.000,8.1600
610 -11/05/2047,USD,S.F.T.,11/05/2024,53,2.875,6 Ay,747.000,769.000,8.1900
613 -31/03/2025,EUR,S.F.T.,31/03/2024,12,4.625,12 Ay,"1,042.000","1,061.000",3.0000
646 -14/06/2025,EUR,S.F.T.,14/06/2024,87,3.250,12 Ay,"1,008.000","1,026.000",3.1400
647 -16/02/2026,EUR,S.F.T.,16/02/2025,334,5.200,12 Ay,"1,009.000","1,030.000",3.7900
642 -08/07/2027,EUR,S.F.T.,08/07/2024,111,4.375,12 Ay,"1,012.000","1,033.000",4.2900
