Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
669 -14/04/2026,USD,S.F.T.,14/04/2026,7,2.125,6 Ay,"1,020.100","1,021.100",0.7600
680 -09/10/2026,USD,S.F.T.,09/04/2026,2,2.437,6 Ay,"1,021.000","1,031.000",3.4900
637 -25/03/2027,USD,S.F.T.,25/09/2026,171,3.000,6 Ay,"1,004.000","1,018.000",4.2900
611 -24/09/2027,USD,S.F.T.,24/09/2026,170,4.300,6 Ay,"1,042.000","1,056.000",4.8100
629 -15/01/2028,USD,S.F.T.,15/07/2026,99,4.937,6 Ay,"1,088.000","1,102.000",5.1200
638 -17/02/2028,USD,S.F.T.,17/08/2026,132,2.562,6 Ay,991.000,"1,006.000",5.1900
654 -24/10/2028,USD,S.F.T.,24/04/2026,17,3.062,6 Ay,"1,029.000","1,044.000",5.4300
688 -14/03/2029,USD,S.F.T.,14/09/2026,160,4.687,6 Ay,"1,086.000","1,101.000",5.8100
645 -26/04/2029,USD,S.F.T.,26/04/2026,19,3.812,6 Ay,"1,069.000","1,085.000",5.7800
630 -15/01/2030,USD,S.F.T.,15/07/2026,99,5.937,6 Ay,"1,209.000","1,234.000",5.6900
668 -13/03/2030,USD,S.F.T.,13/09/2026,159,2.625,6 Ay,957.000,977.000,6.0200
695 -13/07/2030,USD,S.F.T.,13/07/2026,97,4.562,6 Ay,"1,113.000","1,134.000",6.0800
628 -15/01/2031,USD,S.F.T.,15/07/2026,99,2.975,6 Ay,979.000,999.000,6.3100
698 -26/06/2031,USD,S.F.T.,26/06/2026,80,2.937,6 Ay,974.000,994.000,6.3900
662 -12/02/2032,USD,S.F.T.,12/08/2026,127,3.562,6 Ay,"1,013.000","1,033.000",6.6600
650 -29/05/2032,USD,S.F.T.,29/05/2026,52,3.625,6 Ay,"1,030.000","1,051.000",6.7400
624 -17/07/2032,USD,S.F.T.,17/07/2026,101,3.562,6 Ay,"1,010.000","1,032.000",6.8000
617 -19/01/2033,USD,S.F.T.,19/07/2026,103,4.687,6 Ay,"1,130.000","1,153.000",6.8900
692 -14/03/2033,USD,S.F.T.,14/09/2026,160,3.150,6 Ay,952.000,974.000,6.8500
623 -20/09/2033,USD,S.F.T.,20/09/2026,166,3.250,6 Ay,955.000,978.000,6.9400
631 -14/02/2034,USD,S.F.T.,14/08/2026,129,4.000,6 Ay,"1,059.000","1,083.000",6.8100
660 -15/05/2034,USD,S.F.T.,15/05/2026,38,3.812,6 Ay,"1,047.000","1,069.000",6.9900
644 -03/01/2035,USD,S.F.T.,03/07/2026,87,3.250,6 Ay,959.000,981.000,7.0600
612 -16/09/2035,USD,S.F.T.,16/09/2026,162,3.475,6 Ay,966.000,988.000,7.1900
670 -17/03/2036,USD,S.F.T.,17/09/2026,163,3.437,6 Ay,962.000,987.000,7.1100
636 -04/11/2036,USD,S.F.T.,04/05/2026,27,3.400,6 Ay,974.000,998.000,7.2200
601 -14/01/2038,USD,S.F.T.,14/07/2026,98,3.437,6 Ay,951.000,975.000,7.4000
663 -05/03/2038,USD,S.F.T.,05/09/2026,151,3.625,6 Ay,995.000,"1,020.000",7.0800
675 -30/05/2040,USD,S.F.T.,30/05/2026,53,3.375,6 Ay,935.000,960.000,7.4900
678 -14/01/2041,USD,S.F.T.,14/07/2026,98,3.000,6 Ay,845.000,872.000,7.6100
667 -16/04/2043,USD,S.F.T.,16/04/2026,9,2.437,6 Ay,729.000,754.000,7.7500
615 -17/02/2045,USD,S.F.T.,17/08/2026,132,3.312,6 Ay,861.000,886.000,7.8900
610 -11/05/2047,USD,S.F.T.,11/05/2026,34,2.875,6 Ay,776.000,801.000,7.9400
642 -08/07/2027,EUR,S.F.T.,08/07/2026,92,4.375,12 Ay,"1,045.000","1,057.000",2.3800
682 -21/05/2030,EUR,S.F.T.,21/05/2026,44,5.875,12 Ay,"1,094.000","1,109.000",4.3200
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,132,5.641,12 Ay,"1,037.000","1,052.000",4.8800
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,337,5.545,12 Ay,974.000,991.000,5.4200
