Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/04/2025,10,3.187,6 Ay,"1,031.000","1,045.000",3.5000
691 -26/01/2026,USD,S.F.T.,26/07/2025,113,2.375,6 Ay,998.000,"1,013.000",4.2300
669 -14/04/2026,USD,S.F.T.,14/04/2025,10,2.125,6 Ay,"1,002.000","1,017.000",4.5600
680 -09/10/2026,USD,S.F.T.,09/04/2025,5,2.437,6 Ay,"1,007.000","1,022.000",4.9900
637 -25/03/2027,USD,S.F.T.,25/09/2025,174,3.000,6 Ay,997.000,"1,014.000",5.3200
611 -24/09/2027,USD,S.F.T.,24/09/2025,173,4.300,6 Ay,"1,055.000","1,072.000",5.5500
629 -15/01/2028,USD,S.F.T.,15/07/2025,102,4.937,6 Ay,"1,105.000","1,122.000",5.9000
638 -17/02/2028,USD,S.F.T.,17/08/2025,135,2.562,6 Ay,970.000,988.000,5.8400
654 -24/10/2028,USD,S.F.T.,24/04/2025,20,3.062,6 Ay,"1,013.000","1,031.000",6.0000
688 -14/03/2029,USD,S.F.T.,14/09/2025,163,4.687,6 Ay,"1,092.000","1,110.000",6.3300
645 -26/04/2029,USD,S.F.T.,26/04/2025,22,3.812,6 Ay,"1,059.000","1,078.000",6.3600
630 -15/01/2030,USD,S.F.T.,15/07/2025,102,5.937,6 Ay,"1,237.000","1,263.000",6.0800
668 -13/03/2030,USD,S.F.T.,13/09/2025,162,2.625,6 Ay,930.000,950.000,6.5200
695 -13/07/2030,USD,S.F.T.,13/07/2025,100,4.562,6 Ay,"1,107.000","1,127.000",6.6900
628 -15/01/2031,USD,S.F.T.,15/07/2025,102,2.975,6 Ay,951.000,971.000,6.8400
698 -26/06/2031,USD,S.F.T.,26/06/2025,83,2.937,6 Ay,945.000,965.000,6.8900
662 -12/02/2032,USD,S.F.T.,12/08/2025,130,3.562,6 Ay,992.000,"1,012.000",7.0900
624 -17/07/2032,USD,S.F.T.,17/07/2025,104,3.562,6 Ay,993.000,"1,015.000",7.1300
617 -19/01/2033,USD,S.F.T.,19/07/2025,106,4.687,6 Ay,"1,126.000","1,148.000",7.1900
623 -20/09/2033,USD,S.F.T.,20/09/2025,169,3.250,6 Ay,939.000,961.000,7.1600
631 -14/02/2034,USD,S.F.T.,14/08/2025,132,4.000,6 Ay,"1,055.000","1,079.000",6.9600
660 -15/05/2034,USD,S.F.T.,15/05/2025,41,3.812,6 Ay,"1,037.000","1,059.000",7.1800
644 -03/01/2035,USD,S.F.T.,03/07/2025,90,3.250,6 Ay,942.000,964.000,7.2600
670 -17/03/2036,USD,S.F.T.,17/09/2025,166,3.437,6 Ay,949.000,971.000,7.3100
663 -05/03/2038,USD,S.F.T.,05/09/2025,154,3.625,6 Ay,999.000,"1,023.000",7.0400
675 -30/05/2040,USD,S.F.T.,30/05/2025,56,3.375,6 Ay,924.000,950.000,7.5700
678 -14/01/2041,USD,S.F.T.,14/07/2025,101,3.000,6 Ay,830.000,854.000,7.7700
667 -16/04/2043,USD,S.F.T.,16/04/2025,12,2.437,6 Ay,716.000,740.000,7.8300
615 -17/02/2045,USD,S.F.T.,17/08/2025,135,3.312,6 Ay,846.000,870.000,8.0300
610 -11/05/2047,USD,S.F.T.,11/05/2025,37,2.875,6 Ay,768.000,792.000,7.9900
646 -14/06/2025,EUR,S.F.T.,14/06/2025,71,3.250,12 Ay,"1,024.000","1,030.000",1.2500
647 -16/02/2026,EUR,S.F.T.,16/02/2026,318,5.200,12 Ay,"1,013.000","1,031.000",2.3400
642 -08/07/2027,EUR,S.F.T.,08/07/2025,95,4.375,12 Ay,"1,038.000","1,056.000",3.2700
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,47,6.854,12 Ay,"1,081.000","1,099.000",5.0100
