Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,87,2.375,6 Ay,"1,009.000","1,017.000",2.7200
669 -14/04/2026,USD,S.F.T.,14/04/2026,165,2.125,6 Ay,998.000,"1,008.000",2.8600
680 -09/10/2026,USD,S.F.T.,09/04/2026,160,2.437,6 Ay,"1,003.000","1,016.000",3.4400
637 -25/03/2027,USD,S.F.T.,25/03/2026,145,3.000,6 Ay,"1,020.000","1,035.000",3.8400
611 -24/09/2027,USD,S.F.T.,24/03/2026,144,4.300,6 Ay,"1,074.000","1,089.000",4.1500
629 -15/01/2028,USD,S.F.T.,15/01/2026,76,4.937,6 Ay,"1,124.000","1,139.000",4.5600
638 -17/02/2028,USD,S.F.T.,17/02/2026,109,2.562,6 Ay,"1,006.000","1,023.000",4.5400
654 -24/10/2028,USD,S.F.T.,24/04/2026,175,3.062,6 Ay,"1,019.000","1,036.000",4.8500
688 -14/03/2029,USD,S.F.T.,14/03/2026,134,4.687,6 Ay,"1,127.000","1,144.000",5.0600
645 -26/04/2029,USD,S.F.T.,26/04/2026,177,3.812,6 Ay,"1,063.000","1,081.000",5.0900
630 -15/01/2030,USD,S.F.T.,15/01/2026,76,5.937,6 Ay,"1,275.000","1,303.000",4.7500
668 -13/03/2030,USD,S.F.T.,13/03/2026,133,2.625,6 Ay,985.000,"1,005.000",5.3000
695 -13/07/2030,USD,S.F.T.,13/01/2026,74,4.562,6 Ay,"1,156.000","1,176.000",5.4800
628 -15/01/2031,USD,S.F.T.,15/01/2026,76,2.975,6 Ay,"1,009.000","1,029.000",5.6900
698 -26/06/2031,USD,S.F.T.,26/12/2025,56,2.937,6 Ay,"1,005.000","1,025.000",5.7700
662 -12/02/2032,USD,S.F.T.,12/02/2026,104,3.562,6 Ay,"1,050.000","1,070.000",6.0600
650 -29/05/2032,USD,S.F.T.,29/11/2025,29,3.625,6 Ay,"1,072.000","1,092.000",6.1000
624 -17/07/2032,USD,S.F.T.,17/01/2026,78,3.562,6 Ay,"1,052.000","1,074.000",6.1400
617 -19/01/2033,USD,S.F.T.,19/01/2026,80,4.687,6 Ay,"1,183.000","1,205.000",6.2600
623 -20/09/2033,USD,S.F.T.,20/03/2026,140,3.250,6 Ay,"1,001.000","1,023.000",6.2400
631 -14/02/2034,USD,S.F.T.,14/02/2026,106,4.000,6 Ay,"1,110.000","1,134.000",6.1700
660 -15/05/2034,USD,S.F.T.,15/11/2025,15,3.812,6 Ay,"1,096.000","1,118.000",6.3500
644 -03/01/2035,USD,S.F.T.,03/01/2026,64,3.250,6 Ay,"1,003.000","1,025.000",6.4400
612 -16/09/2035,USD,S.F.T.,16/03/2026,136,3.475,6 Ay,"1,014.000","1,036.000",6.5700
670 -17/03/2036,USD,S.F.T.,17/03/2026,137,3.437,6 Ay,"1,013.000","1,037.000",6.4900
663 -05/03/2038,USD,S.F.T.,05/03/2026,125,3.625,6 Ay,"1,070.000","1,095.000",6.2600
675 -30/05/2040,USD,S.F.T.,30/11/2025,30,3.375,6 Ay,996.000,"1,022.000",6.8200
678 -14/01/2041,USD,S.F.T.,14/01/2026,75,3.000,6 Ay,897.000,923.000,7.0200
667 -16/04/2043,USD,S.F.T.,16/04/2026,167,2.437,6 Ay,752.000,776.000,7.1600
615 -17/02/2045,USD,S.F.T.,17/02/2026,109,3.312,6 Ay,919.000,943.000,7.3100
610 -11/05/2047,USD,S.F.T.,11/11/2025,11,2.875,6 Ay,830.000,854.000,7.3600
647 -16/02/2026,EUR,S.F.T.,16/02/2026,108,5.200,12 Ay,"1,040.000","1,050.000",0.6400
642 -08/07/2027,EUR,S.F.T.,08/07/2026,250,4.375,12 Ay,"1,034.000","1,054.000",1.9200
682 -21/05/2030,EUR,S.F.T.,21/05/2026,202,5.875,12 Ay,"1,085.000","1,105.000",3.9400
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,290,5.641,12 Ay,"1,030.000","1,050.000",4.5000
