Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,67,2.375,6 Ay,"1,012.000","1,020.000",2.0100
669 -14/04/2026,USD,S.F.T.,14/04/2026,145,2.125,6 Ay,"1,001.000","1,011.000",2.5300
680 -09/10/2026,USD,S.F.T.,09/04/2026,140,2.437,6 Ay,"1,006.000","1,019.000",3.3200
637 -25/03/2027,USD,S.F.T.,25/03/2026,125,3.000,6 Ay,"1,024.000","1,039.000",3.7000
611 -24/09/2027,USD,S.F.T.,24/03/2026,124,4.300,6 Ay,"1,078.000","1,093.000",4.0700
629 -15/01/2028,USD,S.F.T.,15/01/2026,56,4.937,6 Ay,"1,129.000","1,144.000",4.4700
638 -17/02/2028,USD,S.F.T.,17/02/2026,89,2.562,6 Ay,"1,009.000","1,026.000",4.5200
654 -24/10/2028,USD,S.F.T.,24/04/2026,155,3.062,6 Ay,"1,023.000","1,040.000",4.8100
688 -14/03/2029,USD,S.F.T.,14/03/2026,114,4.687,6 Ay,"1,132.000","1,149.000",5.0100
645 -26/04/2029,USD,S.F.T.,26/04/2026,157,3.812,6 Ay,"1,067.000","1,085.000",5.0600
630 -15/01/2030,USD,S.F.T.,15/01/2026,56,5.937,6 Ay,"1,281.000","1,309.000",4.7000
668 -13/03/2030,USD,S.F.T.,13/03/2026,113,2.625,6 Ay,989.000,"1,009.000",5.2700
695 -13/07/2030,USD,S.F.T.,13/01/2026,54,4.562,6 Ay,"1,162.000","1,182.000",5.4300
628 -15/01/2031,USD,S.F.T.,15/01/2026,56,2.975,6 Ay,"1,014.000","1,034.000",5.6500
698 -26/06/2031,USD,S.F.T.,26/12/2025,36,2.937,6 Ay,"1,009.000","1,029.000",5.7600
662 -12/02/2032,USD,S.F.T.,12/02/2026,84,3.562,6 Ay,"1,055.000","1,075.000",6.0400
650 -29/05/2032,USD,S.F.T.,29/11/2025,9,3.625,6 Ay,"1,076.000","1,096.000",6.0900
624 -17/07/2032,USD,S.F.T.,17/01/2026,58,3.562,6 Ay,"1,058.000","1,080.000",6.0900
617 -19/01/2033,USD,S.F.T.,19/01/2026,60,4.687,6 Ay,"1,188.000","1,210.000",6.2400
623 -20/09/2033,USD,S.F.T.,20/03/2026,120,3.250,6 Ay,"1,007.000","1,029.000",6.2000
631 -14/02/2034,USD,S.F.T.,14/02/2026,86,4.000,6 Ay,"1,113.000","1,137.000",6.1800
660 -15/05/2034,USD,S.F.T.,15/05/2026,176,3.812,6 Ay,"1,061.000","1,083.000",6.3600
644 -03/01/2035,USD,S.F.T.,03/01/2026,44,3.250,6 Ay,"1,006.000","1,028.000",6.4500
612 -16/09/2035,USD,S.F.T.,16/03/2026,116,3.475,6 Ay,"1,017.000","1,039.000",6.5800
670 -17/03/2036,USD,S.F.T.,17/03/2026,117,3.437,6 Ay,"1,016.000","1,040.000",6.5000
636 -04/11/2036,USD,S.F.T.,04/05/2026,165,3.400,6 Ay,988.000,"1,010.000",6.7100
663 -05/03/2038,USD,S.F.T.,05/03/2026,105,3.625,6 Ay,"1,073.000","1,098.000",6.2700
675 -30/05/2040,USD,S.F.T.,30/11/2025,10,3.375,6 Ay,"1,002.000","1,028.000",6.7900
678 -14/01/2041,USD,S.F.T.,14/01/2026,55,3.000,6 Ay,906.000,932.000,6.9600
667 -16/04/2043,USD,S.F.T.,16/04/2026,147,2.437,6 Ay,757.000,781.000,7.1400
615 -17/02/2045,USD,S.F.T.,17/02/2026,89,3.312,6 Ay,929.000,953.000,7.2500
610 -11/05/2047,USD,S.F.T.,11/05/2026,172,2.875,6 Ay,804.000,828.000,7.3700
647 -16/02/2026,EUR,S.F.T.,16/02/2026,88,5.200,12 Ay,"1,041.000","1,051.000",0.3900
642 -08/07/2027,EUR,S.F.T.,08/07/2026,230,4.375,12 Ay,"1,035.000","1,055.000",1.9300
682 -21/05/2030,EUR,S.F.T.,21/05/2026,182,5.875,12 Ay,"1,091.000","1,111.000",3.8600
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,270,5.641,12 Ay,"1,036.000","1,056.000",4.4300
