Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,110,3.625,6 Ay,"1,016.000","1,030.000",1.9700
673 -22/03/2024,USD,S.F.T.,22/09/2023,18,2.875,6 Ay,"1,017.000","1,033.000",4.4200
671 -10/08/2024,USD,S.F.T.,10/02/2024,159,3.175,6 Ay,998.000,"1,014.000",5.2600
612 -14/11/2024,USD,S.F.T.,14/11/2023,71,2.800,6 Ay,998.000,"1,014.000",5.8700
622 -05/02/2025,USD,S.F.T.,05/02/2024,154,3.687,6 Ay,"1,006.000","1,022.000",6.1700
616 -13/03/2025,USD,S.F.T.,13/09/2023,9,2.125,6 Ay,974.000,991.000,6.2900
659 -14/10/2025,USD,S.F.T.,14/10/2023,40,3.187,6 Ay,999.000,"1,016.000",6.8200
691 -26/01/2026,USD,S.F.T.,26/01/2024,144,2.375,6 Ay,938.000,955.000,7.0600
669 -14/04/2026,USD,S.F.T.,14/10/2023,40,2.125,6 Ay,936.000,953.000,6.9500
680 -09/10/2026,USD,S.F.T.,09/10/2023,35,2.437,6 Ay,938.000,956.000,7.2000
637 -25/03/2027,USD,S.F.T.,25/09/2023,21,3.000,6 Ay,965.000,984.000,7.3800
611 -24/09/2027,USD,S.F.T.,24/09/2023,20,4.300,6 Ay,"1,055.000","1,074.000",7.5600
629 -15/01/2028,USD,S.F.T.,15/01/2024,133,4.937,6 Ay,"1,064.000","1,084.000",7.9200
638 -17/02/2028,USD,S.F.T.,17/02/2024,166,2.562,6 Ay,892.000,912.000,7.5500
654 -24/10/2028,USD,S.F.T.,24/10/2023,50,3.062,6 Ay,936.000,956.000,7.7100
688 -14/03/2029,USD,S.F.T.,14/09/2023,10,4.687,6 Ay,"1,074.000","1,094.000",8.2400
645 -26/04/2029,USD,S.F.T.,26/10/2023,52,3.812,6 Ay,992.000,"1,014.000",7.9100
630 -15/01/2030,USD,S.F.T.,15/01/2024,133,5.937,6 Ay,"1,189.000","1,215.000",7.8400
668 -13/03/2030,USD,S.F.T.,13/09/2023,9,2.625,6 Ay,866.000,888.000,7.9800
695 -13/07/2030,USD,S.F.T.,13/01/2024,131,4.562,6 Ay,"1,023.000","1,045.000",8.4900
628 -15/01/2031,USD,S.F.T.,15/01/2024,133,2.975,6 Ay,866.000,890.000,8.1100
698 -26/06/2031,USD,S.F.T.,26/12/2023,113,2.937,6 Ay,860.000,884.000,8.1000
617 -19/01/2033,USD,S.F.T.,19/01/2024,137,4.687,6 Ay,"1,044.000","1,068.000",8.4900
623 -20/09/2033,USD,S.F.T.,20/09/2023,16,3.250,6 Ay,903.000,927.000,8.0100
631 -14/02/2034,USD,S.F.T.,14/02/2024,163,4.000,6 Ay,981.000,"1,007.000",7.9600
670 -17/03/2036,USD,S.F.T.,17/09/2023,13,3.437,6 Ay,897.000,921.000,8.3200
663 -05/03/2038,USD,S.F.T.,05/09/2023,1,3.625,6 Ay,929.000,953.000,8.2400
675 -30/05/2040,USD,S.F.T.,30/11/2023,87,3.375,6 Ay,841.000,867.000,8.4500
678 -14/01/2041,USD,S.F.T.,14/01/2024,132,3.000,6 Ay,772.000,798.000,8.3100
667 -16/04/2043,USD,S.F.T.,16/10/2023,42,2.437,6 Ay,670.000,694.000,8.2400
615 -17/02/2045,USD,S.F.T.,17/02/2024,166,3.312,6 Ay,799.000,823.000,8.4600
610 -11/05/2047,USD,S.F.T.,11/11/2023,68,2.875,6 Ay,716.000,740.000,8.4900
613 -31/03/2025,EUR,S.F.T.,31/03/2024,209,4.625,12 Ay,"1,008.000","1,042.000",3.1500
646 -14/06/2025,EUR,S.F.T.,14/06/2024,284,3.250,12 Ay,970.000,"1,010.000",3.0900
647 -16/02/2026,EUR,S.F.T.,16/02/2024,165,5.200,12 Ay,"1,014.000","1,039.000",4.7200
642 -08/07/2027,EUR,S.F.T.,08/07/2024,308,4.375,12 Ay,945.000,970.000,5.4600
