Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,158,2.437,6 Ay,998.500,"1,008.500",3.6600
637 -25/03/2027,USD,S.F.T.,25/09/2026,144,3.000,6 Ay,"1,008.000","1,022.000",4.2000
611 -24/09/2027,USD,S.F.T.,24/09/2026,143,4.300,6 Ay,"1,049.000","1,063.000",4.5800
629 -15/01/2028,USD,S.F.T.,15/07/2026,72,4.937,6 Ay,"1,094.000","1,108.000",5.0100
638 -17/02/2028,USD,S.F.T.,17/08/2026,105,2.562,6 Ay,997.000,"1,012.000",5.0600
654 -24/10/2028,USD,S.F.T.,24/10/2026,173,3.062,6 Ay,"1,006.000","1,021.000",5.2800
688 -14/03/2029,USD,S.F.T.,14/09/2026,133,4.687,6 Ay,"1,098.000","1,113.000",5.5400
645 -26/04/2029,USD,S.F.T.,26/10/2026,175,3.812,6 Ay,"1,042.000","1,058.000",5.5500
630 -15/01/2030,USD,S.F.T.,15/07/2026,72,5.937,6 Ay,"1,216.000","1,241.000",5.6500
668 -13/03/2030,USD,S.F.T.,13/09/2026,132,2.625,6 Ay,965.000,985.000,5.9100
695 -13/07/2030,USD,S.F.T.,13/07/2026,70,4.562,6 Ay,"1,124.000","1,145.000",5.9300
628 -15/01/2031,USD,S.F.T.,15/07/2026,72,2.975,6 Ay,993.000,"1,013.000",6.0700
685*** -22/05/2031,USD,S.F.T.,22/11/2026,202,3.718,6 Ay,984.000,"1,004.000",6.3300
698 -26/06/2031,USD,S.F.T.,26/06/2026,53,2.937,6 Ay,984.000,"1,004.000",6.2600
662 -12/02/2032,USD,S.F.T.,12/08/2026,100,3.562,6 Ay,"1,030.000","1,050.000",6.4100
650 -29/05/2032,USD,S.F.T.,29/05/2026,25,3.625,6 Ay,"1,045.000","1,066.000",6.5400
624 -17/07/2032,USD,S.F.T.,17/07/2026,74,3.562,6 Ay,"1,029.000","1,051.000",6.5300
617 -19/01/2033,USD,S.F.T.,19/07/2026,76,4.687,6 Ay,"1,152.000","1,175.000",6.6100
692 -14/03/2033,USD,S.F.T.,14/09/2026,133,3.150,6 Ay,968.000,990.000,6.6400
623 -20/09/2033,USD,S.F.T.,20/09/2026,139,3.250,6 Ay,973.000,996.000,6.7100
631 -14/02/2034,USD,S.F.T.,14/08/2026,102,4.000,6 Ay,"1,078.000","1,102.000",6.6000
660 -15/05/2034,USD,S.F.T.,15/05/2026,11,3.812,6 Ay,"1,069.000","1,091.000",6.7200
644 -03/01/2035,USD,S.F.T.,03/07/2026,60,3.250,6 Ay,979.000,"1,001.000",6.8200
612 -16/09/2035,USD,S.F.T.,16/09/2026,135,3.475,6 Ay,988.000,"1,010.000",6.9400
670 -17/03/2036,USD,S.F.T.,17/09/2026,136,3.437,6 Ay,977.000,"1,002.000",6.9700
636 -04/11/2036,USD,S.F.T.,04/05/2026,184,3.400,6 Ay,961.000,985.000,7.0000
601 -14/01/2038,USD,S.F.T.,14/07/2026,71,3.437,6 Ay,969.000,993.000,7.2300
663 -05/03/2038,USD,S.F.T.,05/09/2026,124,3.625,6 Ay,"1,012.000","1,037.000",6.9300
675 -30/05/2040,USD,S.F.T.,30/05/2026,26,3.375,6 Ay,958.000,983.000,7.2800
678 -14/01/2041,USD,S.F.T.,14/07/2026,71,3.000,6 Ay,868.000,895.000,7.3900
667 -16/04/2043,USD,S.F.T.,16/10/2026,165,2.437,6 Ay,717.000,742.000,7.6400
615 -17/02/2045,USD,S.F.T.,17/08/2026,105,3.312,6 Ay,881.000,906.000,7.7200
610 -11/05/2047,USD,S.F.T.,11/05/2026,7,2.875,6 Ay,793.000,818.000,7.7900
642 -08/07/2027,EUR,S.F.T.,08/07/2026,65,4.375,12 Ay,"1,045.000","1,057.000",2.5300
682 -21/05/2030,EUR,S.F.T.,21/05/2026,17,5.875,12 Ay,"1,102.000","1,117.000",4.2000
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,105,5.641,12 Ay,"1,048.000","1,063.000",4.7200
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,310,5.545,12 Ay,986.000,"1,003.000",5.2900
