Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,7,2.375,6 Ay,"1,022.500","1,023.500",1.2600
669 -14/04/2026,USD,S.F.T.,14/04/2026,85,2.125,6 Ay,"1,012.000","1,016.000",2.1900
680 -09/10/2026,USD,S.F.T.,09/04/2026,80,2.437,6 Ay,"1,017.000","1,026.000",3.1100
637 -25/03/2027,USD,S.F.T.,25/03/2026,65,3.000,6 Ay,"1,032.000","1,046.000",3.6400
611 -24/09/2027,USD,S.F.T.,24/03/2026,64,4.300,6 Ay,"1,087.000","1,101.000",4.0300
629 -15/01/2028,USD,S.F.T.,15/07/2026,177,4.937,6 Ay,"1,090.000","1,104.000",4.4100
638 -17/02/2028,USD,S.F.T.,17/02/2026,29,2.562,6 Ay,"1,020.000","1,035.000",4.4400
654 -24/10/2028,USD,S.F.T.,24/04/2026,95,3.062,6 Ay,"1,037.000","1,052.000",4.6600
688 -14/03/2029,USD,S.F.T.,14/03/2026,54,4.687,6 Ay,"1,144.000","1,159.000",4.9900
645 -26/04/2029,USD,S.F.T.,26/04/2026,97,3.812,6 Ay,"1,079.000","1,095.000",5.0200
630 -15/01/2030,USD,S.F.T.,15/07/2026,177,5.937,6 Ay,"1,231.000","1,256.000",4.7900
668 -13/03/2030,USD,S.F.T.,13/03/2026,53,2.625,6 Ay,998.000,"1,018.000",5.2600
695 -13/07/2030,USD,S.F.T.,13/07/2026,175,4.562,6 Ay,"1,127.000","1,147.000",5.4300
628 -15/01/2031,USD,S.F.T.,15/07/2026,177,2.975,6 Ay,994.000,"1,014.000",5.6400
698 -26/06/2031,USD,S.F.T.,26/06/2026,158,2.937,6 Ay,989.000,"1,009.000",5.7600
662 -12/02/2032,USD,S.F.T.,12/02/2026,24,3.562,6 Ay,"1,068.000","1,088.000",5.9900
650 -29/05/2032,USD,S.F.T.,29/05/2026,130,3.625,6 Ay,"1,053.000","1,073.000",6.0400
624 -17/07/2032,USD,S.F.T.,17/07/2026,179,3.562,6 Ay,"1,070.000","1,092.000",5.4300
617 -19/01/2033,USD,S.F.T.,19/01/2026,181,4.687,6 Ay,"1,202.000","1,224.000",5.4800
692*** -14/03/2033,USD,S.F.T.,14/03/2026,54,1.050,6 Ay,983.000,"1,005.000",6.2300
623 -20/09/2033,USD,S.F.T.,20/03/2026,60,3.250,6 Ay,"1,019.000","1,041.000",6.1700
631 -14/02/2034,USD,S.F.T.,14/02/2026,26,4.000,6 Ay,"1,131.000","1,155.000",6.0900
660 -15/05/2034,USD,S.F.T.,15/05/2026,116,3.812,6 Ay,"1,075.000","1,097.000",6.3200
644 -03/01/2035,USD,S.F.T.,03/07/2026,165,3.250,6 Ay,991.000,"1,013.000",6.3500
612 -16/09/2035,USD,S.F.T.,16/03/2026,56,3.475,6 Ay,"1,034.000","1,056.000",6.4900
670 -17/03/2036,USD,S.F.T.,17/03/2026,57,3.437,6 Ay,"1,031.000","1,055.000",6.4400
636 -04/11/2036,USD,S.F.T.,04/05/2026,105,3.400,6 Ay,"1,004.000","1,026.000",6.6400
601 -14/01/2038,USD,S.F.T.,14/07/2026,176,3.437,6 Ay,986.000,"1,008.000",6.7900
663 -05/03/2038,USD,S.F.T.,05/03/2026,45,3.625,6 Ay,"1,073.000","1,098.000",6.4000
675 -30/05/2040,USD,S.F.T.,30/05/2026,131,3.375,6 Ay,974.000,"1,002.000",6.8300
678 -14/01/2041,USD,S.F.T.,14/07/2026,176,3.000,6 Ay,880.000,906.000,7.0300
667 -16/04/2043,USD,S.F.T.,16/04/2026,87,2.437,6 Ay,763.000,787.000,7.1800
615 -17/02/2045,USD,S.F.T.,17/02/2026,29,3.312,6 Ay,938.000,962.000,7.2700
610 -11/05/2047,USD,S.F.T.,11/05/2026,112,2.875,6 Ay,814.000,838.000,7.3700
647 -16/02/2026,EUR,S.F.T.,16/02/2026,28,5.200,12 Ay,"1,049.600","1,051.600",0.5000
642 -08/07/2027,EUR,S.F.T.,08/07/2026,170,4.375,12 Ay,"1,045.000","1,060.000",1.8100
682 -21/05/2030,EUR,S.F.T.,21/05/2026,122,5.875,12 Ay,"1,108.000","1,124.000",3.7100
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,210,5.641,12 Ay,"1,057.000","1,073.000",4.2400
