Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/10/2025,118,3.187,6 Ay,"1,011.000","1,025.000",2.0800
691 -26/01/2026,USD,S.F.T.,26/07/2025,38,2.375,6 Ay,"1,010.000","1,025.000",3.6900
669 -14/04/2026,USD,S.F.T.,14/10/2025,118,2.125,6 Ay,994.000,"1,009.000",4.0600
680 -09/10/2026,USD,S.F.T.,09/10/2025,113,2.437,6 Ay,998.000,"1,013.000",4.5800
637 -25/03/2027,USD,S.F.T.,25/09/2025,99,3.000,6 Ay,"1,012.000","1,029.000",5.0900
611 -24/09/2027,USD,S.F.T.,24/09/2025,98,4.300,6 Ay,"1,071.000","1,088.000",5.3700
629 -15/01/2028,USD,S.F.T.,15/07/2025,27,4.937,6 Ay,"1,125.000","1,142.000",5.6400
638 -17/02/2028,USD,S.F.T.,17/08/2025,60,2.562,6 Ay,987.000,"1,005.000",5.6200
654 -24/10/2028,USD,S.F.T.,24/10/2025,128,3.062,6 Ay,999.000,"1,017.000",5.8600
688 -14/03/2029,USD,S.F.T.,14/09/2025,88,4.687,6 Ay,"1,113.000","1,131.000",6.1400
645 -26/04/2029,USD,S.F.T.,26/10/2025,130,3.812,6 Ay,"1,041.000","1,060.000",6.1700
630 -15/01/2030,USD,S.F.T.,15/07/2025,27,5.937,6 Ay,"1,261.000","1,287.000",5.9000
668 -13/03/2030,USD,S.F.T.,13/09/2025,87,2.625,6 Ay,947.000,967.000,6.4100
695 -13/07/2030,USD,S.F.T.,13/07/2025,25,4.562,6 Ay,"1,130.000","1,150.000",6.5200
628 -15/01/2031,USD,S.F.T.,15/07/2025,27,2.975,6 Ay,970.000,990.000,6.7200
698 -26/06/2031,USD,S.F.T.,26/06/2025,8,2.937,6 Ay,963.000,983.000,6.8000
662 -12/02/2032,USD,S.F.T.,12/08/2025,55,3.562,6 Ay,"1,008.000","1,028.000",7.0600
650 -29/05/2032,USD,S.F.T.,29/11/2025,164,3.625,6 Ay,986.000,"1,006.000",7.2100
624 -17/07/2032,USD,S.F.T.,17/07/2025,29,3.562,6 Ay,"1,010.000","1,032.000",7.0800
617 -19/01/2033,USD,S.F.T.,19/07/2025,31,4.687,6 Ay,"1,145.000","1,167.000",7.1500
623 -20/09/2033,USD,S.F.T.,20/09/2025,94,3.250,6 Ay,955.000,977.000,7.1300
631 -14/02/2034,USD,S.F.T.,14/08/2025,57,4.000,6 Ay,"1,069.000","1,093.000",6.9800
660 -15/05/2034,USD,S.F.T.,15/11/2025,150,3.812,6 Ay,"1,011.000","1,033.000",7.2200
644 -03/01/2035,USD,S.F.T.,03/07/2025,15,3.250,6 Ay,953.000,975.000,7.3100
670 -17/03/2036,USD,S.F.T.,17/09/2025,91,3.437,6 Ay,962.000,984.000,7.3300
663 -05/03/2038,USD,S.F.T.,05/09/2025,79,3.625,6 Ay,"1,004.000","1,028.000",7.1600
675 -30/05/2040,USD,S.F.T.,30/11/2025,165,3.375,6 Ay,893.000,919.000,7.7100
678 -14/01/2041,USD,S.F.T.,14/07/2025,26,3.000,6 Ay,829.000,853.000,7.9500
667 -16/04/2043,USD,S.F.T.,16/10/2025,120,2.437,6 Ay,692.000,716.000,7.9700
615 -17/02/2045,USD,S.F.T.,17/08/2025,60,3.312,6 Ay,847.000,871.000,8.1800
610 -11/05/2047,USD,S.F.T.,11/11/2025,146,2.875,6 Ay,733.000,757.000,8.2200
647 -16/02/2026,EUR,S.F.T.,16/02/2026,243,5.200,12 Ay,"1,027.000","1,045.000",1.0100
642 -08/07/2027,EUR,S.F.T.,08/07/2025,20,4.375,12 Ay,"1,060.000","1,080.000",2.4200
682 -21/05/2030,EUR,S.F.T.,21/05/2026,337,5.875,12 Ay,"1,054.000","1,074.000",4.2800
