Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,51,2.437,6 Ay,"1,017.000","1,020.000",3.0900
637 -25/03/2027,USD,S.F.T.,25/09/2026,37,3.000,6 Ay,"1,029.000","1,034.000",4.2900
611 -24/09/2027,USD,S.F.T.,24/09/2026,36,4.300,6 Ay,"1,062.000","1,073.000",4.9600
629 -15/01/2028,USD,S.F.T.,15/01/2027,149,4.937,6 Ay,"1,060.000","1,072.000",5.1900
638 -17/02/2028,USD,S.F.T.,17/02/2027,182,2.562,6 Ay,983.000,998.000,5.2900
654 -24/10/2028,USD,S.F.T.,24/10/2026,66,3.062,6 Ay,"1,017.000","1,032.000",5.5100
688 -14/03/2029,USD,S.F.T.,14/09/2026,26,4.687,6 Ay,"1,113.000","1,128.000",5.6600
645 -26/04/2029,USD,S.F.T.,26/10/2026,68,3.812,6 Ay,"1,056.000","1,072.000",5.6700
630 -15/01/2030,USD,S.F.T.,15/01/2027,149,5.937,6 Ay,"1,180.000","1,201.000",5.6600
668 -13/03/2030,USD,S.F.T.,13/09/2026,25,2.625,6 Ay,980.000,"1,000.000",5.9700
695 -13/07/2030,USD,S.F.T.,13/01/2027,147,4.562,6 Ay,"1,091.000","1,111.000",6.1400
628 -15/01/2031,USD,S.F.T.,15/01/2027,149,2.975,6 Ay,975.000,995.000,6.2300
685*** -22/05/2031,USD,S.F.T.,22/11/2026,95,3.718,6 Ay,"1,002.000","1,022.000",6.3400
698 -26/06/2031,USD,S.F.T.,26/12/2026,129,2.937,6 Ay,971.000,991.000,6.3000
662 -12/02/2032,USD,S.F.T.,12/02/2027,177,3.562,6 Ay,"1,011.000","1,031.000",6.4700
650 -29/05/2032,USD,S.F.T.,29/11/2026,102,3.625,6 Ay,"1,028.000","1,049.000",6.5500
624 -17/07/2032,USD,S.F.T.,17/01/2027,151,3.562,6 Ay,"1,012.000","1,034.000",6.5500
617 -19/01/2033,USD,S.F.T.,19/01/2027,153,4.687,6 Ay,"1,125.000","1,148.000",6.6500
692 -14/03/2033,USD,S.F.T.,14/09/2026,26,3.150,6 Ay,987.000,"1,009.000",6.6400
623 -20/09/2033,USD,S.F.T.,20/09/2026,32,3.250,6 Ay,996.000,"1,019.000",6.6400
631 -14/02/2034,USD,S.F.T.,14/02/2027,179,4.000,6 Ay,"1,061.000","1,085.000",6.5600
660 -15/05/2034,USD,S.F.T.,15/11/2026,88,3.812,6 Ay,"1,048.000","1,070.000",6.7800
644 -03/01/2035,USD,S.F.T.,03/01/2027,137,3.250,6 Ay,966.000,988.000,6.8200
612 -16/09/2035,USD,S.F.T.,16/09/2026,28,3.475,6 Ay,"1,010.000","1,032.000",6.9100
670 -17/03/2036,USD,S.F.T.,17/09/2026,29,3.437,6 Ay,"1,002.000","1,027.000",6.9000
636 -04/11/2036,USD,S.F.T.,04/11/2026,77,3.400,6 Ay,980.000,"1,004.000",7.0200
601 -14/01/2038,USD,S.F.T.,14/01/2027,148,3.437,6 Ay,966.000,990.000,7.0900
663 -05/03/2038,USD,S.F.T.,05/09/2026,17,3.625,6 Ay,"1,039.000","1,064.000",6.8600
675 -30/05/2040,USD,S.F.T.,30/11/2026,103,3.375,6 Ay,959.000,984.000,7.1000
678 -14/01/2041,USD,S.F.T.,14/01/2027,148,3.000,6 Ay,865.000,890.000,7.3100
667 -16/04/2043,USD,S.F.T.,16/10/2026,58,2.437,6 Ay,744.000,769.000,7.5000
615 -17/02/2045,USD,S.F.T.,17/02/2027,182,3.312,6 Ay,879.000,904.000,7.6000
610 -11/05/2047,USD,S.F.T.,11/11/2026,84,2.875,6 Ay,795.000,820.000,7.6400
642 -08/07/2027,EUR,S.F.T.,08/07/2027,323,4.375,12 Ay,"1,010.000","1,022.000",2.4000
682 -21/05/2030,EUR,S.F.T.,21/05/2027,275,5.875,12 Ay,"1,058.000","1,073.000",4.1500
607 -17/08/2031,EUR,S.F.T.,17/08/2027,363,5.200,12 Ay,"1,013.000","1,028.000",4.5700
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,203,5.545,12 Ay,"1,012.000","1,029.000",5.1100
