Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,13,2.375,6 Ay,"1,021.500","1,023.500",0.6800
669 -14/04/2026,USD,S.F.T.,14/04/2026,91,2.125,6 Ay,"1,010.000","1,016.000",2.0400
680 -09/10/2026,USD,S.F.T.,09/04/2026,86,2.437,6 Ay,"1,015.000","1,025.000",3.1700
637 -25/03/2027,USD,S.F.T.,25/03/2026,71,3.000,6 Ay,"1,030.000","1,045.000",3.6700
611 -24/09/2027,USD,S.F.T.,24/03/2026,70,4.300,6 Ay,"1,087.000","1,102.000",3.9200
629 -15/01/2028,USD,S.F.T.,15/01/2026,2,4.937,6 Ay,"1,139.000","1,154.000",4.3400
638 -17/02/2028,USD,S.F.T.,17/02/2026,35,2.562,6 Ay,"1,018.000","1,035.000",4.4000
654 -24/10/2028,USD,S.F.T.,24/04/2026,101,3.062,6 Ay,"1,034.000","1,051.000",4.6700
688 -14/03/2029,USD,S.F.T.,14/03/2026,60,4.687,6 Ay,"1,141.000","1,158.000",4.9900
645 -26/04/2029,USD,S.F.T.,26/04/2026,103,3.812,6 Ay,"1,077.000","1,095.000",4.9900
630 -15/01/2030,USD,S.F.T.,15/01/2026,2,5.937,6 Ay,"1,287.000","1,315.000",4.7700
668 -13/03/2030,USD,S.F.T.,13/03/2026,59,2.625,6 Ay,995.000,"1,015.000",5.3200
695 -13/07/2030,USD,S.F.T.,13/01/2026,181,4.562,6 Ay,"1,127.000","1,147.000",5.4000
628 -15/01/2031,USD,S.F.T.,15/01/2026,2,2.975,6 Ay,"1,022.000","1,042.000",5.6600
698 -26/06/2031,USD,S.F.T.,26/06/2026,164,2.937,6 Ay,988.000,"1,008.000",5.7600
662 -12/02/2032,USD,S.F.T.,12/02/2026,30,3.562,6 Ay,"1,069.000","1,089.000",5.9500
650 -29/05/2032,USD,S.F.T.,29/05/2026,136,3.625,6 Ay,"1,052.000","1,072.000",6.0400
624 -17/07/2032,USD,S.F.T.,17/01/2026,4,3.562,6 Ay,"1,071.000","1,093.000",6.0300
617 -19/01/2033,USD,S.F.T.,19/01/2026,6,4.687,6 Ay,"1,205.000","1,227.000",6.1500
623 -20/09/2033,USD,S.F.T.,20/03/2026,66,3.250,6 Ay,"1,019.000","1,041.000",6.1600
631 -14/02/2034,USD,S.F.T.,14/02/2026,32,4.000,6 Ay,"1,129.000","1,153.000",6.1000
660 -15/05/2034,USD,S.F.T.,15/05/2026,122,3.812,6 Ay,"1,075.000","1,097.000",6.3000
644 -03/01/2035,USD,S.F.T.,03/07/2026,171,3.250,6 Ay,988.000,"1,010.000",6.3800
612 -16/09/2035,USD,S.F.T.,16/03/2026,62,3.475,6 Ay,"1,031.000","1,053.000",6.5200
670 -17/03/2036,USD,S.F.T.,17/03/2026,63,3.437,6 Ay,"1,028.000","1,052.000",6.4700
636 -04/11/2036,USD,S.F.T.,04/05/2026,111,3.400,6 Ay,"1,001.000","1,023.000",6.6700
663 -05/03/2038,USD,S.F.T.,05/03/2026,51,3.625,6 Ay,"1,072.000","1,097.000",6.4000
675 -30/05/2040,USD,S.F.T.,30/05/2026,137,3.375,6 Ay,970.000,998.000,6.8600
678 -14/01/2041,USD,S.F.T.,14/01/2026,1,3.000,6 Ay,907.000,933.000,7.0600
667 -16/04/2043,USD,S.F.T.,16/04/2026,93,2.437,6 Ay,759.000,783.000,7.2100
615 -17/02/2045,USD,S.F.T.,17/02/2026,35,3.312,6 Ay,934.000,958.000,7.3000
610 -11/05/2047,USD,S.F.T.,11/05/2026,118,2.875,6 Ay,809.000,833.000,7.4100
647 -16/02/2026,EUR,S.F.T.,16/02/2026,34,5.200,12 Ay,"1,049.000","1,051.000",1.0200
642 -08/07/2027,EUR,S.F.T.,08/07/2026,176,4.375,12 Ay,"1,041.000","1,061.000",1.7300
682 -21/05/2030,EUR,S.F.T.,21/05/2026,128,5.875,12 Ay,"1,105.000","1,125.000",3.6700
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,216,5.641,12 Ay,"1,054.000","1,074.000",4.2100
