Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,15,3.625,6 Ay,"1,030.000","1,036.000",0.4700
673 -22/03/2024,USD,S.F.T.,22/03/2024,105,2.875,6 Ay,"1,008.000","1,018.000",3.6500
671 -10/08/2024,USD,S.F.T.,10/02/2024,64,3.175,6 Ay,"1,017.000","1,031.000",4.7800
612 -14/11/2024,USD,S.F.T.,14/05/2024,158,2.800,6 Ay,991.000,"1,007.000",5.2300
622 -05/02/2025,USD,S.F.T.,05/02/2024,59,3.687,6 Ay,"1,032.000","1,046.000",5.4900
616 -13/03/2025,USD,S.F.T.,13/03/2024,96,2.125,6 Ay,976.000,993.000,5.6600
659 -14/10/2025,USD,S.F.T.,14/04/2024,128,3.187,6 Ay,995.000,"1,012.000",6.2300
691 -26/01/2026,USD,S.F.T.,26/01/2024,49,2.375,6 Ay,969.000,984.000,6.4500
669 -14/04/2026,USD,S.F.T.,14/04/2024,128,2.125,6 Ay,944.000,961.000,6.3600
680 -09/10/2026,USD,S.F.T.,09/04/2024,123,2.437,6 Ay,948.000,965.000,6.5600
637 -25/03/2027,USD,S.F.T.,25/03/2024,108,3.000,6 Ay,973.000,992.000,6.6900
611 -24/09/2027,USD,S.F.T.,24/03/2024,107,4.300,6 Ay,"1,055.000","1,074.000",6.8800
629 -15/01/2028,USD,S.F.T.,15/01/2024,38,4.937,6 Ay,"1,114.000","1,133.000",7.1900
638 -17/02/2028,USD,S.F.T.,17/02/2024,71,2.562,6 Ay,934.000,953.000,6.8700
654 -24/10/2028,USD,S.F.T.,24/04/2024,138,3.062,6 Ay,951.000,970.000,7.0400
688 -14/03/2029,USD,S.F.T.,14/03/2024,97,4.687,6 Ay,"1,084.000","1,104.000",7.4600
645 -26/04/2029,USD,S.F.T.,26/04/2024,140,3.812,6 Ay,"1,001.000","1,023.000",7.3000
630 -15/01/2030,USD,S.F.T.,15/01/2024,38,5.937,6 Ay,"1,248.000","1,274.000",7.2100
668 -13/03/2030,USD,S.F.T.,13/03/2024,96,2.625,6 Ay,883.000,905.000,7.4200
695 -13/07/2030,USD,S.F.T.,13/01/2024,36,4.562,6 Ay,"1,087.000","1,109.000",7.7000
628 -15/01/2031,USD,S.F.T.,15/01/2024,38,2.975,6 Ay,914.000,936.000,7.5700
698 -26/06/2031,USD,S.F.T.,26/12/2023,18,2.937,6 Ay,909.000,931.000,7.5600
617 -19/01/2033,USD,S.F.T.,19/01/2024,42,4.687,6 Ay,"1,109.000","1,131.000",7.8900
623 -20/09/2033,USD,S.F.T.,20/03/2024,103,3.250,6 Ay,915.000,937.000,7.6300
631 -14/02/2034,USD,S.F.T.,14/02/2024,68,4.000,6 Ay,"1,022.000","1,047.000",7.6900
670 -17/03/2036,USD,S.F.T.,17/03/2024,100,3.437,6 Ay,910.000,932.000,7.9500
663 -05/03/2038,USD,S.F.T.,05/03/2024,88,3.625,6 Ay,936.000,958.000,7.9700
675 -30/05/2040,USD,S.F.T.,30/05/2024,174,3.375,6 Ay,852.000,878.000,8.1200
678 -14/01/2041,USD,S.F.T.,14/01/2024,37,3.000,6 Ay,805.000,829.000,8.1300
667 -16/04/2043,USD,S.F.T.,16/04/2024,130,2.437,6 Ay,672.000,695.000,8.0900
615 -17/02/2045,USD,S.F.T.,17/02/2024,71,3.312,6 Ay,828.000,851.000,8.3400
610 -11/05/2047,USD,S.F.T.,11/05/2024,155,2.875,6 Ay,721.000,744.000,8.2800
613 -31/03/2025,EUR,S.F.T.,31/03/2024,114,4.625,12 Ay,"1,027.000","1,043.000",3.7200
646 -14/06/2025,EUR,S.F.T.,14/06/2024,189,3.250,12 Ay,995.000,"1,011.000",3.5700
647 -16/02/2026,EUR,S.F.T.,16/02/2024,70,5.200,12 Ay,"1,042.000","1,060.000",4.3100
642 -08/07/2027,EUR,S.F.T.,08/07/2024,213,4.375,12 Ay,986.000,"1,008.000",4.6900
