Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,106,2.437,6 Ay,"1,012.000","1,015.000",3.2000
637 -25/03/2027,USD,S.F.T.,25/09/2026,92,3.000,6 Ay,"1,023.000","1,028.000",4.2100
611 -24/09/2027,USD,S.F.T.,24/09/2026,91,4.300,6 Ay,"1,057.000","1,068.000",4.7300
629 -15/01/2028,USD,S.F.T.,15/07/2026,20,4.937,6 Ay,"1,103.000","1,115.000",5.0600
638 -17/02/2028,USD,S.F.T.,17/08/2026,53,2.562,6 Ay,"1,003.000","1,018.000",5.1300
654 -24/10/2028,USD,S.F.T.,24/10/2026,121,3.062,6 Ay,"1,012.000","1,027.000",5.3500
688 -14/03/2029,USD,S.F.T.,14/09/2026,81,4.687,6 Ay,"1,106.000","1,121.000",5.5700
645 -26/04/2029,USD,S.F.T.,26/10/2026,123,3.812,6 Ay,"1,049.000","1,065.000",5.5900
630 -15/01/2030,USD,S.F.T.,15/07/2026,20,5.937,6 Ay,"1,230.000","1,251.000",5.6400
668 -13/03/2030,USD,S.F.T.,13/09/2026,80,2.625,6 Ay,974.000,994.000,5.8800
695 -13/07/2030,USD,S.F.T.,13/07/2026,18,4.562,6 Ay,"1,130.000","1,150.000",6.0500
628 -15/01/2031,USD,S.F.T.,15/07/2026,20,2.975,6 Ay,"1,001.000","1,021.000",6.0900
685*** -22/05/2031,USD,S.F.T.,22/11/2026,150,3.718,6 Ay,997.000,"1,017.000",6.2300
698 -26/06/2031,USD,S.F.T.,26/06/2026,1,2.937,6 Ay,999.000,"1,019.000",6.1100
662 -12/02/2032,USD,S.F.T.,12/08/2026,48,3.562,6 Ay,"1,043.000","1,063.000",6.3400
650 -29/05/2032,USD,S.F.T.,29/11/2026,157,3.625,6 Ay,"1,023.000","1,044.000",6.4500
624 -17/07/2032,USD,S.F.T.,17/07/2026,22,3.562,6 Ay,"1,045.000","1,067.000",6.4000
617 -19/01/2033,USD,S.F.T.,19/07/2026,24,4.687,6 Ay,"1,167.000","1,190.000",6.5400
692 -14/03/2033,USD,S.F.T.,14/09/2026,81,3.150,6 Ay,984.000,"1,006.000",6.5200
623 -20/09/2033,USD,S.F.T.,20/09/2026,87,3.250,6 Ay,991.000,"1,014.000",6.5500
631 -14/02/2034,USD,S.F.T.,14/08/2026,50,4.000,6 Ay,"1,097.000","1,121.000",6.4500
660 -15/05/2034,USD,S.F.T.,15/11/2026,143,3.812,6 Ay,"1,049.000","1,071.000",6.5900
644 -03/01/2035,USD,S.F.T.,03/07/2026,8,3.250,6 Ay,998.000,"1,020.000",6.6700
612 -16/09/2035,USD,S.F.T.,16/09/2026,83,3.475,6 Ay,"1,009.000","1,031.000",6.7700
670 -17/03/2036,USD,S.F.T.,17/09/2026,84,3.437,6 Ay,999.000,"1,024.000",6.8000
636 -04/11/2036,USD,S.F.T.,04/11/2026,132,3.400,6 Ay,984.000,"1,008.000",6.8200
601 -14/01/2038,USD,S.F.T.,14/07/2026,19,3.437,6 Ay,998.000,"1,022.000",6.9900
663 -05/03/2038,USD,S.F.T.,05/09/2026,72,3.625,6 Ay,"1,039.000","1,064.000",6.7300
675 -30/05/2040,USD,S.F.T.,30/11/2026,158,3.375,6 Ay,957.000,982.000,7.0100
678 -14/01/2041,USD,S.F.T.,14/07/2026,19,3.000,6 Ay,897.000,922.000,7.1700
667 -16/04/2043,USD,S.F.T.,16/10/2026,113,2.437,6 Ay,752.000,777.000,7.2900
615 -17/02/2045,USD,S.F.T.,17/08/2026,53,3.312,6 Ay,918.000,943.000,7.4300
610 -11/05/2047,USD,S.F.T.,11/11/2026,139,2.875,6 Ay,802.000,827.000,7.4600
642 -08/07/2027,EUR,S.F.T.,08/07/2026,13,4.375,12 Ay,"1,052.000","1,064.000",2.2200
682 -21/05/2030,EUR,S.F.T.,21/05/2027,330,5.875,12 Ay,"1,056.000","1,071.000",4.0300
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,53,5.641,12 Ay,"1,066.000","1,081.000",4.4800
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,258,5.545,12 Ay,"1,005.000","1,022.000",5.1000
