
669 -14/04/2026,USD,S.F.T.,14/04/2026,74,2.125,6 Ay,"1,012.700","1,016.700",2.1800
680 -09/10/2026,USD,S.F.T.,09/04/2026,69,2.437,6 Ay,"1,017.500","1,026.500",3.1800
637 -25/03/2027,USD,S.F.T.,25/03/2026,54,3.000,6 Ay,"1,034.000","1,048.000",3.5700
611 -24/09/2027,USD,S.F.T.,24/03/2026,53,4.300,6 Ay,"1,089.000","1,103.000",3.9900
629 -15/01/2028,USD,S.F.T.,15/07/2026,166,4.937,6 Ay,"1,092.000","1,106.000",4.3900
638 -17/02/2028,USD,S.F.T.,17/02/2026,18,2.562,6 Ay,"1,020.000","1,035.000",4.5100
654 -24/10/2028,USD,S.F.T.,24/04/2026,84,3.062,6 Ay,"1,037.000","1,052.000",4.7200
688 -14/03/2029,USD,S.F.T.,14/03/2026,43,4.687,6 Ay,"1,145.000","1,160.000",5.0100
645 -26/04/2029,USD,S.F.T.,26/04/2026,86,3.812,6 Ay,"1,081.000","1,097.000",5.0100
630 -15/01/2030,USD,S.F.T.,15/07/2026,166,5.937,6 Ay,"1,231.000","1,256.000",4.8300
668 -13/03/2030,USD,S.F.T.,13/03/2026,42,2.625,6 Ay,998.000,"1,018.000",5.3000
695 -13/07/2030,USD,S.F.T.,13/07/2026,164,4.562,6 Ay,"1,130.000","1,150.000",5.4000
628 -15/01/2031,USD,S.F.T.,15/07/2026,166,2.975,6 Ay,995.000,"1,015.000",5.6600
698 -26/06/2031,USD,S.F.T.,26/06/2026,147,2.937,6 Ay,989.000,"1,009.000",5.8000
662 -12/02/2032,USD,S.F.T.,12/02/2026,13,3.562,6 Ay,"1,071.000","1,091.000",5.9700
650 -29/05/2032,USD,S.F.T.,29/05/2026,119,3.625,6 Ay,"1,053.000","1,073.000",6.0800
624 -17/07/2032,USD,S.F.T.,17/07/2026,168,3.562,6 Ay,"1,036.000","1,058.000",6.0700
617 -19/01/2033,USD,S.F.T.,19/07/2026,170,4.687,6 Ay,"1,156.000","1,178.000",6.2400
692*** -14/03/2033,USD,S.F.T.,14/03/2026,43,1.050,6 Ay,982.000,"1,004.000",6.2800
623 -20/09/2033,USD,S.F.T.,20/03/2026,49,3.250,6 Ay,"1,016.000","1,038.000",6.2600
631 -14/02/2034,USD,S.F.T.,14/02/2026,15,4.000,6 Ay,"1,126.000","1,150.000",6.1900
660 -15/05/2034,USD,S.F.T.,15/05/2026,105,3.812,6 Ay,"1,072.000","1,094.000",6.3900
644 -03/01/2035,USD,S.F.T.,03/07/2026,154,3.250,6 Ay,989.000,"1,011.000",6.4100
612 -16/09/2035,USD,S.F.T.,16/03/2026,45,3.475,6 Ay,"1,031.000","1,053.000",6.5600
670 -17/03/2036,USD,S.F.T.,17/03/2026,46,3.437,6 Ay,"1,027.000","1,051.000",6.5200
636 -04/11/2036,USD,S.F.T.,04/05/2026,94,3.400,6 Ay,"1,003.000","1,025.000",6.6800
601 -14/01/2038,USD,S.F.T.,14/07/2026,165,3.437,6 Ay,983.000,"1,005.000",6.8500
663 -05/03/2038,USD,S.F.T.,05/03/2026,34,3.625,6 Ay,"1,066.000","1,091.000",6.5000
675 -30/05/2040,USD,S.F.T.,30/05/2026,120,3.375,6 Ay,970.000,998.000,6.9000
678 -14/01/2041,USD,S.F.T.,14/07/2026,165,3.000,6 Ay,878.000,904.000,7.0800
667 -16/04/2043,USD,S.F.T.,16/04/2026,76,2.437,6 Ay,757.000,781.000,7.2700
615 -17/02/2045,USD,S.F.T.,17/02/2026,18,3.312,6 Ay,932.000,956.000,7.3500
610 -11/05/2047,USD,S.F.T.,11/05/2026,101,2.875,6 Ay,809.000,833.000,7.4400
647 -16/02/2026,EUR,S.F.T.,16/02/2026,17,5.200,12 Ay,"1,049.700","1,051.700",0.6100
642 -08/07/2027,EUR,S.F.T.,08/07/2026,159,4.375,12 Ay,"1,046.000","1,061.000",1.7800
682 -21/05/2030,EUR,S.F.T.,21/05/2026,111,5.875,12 Ay,"1,110.000","1,126.000",3.6900
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,199,5.641,12 Ay,"1,058.000","1,074.000",4.2500
