Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
612 -14/11/2024,USD,S.F.T.,14/11/2024,15,2.800,6 Ay,"1,021.600","1,027.600",1.0000
622 -05/02/2025,USD,S.F.T.,05/02/2025,98,3.687,6 Ay,"1,019.000","1,029.000",2.9000
616 -13/03/2025,USD,S.F.T.,13/03/2025,134,2.125,6 Ay,998.000,"1,010.000",3.0100
659 -14/10/2025,USD,S.F.T.,14/04/2025,166,3.187,6 Ay,"1,012.000","1,025.000",3.9900
691 -26/01/2026,USD,S.F.T.,26/01/2025,88,2.375,6 Ay,"1,003.000","1,016.000",4.4400
669 -14/04/2026,USD,S.F.T.,14/04/2025,166,2.125,6 Ay,984.000,997.000,4.6000
680 -09/10/2026,USD,S.F.T.,09/04/2025,161,2.437,6 Ay,989.000,"1,002.000",4.9200
637 -25/03/2027,USD,S.F.T.,25/03/2025,146,3.000,6 Ay,"1,013.000","1,027.000",5.0500
611 -24/09/2027,USD,S.F.T.,24/03/2025,145,4.300,6 Ay,"1,083.000","1,098.000",5.2300
629 -15/01/2028,USD,S.F.T.,15/01/2025,77,4.937,6 Ay,"1,142.000","1,157.000",5.4600
638 -17/02/2028,USD,S.F.T.,17/02/2025,110,2.562,6 Ay,982.000,998.000,5.5400
654 -24/10/2028,USD,S.F.T.,24/04/2025,176,3.062,6 Ay,"1,000.000","1,016.000",5.7000
688 -14/03/2029,USD,S.F.T.,14/03/2025,135,4.687,6 Ay,"1,122.000","1,138.000",6.0500
645 -26/04/2029,USD,S.F.T.,26/04/2025,178,3.812,6 Ay,"1,043.000","1,060.000",6.1000
630 -15/01/2030,USD,S.F.T.,15/01/2025,77,5.937,6 Ay,"1,294.000","1,318.000",5.5300
668 -13/03/2030,USD,S.F.T.,13/03/2025,134,2.625,6 Ay,945.000,963.000,6.2200
695 -13/07/2030,USD,S.F.T.,13/01/2025,75,4.562,6 Ay,"1,137.000","1,155.000",6.4100
628 -15/01/2031,USD,S.F.T.,15/01/2025,77,2.975,6 Ay,963.000,981.000,6.6700
698 -26/06/2031,USD,S.F.T.,26/12/2024,57,2.937,6 Ay,961.000,979.000,6.6500
624 -17/07/2032,USD,S.F.T.,17/01/2025,79,3.562,6 Ay,"1,013.000","1,033.000",6.9100
617 -19/01/2033,USD,S.F.T.,19/01/2025,81,4.687,6 Ay,"1,160.000","1,180.000",6.8900
623 -20/09/2033,USD,S.F.T.,20/03/2025,141,3.250,6 Ay,957.000,977.000,6.9600
631 -14/02/2034,USD,S.F.T.,14/02/2025,107,4.000,6 Ay,"1,083.000","1,105.000",6.7100
660 -15/05/2034,USD,S.F.T.,15/11/2024,16,3.812,6 Ay,"1,059.000","1,079.000",6.9800
644*** -03/01/2035,USD,S.F.T.,03/01/2025,65,1.625,6 Ay,948.000,968.000,7.0100
670 -17/03/2036,USD,S.F.T.,17/03/2025,138,3.437,6 Ay,970.000,990.000,7.1100
663 -05/03/2038,USD,S.F.T.,05/03/2025,126,3.625,6 Ay,"1,010.000","1,030.000",7.0300
675 -30/05/2040,USD,S.F.T.,30/11/2024,31,3.375,6 Ay,943.000,967.000,7.4200
678 -14/01/2041,USD,S.F.T.,14/01/2025,76,3.000,6 Ay,856.000,876.000,7.5300
667 -16/04/2043,USD,S.F.T.,16/04/2025,168,2.437,6 Ay,712.000,732.000,7.6200
615 -17/02/2045,USD,S.F.T.,17/02/2025,110,3.312,6 Ay,878.000,898.000,7.7600
610 -11/05/2047,USD,S.F.T.,11/11/2024,12,2.875,6 Ay,791.000,811.000,7.8000
613 -31/03/2025,EUR,S.F.T.,31/03/2025,152,4.625,12 Ay,"1,024.000","1,040.000",1.4400
646 -14/06/2025,EUR,S.F.T.,14/06/2025,227,3.250,12 Ay,"1,005.000","1,021.000",1.8100
647 -16/02/2026,EUR,S.F.T.,16/02/2025,109,5.200,12 Ay,"1,050.000","1,068.000",2.6900
642 -08/07/2027,EUR,S.F.T.,08/07/2025,251,4.375,12 Ay,"1,021.000","1,039.000",3.3700
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,203,6.854,12 Ay,"1,065.000","1,083.000",4.8800
