Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,92,2.437,6 Ay,"1,012.500","1,015.500",3.5000
637 -25/03/2027,USD,S.F.T.,25/09/2026,78,3.000,6 Ay,"1,024.000","1,029.000",4.3100
611 -24/09/2027,USD,S.F.T.,24/09/2026,77,4.300,6 Ay,"1,057.000","1,068.000",4.8900
629 -15/01/2028,USD,S.F.T.,15/07/2026,6,4.937,6 Ay,"1,103.000","1,115.000",5.2000
638 -17/02/2028,USD,S.F.T.,17/08/2026,39,2.562,6 Ay,"1,003.000","1,018.000",5.2700
654 -24/10/2028,USD,S.F.T.,24/10/2026,107,3.062,6 Ay,"1,012.000","1,027.000",5.4500
688 -14/03/2029,USD,S.F.T.,14/09/2026,67,4.687,6 Ay,"1,106.000","1,121.000",5.6600
645 -26/04/2029,USD,S.F.T.,26/10/2026,109,3.812,6 Ay,"1,049.000","1,065.000",5.6800
630 -15/01/2030,USD,S.F.T.,15/07/2026,6,5.937,6 Ay,"1,230.000","1,251.000",5.7200
668 -13/03/2030,USD,S.F.T.,13/09/2026,66,2.625,6 Ay,973.000,993.000,5.9800
695 -13/07/2030,USD,S.F.T.,13/07/2026,4,4.562,6 Ay,"1,130.000","1,150.000",6.1200
628 -15/01/2031,USD,S.F.T.,15/07/2026,6,2.975,6 Ay,999.000,"1,019.000",6.2000
685*** -22/05/2031,USD,S.F.T.,22/11/2026,136,3.718,6 Ay,998.000,"1,018.000",6.2700
698 -26/06/2031,USD,S.F.T.,26/12/2026,170,2.937,6 Ay,968.000,988.000,6.2100
662 -12/02/2032,USD,S.F.T.,12/08/2026,34,3.562,6 Ay,"1,042.000","1,062.000",6.4100
650 -29/05/2032,USD,S.F.T.,29/11/2026,143,3.625,6 Ay,"1,023.000","1,044.000",6.5000
624 -17/07/2032,USD,S.F.T.,17/07/2026,8,3.562,6 Ay,"1,045.000","1,067.000",6.4600
617 -19/01/2033,USD,S.F.T.,19/07/2026,10,4.687,6 Ay,"1,168.000","1,191.000",6.5700
692 -14/03/2033,USD,S.F.T.,14/09/2026,67,3.150,6 Ay,984.000,"1,006.000",6.5600
623 -20/09/2033,USD,S.F.T.,20/09/2026,73,3.250,6 Ay,990.000,"1,013.000",6.6200
631 -14/02/2034,USD,S.F.T.,14/08/2026,36,4.000,6 Ay,"1,095.000","1,119.000",6.5300
660 -15/05/2034,USD,S.F.T.,15/11/2026,129,3.812,6 Ay,"1,047.000","1,069.000",6.6700
644 -03/01/2035,USD,S.F.T.,03/01/2027,178,3.250,6 Ay,963.000,985.000,6.7500
612 -16/09/2035,USD,S.F.T.,16/09/2026,69,3.475,6 Ay,"1,008.000","1,030.000",6.8300
670 -17/03/2036,USD,S.F.T.,17/09/2026,70,3.437,6 Ay,998.000,"1,023.000",6.8500
636 -04/11/2036,USD,S.F.T.,04/11/2026,118,3.400,6 Ay,984.000,"1,008.000",6.8600
601 -14/01/2038,USD,S.F.T.,14/07/2026,5,3.437,6 Ay,997.000,"1,021.000",7.0300
663 -05/03/2038,USD,S.F.T.,05/09/2026,58,3.625,6 Ay,"1,037.000","1,062.000",6.7800
675 -30/05/2040,USD,S.F.T.,30/11/2026,144,3.375,6 Ay,956.000,981.000,7.0500
678 -14/01/2041,USD,S.F.T.,14/07/2026,5,3.000,6 Ay,896.000,921.000,7.2100
667 -16/04/2043,USD,S.F.T.,16/10/2026,99,2.437,6 Ay,749.000,774.000,7.3600
615 -17/02/2045,USD,S.F.T.,17/08/2026,39,3.312,6 Ay,914.000,939.000,7.5000
610 -11/05/2047,USD,S.F.T.,11/11/2026,125,2.875,6 Ay,797.000,822.000,7.5500
642 -08/07/2027,EUR,S.F.T.,08/07/2027,364,4.375,12 Ay,"1,010.000","1,022.000",2.1300
682 -21/05/2030,EUR,S.F.T.,21/05/2027,316,5.875,12 Ay,"1,057.500","1,072.500",4.0300
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,39,5.641,12 Ay,"1,070.000","1,085.000",4.4400
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,244,5.545,12 Ay,"1,009.000","1,026.000",5.0700
