Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,39,3.625,6 Ay,"1,029.000","1,035.000",1.0200
673 -22/03/2024,USD,S.F.T.,22/03/2024,129,2.875,6 Ay,"1,000.000","1,012.000",4.6500
671 -10/08/2024,USD,S.F.T.,10/02/2024,88,3.175,6 Ay,"1,007.000","1,023.000",5.4400
612 -14/11/2024,USD,S.F.T.,14/11/2023,182,2.800,6 Ay,982.000,998.000,5.8100
622 -05/02/2025,USD,S.F.T.,05/02/2024,83,3.687,6 Ay,"1,016.000","1,032.000",6.3500
616 -13/03/2025,USD,S.F.T.,13/03/2024,120,2.125,6 Ay,961.000,978.000,6.5700
659 -14/10/2025,USD,S.F.T.,14/04/2024,152,3.187,6 Ay,976.000,993.000,7.0700
691 -26/01/2026,USD,S.F.T.,26/01/2024,73,2.375,6 Ay,947.000,964.000,7.2600
669 -14/04/2026,USD,S.F.T.,14/04/2024,152,2.125,6 Ay,921.000,938.000,7.2500
680 -09/10/2026,USD,S.F.T.,09/04/2024,147,2.437,6 Ay,923.000,940.000,7.3900
637 -25/03/2027,USD,S.F.T.,25/03/2024,132,3.000,6 Ay,945.000,964.000,7.5100
611 -24/09/2027,USD,S.F.T.,24/03/2024,131,4.300,6 Ay,"1,022.000","1,041.000",7.7100
629 -15/01/2028,USD,S.F.T.,15/01/2024,62,4.937,6 Ay,"1,076.000","1,095.000",8.0800
638 -17/02/2028,USD,S.F.T.,17/02/2024,95,2.562,6 Ay,901.000,920.000,7.7100
654 -24/10/2028,USD,S.F.T.,24/04/2024,162,3.062,6 Ay,909.000,928.000,8.0000
688 -14/03/2029,USD,S.F.T.,14/03/2024,121,4.687,6 Ay,"1,036.000","1,056.000",8.4100
645 -26/04/2029,USD,S.F.T.,26/04/2024,164,3.812,6 Ay,958.000,980.000,8.1700
630 -15/01/2030,USD,S.F.T.,15/01/2024,62,5.937,6 Ay,"1,193.000","1,219.000",8.1100
668 -13/03/2030,USD,S.F.T.,13/03/2024,120,2.625,6 Ay,838.000,860.000,8.3200
695 -13/07/2030,USD,S.F.T.,13/01/2024,60,4.562,6 Ay,"1,035.000","1,057.000",8.5900
628 -15/01/2031,USD,S.F.T.,15/01/2024,62,2.975,6 Ay,864.000,886.000,8.4700
698 -26/06/2031,USD,S.F.T.,26/12/2023,42,2.937,6 Ay,856.000,879.000,8.4700
617 -19/01/2033,USD,S.F.T.,19/01/2024,66,4.687,6 Ay,"1,039.000","1,062.000",8.8500
623 -20/09/2033,USD,S.F.T.,20/03/2024,127,3.250,6 Ay,854.000,877.000,8.5200
631 -14/02/2034,USD,S.F.T.,14/02/2024,92,4.000,6 Ay,955.000,985.000,8.5200
670 -17/03/2036,USD,S.F.T.,17/03/2024,124,3.437,6 Ay,842.000,864.000,8.8500
663 -05/03/2038,USD,S.F.T.,05/03/2024,112,3.625,6 Ay,867.000,889.000,8.8000
675 -30/05/2040,USD,S.F.T.,30/11/2023,16,3.375,6 Ay,813.000,843.000,8.9400
678 -14/01/2041,USD,S.F.T.,14/01/2024,61,3.000,6 Ay,740.000,764.000,8.9400
667 -16/04/2043,USD,S.F.T.,16/04/2024,154,2.437,6 Ay,613.000,636.000,8.8800
615 -17/02/2045,USD,S.F.T.,17/02/2024,95,3.312,6 Ay,761.000,784.000,9.1100
610 -11/05/2047,USD,S.F.T.,11/05/2024,179,2.875,6 Ay,657.000,680.000,9.0700
613 -31/03/2025,EUR,S.F.T.,31/03/2024,138,4.625,12 Ay,"1,013.000","1,036.000",4.0600
646 -14/06/2025,EUR,S.F.T.,14/06/2024,213,3.250,12 Ay,977.000,"1,000.000",4.1400
647 -16/02/2026,EUR,S.F.T.,16/02/2024,94,5.200,12 Ay,"1,019.000","1,042.000",5.0300
642 -08/07/2027,EUR,S.F.T.,08/07/2024,237,4.375,12 Ay,950.000,973.000,5.6900
