Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/04/2025,12,3.187,6 Ay,"1,031.000","1,045.000",3.4600
691 -26/01/2026,USD,S.F.T.,26/07/2025,115,2.375,6 Ay,997.000,"1,012.000",4.3300
669 -14/04/2026,USD,S.F.T.,14/04/2025,12,2.125,6 Ay,"1,002.000","1,017.000",4.5300
680 -09/10/2026,USD,S.F.T.,09/04/2025,7,2.437,6 Ay,"1,006.000","1,021.000",5.0400
637 -25/03/2027,USD,S.F.T.,25/09/2025,176,3.000,6 Ay,995.000,"1,012.000",5.4100
611 -24/09/2027,USD,S.F.T.,24/09/2025,175,4.300,6 Ay,"1,053.000","1,070.000",5.6200
629 -15/01/2028,USD,S.F.T.,15/07/2025,104,4.937,6 Ay,"1,104.000","1,121.000",5.9300
638 -17/02/2028,USD,S.F.T.,17/08/2025,137,2.562,6 Ay,968.000,986.000,5.9000
654 -24/10/2028,USD,S.F.T.,24/04/2025,22,3.062,6 Ay,"1,010.000","1,028.000",6.0900
688 -14/03/2029,USD,S.F.T.,14/09/2025,165,4.687,6 Ay,"1,088.000","1,106.000",6.4300
645 -26/04/2029,USD,S.F.T.,26/04/2025,24,3.812,6 Ay,"1,057.000","1,076.000",6.4100
630 -15/01/2030,USD,S.F.T.,15/07/2025,104,5.937,6 Ay,"1,235.000","1,261.000",6.1200
668 -13/03/2030,USD,S.F.T.,13/09/2025,164,2.625,6 Ay,928.000,948.000,6.5600
695 -13/07/2030,USD,S.F.T.,13/07/2025,102,4.562,6 Ay,"1,104.000","1,124.000",6.7500
628 -15/01/2031,USD,S.F.T.,15/07/2025,104,2.975,6 Ay,948.000,968.000,6.9000
698 -26/06/2031,USD,S.F.T.,26/06/2025,85,2.937,6 Ay,942.000,962.000,6.9500
662 -12/02/2032,USD,S.F.T.,12/08/2025,132,3.562,6 Ay,988.000,"1,008.000",7.1600
624 -17/07/2032,USD,S.F.T.,17/07/2025,106,3.562,6 Ay,989.000,"1,011.000",7.1900
617 -19/01/2033,USD,S.F.T.,19/07/2025,108,4.687,6 Ay,"1,121.000","1,143.000",7.2600
623 -20/09/2033,USD,S.F.T.,20/09/2025,171,3.250,6 Ay,935.000,957.000,7.2200
631 -14/02/2034,USD,S.F.T.,14/08/2025,134,4.000,6 Ay,"1,051.000","1,075.000",7.0100
660 -15/05/2034,USD,S.F.T.,15/05/2025,43,3.812,6 Ay,"1,030.000","1,052.000",7.2700
644 -03/01/2035,USD,S.F.T.,03/07/2025,92,3.250,6 Ay,939.000,961.000,7.3000
670 -17/03/2036,USD,S.F.T.,17/09/2025,168,3.437,6 Ay,947.000,969.000,7.3300
663 -05/03/2038,USD,S.F.T.,05/09/2025,156,3.625,6 Ay,997.000,"1,021.000",7.0600
675 -30/05/2040,USD,S.F.T.,30/05/2025,58,3.375,6 Ay,923.000,949.000,7.5800
678 -14/01/2041,USD,S.F.T.,14/07/2025,103,3.000,6 Ay,827.000,851.000,7.8000
667 -16/04/2043,USD,S.F.T.,16/04/2025,14,2.437,6 Ay,713.000,737.000,7.8600
615 -17/02/2045,USD,S.F.T.,17/08/2025,137,3.312,6 Ay,843.000,867.000,8.0600
610 -11/05/2047,USD,S.F.T.,11/05/2025,39,2.875,6 Ay,765.000,789.000,8.0200
646 -14/06/2025,EUR,S.F.T.,14/06/2025,73,3.250,12 Ay,"1,024.000","1,030.000",1.2100
647 -16/02/2026,EUR,S.F.T.,16/02/2026,320,5.200,12 Ay,"1,013.000","1,031.000",2.3200
642 -08/07/2027,EUR,S.F.T.,08/07/2025,97,4.375,12 Ay,"1,036.000","1,054.000",3.3500
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,49,6.854,12 Ay,"1,079.000","1,097.000",5.0500
