Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,4,2.375,6 Ay,"1,022.600","1,023.600",1.3200
669 -14/04/2026,USD,S.F.T.,14/04/2026,82,2.125,6 Ay,"1,012.500","1,016.500",2.0500
680 -09/10/2026,USD,S.F.T.,09/04/2026,77,2.437,6 Ay,"1,017.000","1,026.000",3.1500
637 -25/03/2027,USD,S.F.T.,25/03/2026,62,3.000,6 Ay,"1,032.000","1,046.000",3.6700
611 -24/09/2027,USD,S.F.T.,24/03/2026,61,4.300,6 Ay,"1,088.000","1,102.000",3.9900
629 -15/01/2028,USD,S.F.T.,15/07/2026,174,4.937,6 Ay,"1,091.000","1,105.000",4.3800
638 -17/02/2028,USD,S.F.T.,17/02/2026,26,2.562,6 Ay,"1,021.000","1,036.000",4.4100
654 -24/10/2028,USD,S.F.T.,24/04/2026,92,3.062,6 Ay,"1,037.000","1,052.000",4.6700
688 -14/03/2029,USD,S.F.T.,14/03/2026,51,4.687,6 Ay,"1,145.000","1,160.000",4.9700
645 -26/04/2029,USD,S.F.T.,26/04/2026,94,3.812,6 Ay,"1,080.000","1,096.000",5.0100
630 -15/01/2030,USD,S.F.T.,15/07/2026,174,5.937,6 Ay,"1,232.000","1,257.000",4.7700
668 -13/03/2030,USD,S.F.T.,13/03/2026,50,2.625,6 Ay,"1,000.000","1,020.000",5.2200
695 -13/07/2030,USD,S.F.T.,13/07/2026,172,4.562,6 Ay,"1,129.000","1,149.000",5.3900
628 -15/01/2031,USD,S.F.T.,15/07/2026,174,2.975,6 Ay,996.000,"1,016.000",5.6000
698 -26/06/2031,USD,S.F.T.,26/06/2026,155,2.937,6 Ay,991.000,"1,011.000",5.7300
662 -12/02/2032,USD,S.F.T.,12/02/2026,21,3.562,6 Ay,"1,071.000","1,091.000",5.9400
650 -29/05/2032,USD,S.F.T.,29/05/2026,127,3.625,6 Ay,"1,053.000","1,073.000",6.0500
624 -17/07/2032,USD,S.F.T.,17/07/2026,176,3.562,6 Ay,"1,036.000","1,058.000",6.0500
617 -19/01/2033,USD,S.F.T.,19/07/2026,178,4.687,6 Ay,"1,159.000","1,181.000",6.1600
692*** -14/03/2033,USD,S.F.T.,14/03/2026,51,1.050,6 Ay,985.000,"1,007.000",6.2000
623 -20/09/2033,USD,S.F.T.,20/03/2026,57,3.250,6 Ay,"1,018.000","1,040.000",6.2000
631 -14/02/2034,USD,S.F.T.,14/02/2026,23,4.000,6 Ay,"1,130.000","1,154.000",6.1100
660 -15/05/2034,USD,S.F.T.,15/05/2026,113,3.812,6 Ay,"1,074.000","1,096.000",6.3400
644 -03/01/2035,USD,S.F.T.,03/07/2026,162,3.250,6 Ay,989.000,"1,011.000",6.3900
612 -16/09/2035,USD,S.F.T.,16/03/2026,53,3.475,6 Ay,"1,033.000","1,055.000",6.5200
670 -17/03/2036,USD,S.F.T.,17/03/2026,54,3.437,6 Ay,"1,030.000","1,054.000",6.4600
636 -04/11/2036,USD,S.F.T.,04/05/2026,102,3.400,6 Ay,"1,004.000","1,026.000",6.6500
601 -14/01/2038,USD,S.F.T.,14/07/2026,173,3.437,6 Ay,986.000,"1,008.000",6.7900
663 -05/03/2038,USD,S.F.T.,05/03/2026,42,3.625,6 Ay,"1,071.000","1,096.000",6.4300
675 -30/05/2040,USD,S.F.T.,30/05/2026,128,3.375,6 Ay,972.000,"1,000.000",6.8600
678 -14/01/2041,USD,S.F.T.,14/07/2026,173,3.000,6 Ay,880.000,906.000,7.0400
667 -16/04/2043,USD,S.F.T.,16/04/2026,84,2.437,6 Ay,762.000,786.000,7.1900
615 -17/02/2045,USD,S.F.T.,17/02/2026,26,3.312,6 Ay,937.000,961.000,7.2900
610 -11/05/2047,USD,S.F.T.,11/05/2026,109,2.875,6 Ay,813.000,837.000,7.3900
647 -16/02/2026,EUR,S.F.T.,16/02/2026,25,5.200,12 Ay,"1,049.600","1,051.600",0.5600
642 -08/07/2027,EUR,S.F.T.,08/07/2026,167,4.375,12 Ay,"1,046.000","1,061.000",1.7600
682 -21/05/2030,EUR,S.F.T.,21/05/2026,119,5.875,12 Ay,"1,109.000","1,125.000",3.7000
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,207,5.641,12 Ay,"1,058.000","1,074.000",4.2300
