Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
640 -23/12/2023,USD,S.F.T.,23/12/2023,108,3.625,6 Ay,"1,014.000","1,028.000",2.6700
673 -22/03/2024,USD,S.F.T.,22/09/2023,16,2.875,6 Ay,"1,016.000","1,032.000",4.6500
671 -10/08/2024,USD,S.F.T.,10/02/2024,157,3.175,6 Ay,996.000,"1,012.000",5.5100
612 -14/11/2024,USD,S.F.T.,14/11/2023,69,2.800,6 Ay,997.000,"1,013.000",5.9800
622 -05/02/2025,USD,S.F.T.,05/02/2024,152,3.687,6 Ay,"1,004.000","1,020.000",6.3400
616 -13/03/2025,USD,S.F.T.,13/09/2023,7,2.125,6 Ay,971.000,988.000,6.5300
659 -14/10/2025,USD,S.F.T.,14/10/2023,38,3.187,6 Ay,997.000,"1,014.000",6.9500
691 -26/01/2026,USD,S.F.T.,26/01/2024,142,2.375,6 Ay,937.000,954.000,7.1200
669 -14/04/2026,USD,S.F.T.,14/10/2023,38,2.125,6 Ay,933.000,950.000,7.1000
680 -09/10/2026,USD,S.F.T.,09/10/2023,33,2.437,6 Ay,936.000,954.000,7.2900
637 -25/03/2027,USD,S.F.T.,25/09/2023,19,3.000,6 Ay,961.000,980.000,7.5300
611 -24/09/2027,USD,S.F.T.,24/09/2023,18,4.300,6 Ay,"1,051.000","1,070.000",7.6800
629 -15/01/2028,USD,S.F.T.,15/01/2024,131,4.937,6 Ay,"1,062.000","1,082.000",7.9900
638 -17/02/2028,USD,S.F.T.,17/02/2024,164,2.562,6 Ay,890.000,910.000,7.6200
654 -24/10/2028,USD,S.F.T.,24/10/2023,48,3.062,6 Ay,933.000,953.000,7.7900
688 -14/03/2029,USD,S.F.T.,14/09/2023,8,4.687,6 Ay,"1,072.000","1,092.000",8.2900
645 -26/04/2029,USD,S.F.T.,26/10/2023,50,3.812,6 Ay,989.000,"1,011.000",7.9900
630 -15/01/2030,USD,S.F.T.,15/01/2024,131,5.937,6 Ay,"1,182.000","1,208.000",7.9800
668 -13/03/2030,USD,S.F.T.,13/09/2023,7,2.625,6 Ay,861.000,883.000,8.1000
695 -13/07/2030,USD,S.F.T.,13/01/2024,129,4.562,6 Ay,"1,019.000","1,041.000",8.5800
628 -15/01/2031,USD,S.F.T.,15/01/2024,131,2.975,6 Ay,862.000,886.000,8.2000
698 -26/06/2031,USD,S.F.T.,26/12/2023,111,2.937,6 Ay,855.000,879.000,8.2000
617 -19/01/2033,USD,S.F.T.,19/01/2024,135,4.687,6 Ay,"1,040.000","1,064.000",8.5600
623 -20/09/2033,USD,S.F.T.,20/09/2023,14,3.250,6 Ay,896.000,920.000,8.1200
631 -14/02/2034,USD,S.F.T.,14/02/2024,161,4.000,6 Ay,974.000,"1,000.000",8.0700
670 -17/03/2036,USD,S.F.T.,17/09/2023,11,3.437,6 Ay,893.000,917.000,8.3800
663 -05/03/2038,USD,S.F.T.,05/03/2024,181,3.625,6 Ay,886.000,910.000,8.3300
675 -30/05/2040,USD,S.F.T.,30/11/2023,85,3.375,6 Ay,836.000,862.000,8.5100
678 -14/01/2041,USD,S.F.T.,14/01/2024,130,3.000,6 Ay,765.000,793.000,8.3800
667 -16/04/2043,USD,S.F.T.,16/10/2023,40,2.437,6 Ay,667.000,691.000,8.2900
615 -17/02/2045,USD,S.F.T.,17/02/2024,164,3.312,6 Ay,790.000,818.000,8.5200
610 -11/05/2047,USD,S.F.T.,11/11/2023,66,2.875,6 Ay,712.000,736.000,8.5500
613 -31/03/2025,EUR,S.F.T.,31/03/2024,207,4.625,12 Ay,"1,008.000","1,042.000",3.1600
646 -14/06/2025,EUR,S.F.T.,14/06/2024,282,3.250,12 Ay,970.000,"1,010.000",3.1000
647 -16/02/2026,EUR,S.F.T.,16/02/2024,163,5.200,12 Ay,"1,014.000","1,039.000",4.7300
642 -08/07/2027,EUR,S.F.T.,08/07/2024,306,4.375,12 Ay,945.000,970.000,5.4700
