Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
669 -14/04/2026,USD,S.F.T.,14/04/2026,40,2.125,6 Ay,"1,014.800","1,018.800",2.2200
680 -09/10/2026,USD,S.F.T.,09/04/2026,35,2.437,6 Ay,"1,019.000","1,028.000",3.4600
637 -25/03/2027,USD,S.F.T.,25/03/2026,20,3.000,6 Ay,"1,034.000","1,048.000",3.9100
611 -24/09/2027,USD,S.F.T.,24/03/2026,19,4.300,6 Ay,"1,091.000","1,105.000",4.1300
629 -15/01/2028,USD,S.F.T.,15/07/2026,132,4.937,6 Ay,"1,094.000","1,108.000",4.5300
638 -17/02/2028,USD,S.F.T.,17/08/2026,165,2.562,6 Ay,996.000,"1,011.000",4.6700
654 -24/10/2028,USD,S.F.T.,24/04/2026,50,3.062,6 Ay,"1,037.000","1,052.000",4.9100
688 -14/03/2029,USD,S.F.T.,14/03/2026,9,4.687,6 Ay,"1,147.000","1,162.000",5.1300
645 -26/04/2029,USD,S.F.T.,26/04/2026,52,3.812,6 Ay,"1,082.000","1,098.000",5.1600
630 -15/01/2030,USD,S.F.T.,15/07/2026,132,5.937,6 Ay,"1,231.000","1,256.000",4.9800
668 -13/03/2030,USD,S.F.T.,13/03/2026,8,2.625,6 Ay,998.000,"1,018.000",5.4500
695 -13/07/2030,USD,S.F.T.,13/07/2026,130,4.562,6 Ay,"1,130.000","1,150.000",5.5400
628 -15/01/2031,USD,S.F.T.,15/07/2026,132,2.975,6 Ay,998.000,"1,018.000",5.7200
698 -26/06/2031,USD,S.F.T.,26/06/2026,113,2.937,6 Ay,995.000,"1,015.000",5.7900
662 -12/02/2032,USD,S.F.T.,12/08/2026,160,3.562,6 Ay,"1,038.000","1,058.000",6.0400
650 -29/05/2032,USD,S.F.T.,29/05/2026,85,3.625,6 Ay,"1,056.000","1,076.000",6.1400
624 -17/07/2032,USD,S.F.T.,17/07/2026,134,3.562,6 Ay,"1,038.000","1,060.000",6.1500
617 -19/01/2033,USD,S.F.T.,19/07/2026,136,4.687,6 Ay,"1,159.000","1,181.000",6.3000
692*** -14/03/2033,USD,S.F.T.,14/03/2026,9,1.050,6 Ay,982.000,"1,004.000",6.3900
623 -20/09/2033,USD,S.F.T.,20/03/2026,15,3.250,6 Ay,"1,015.000","1,037.000",6.3800
631 -14/02/2034,USD,S.F.T.,14/08/2026,162,4.000,6 Ay,"1,091.000","1,115.000",6.2200
660 -15/05/2034,USD,S.F.T.,15/05/2026,71,3.812,6 Ay,"1,078.000","1,100.000",6.4100
644 -03/01/2035,USD,S.F.T.,03/07/2026,120,3.250,6 Ay,989.000,"1,011.000",6.5000
612 -16/09/2035,USD,S.F.T.,16/03/2026,11,3.475,6 Ay,"1,031.000","1,053.000",6.6600
670 -17/03/2036,USD,S.F.T.,17/03/2026,12,3.437,6 Ay,"1,030.000","1,054.000",6.5700
636 -04/11/2036,USD,S.F.T.,04/05/2026,60,3.400,6 Ay,"1,007.000","1,029.000",6.7200
601 -14/01/2038,USD,S.F.T.,14/07/2026,131,3.437,6 Ay,988.000,"1,010.000",6.8700
663 -05/03/2038,USD,S.F.T.,05/03/2026,184,3.625,6 Ay,"1,037.000","1,062.000",6.5000
675 -30/05/2040,USD,S.F.T.,30/05/2026,86,3.375,6 Ay,974.000,"1,002.000",6.9200
678 -14/01/2041,USD,S.F.T.,14/07/2026,131,3.000,6 Ay,885.000,911.000,7.0700
667 -16/04/2043,USD,S.F.T.,16/04/2026,42,2.437,6 Ay,764.000,788.000,7.2500
615 -17/02/2045,USD,S.F.T.,17/08/2026,165,3.312,6 Ay,905.000,929.000,7.3600
610 -11/05/2047,USD,S.F.T.,11/05/2026,67,2.875,6 Ay,818.000,842.000,7.4100
642 -08/07/2027,EUR,S.F.T.,08/07/2026,125,4.375,12 Ay,"1,050.000","1,062.000",1.8400
682 -21/05/2030,EUR,S.F.T.,21/05/2026,77,5.875,12 Ay,"1,111.000","1,126.000",3.7900
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,165,5.641,12 Ay,"1,062.000","1,077.000",4.2700
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,370,5.545,12 Ay,"1,001.000","1,018.000",4.9200
