Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,137,3.175,6 Ay,"1,007.000","1,018.000",3.6300
612 -14/11/2024,USD,S.F.T.,14/05/2024,49,2.800,6 Ay,"1,016.000","1,029.000",4.2200
622 -05/02/2025,USD,S.F.T.,05/08/2024,132,3.687,6 Ay,"1,018.000","1,031.000",4.8900
616 -13/03/2025,USD,S.F.T.,13/09/2024,171,2.125,6 Ay,978.000,994.000,5.0600
659 -14/10/2025,USD,S.F.T.,14/04/2024,19,3.187,6 Ay,"1,026.000","1,041.000",5.5300
691 -26/01/2026,USD,S.F.T.,26/07/2024,122,2.375,6 Ay,978.000,993.000,5.6100
669 -14/04/2026,USD,S.F.T.,14/04/2024,19,2.125,6 Ay,975.000,992.000,5.6700
680 -09/10/2026,USD,S.F.T.,09/04/2024,14,2.437,6 Ay,984.000,"1,001.000",5.8000
637 -25/03/2027,USD,S.F.T.,25/09/2024,183,3.000,6 Ay,979.000,997.000,6.1200
611 -24/09/2027,USD,S.F.T.,24/09/2024,182,4.300,6 Ay,"1,053.000","1,071.000",6.3200
629 -15/01/2028,USD,S.F.T.,15/07/2024,111,4.937,6 Ay,"1,112.000","1,130.000",6.5400
638 -17/02/2028,USD,S.F.T.,17/08/2024,144,2.562,6 Ay,946.000,963.000,6.3700
654 -24/10/2028,USD,S.F.T.,24/04/2024,29,3.062,6 Ay,994.000,"1,011.000",6.5000
688 -14/03/2029,USD,S.F.T.,14/09/2024,172,4.687,6 Ay,"1,081.000","1,100.000",7.0300
645 -26/04/2029,USD,S.F.T.,26/04/2024,31,3.812,6 Ay,"1,040.000","1,061.000",6.9300
630 -15/01/2030,USD,S.F.T.,15/07/2024,111,5.937,6 Ay,"1,256.000","1,280.000",6.4900
668 -13/03/2030,USD,S.F.T.,13/09/2024,171,2.625,6 Ay,895.000,915.000,7.0600
695 -13/07/2030,USD,S.F.T.,13/07/2024,109,4.562,6 Ay,"1,090.000","1,110.000",7.2800
628 -15/01/2031,USD,S.F.T.,15/07/2024,111,2.975,6 Ay,925.000,945.000,7.2100
698 -26/06/2031,USD,S.F.T.,26/06/2024,92,2.937,6 Ay,921.000,941.000,7.1900
617 -19/01/2033,USD,S.F.T.,19/07/2024,115,4.687,6 Ay,"1,118.000","1,138.000",7.4800
623 -20/09/2033,USD,S.F.T.,20/09/2024,178,3.250,6 Ay,927.000,947.000,7.3000
631 -14/02/2034,USD,S.F.T.,14/08/2024,141,4.000,6 Ay,"1,037.000","1,059.000",7.2800
660*** -15/05/2034,USD,S.F.T.,15/05/2024,50,1.906,6 Ay,999.000,"1,019.000",7.4800
670 -17/03/2036,USD,S.F.T.,17/09/2024,175,3.437,6 Ay,933.000,953.000,7.5000
663 -05/03/2038,USD,S.F.T.,05/09/2024,163,3.625,6 Ay,953.000,975.000,7.5900
675 -30/05/2040,USD,S.F.T.,30/05/2024,65,3.375,6 Ay,900.000,924.000,7.8200
678 -14/01/2041,USD,S.F.T.,14/07/2024,110,3.000,6 Ay,822.000,842.000,7.8400
667 -16/04/2043,USD,S.F.T.,16/04/2024,21,2.437,6 Ay,709.000,729.000,7.8600
615 -17/02/2045,USD,S.F.T.,17/08/2024,144,3.312,6 Ay,851.000,871.000,7.9700
610 -11/05/2047,USD,S.F.T.,11/05/2024,46,2.875,6 Ay,767.000,787.000,7.9900
613 -31/03/2025,EUR,S.F.T.,31/03/2024,5,4.625,12 Ay,"1,044.000","1,063.000",2.8600
646 -14/06/2025,EUR,S.F.T.,14/06/2024,80,3.250,12 Ay,"1,010.000","1,028.000",3.0200
647 -16/02/2026,EUR,S.F.T.,16/02/2025,327,5.200,12 Ay,"1,010.000","1,031.000",3.7800
642 -08/07/2027,EUR,S.F.T.,08/07/2024,104,4.375,12 Ay,"1,018.000","1,039.000",4.1100
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,421,6.854,12 Ay,987.000,"1,008.000",5.7300
