Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,9,3.175,6 Ay,"1,023.600","1,031.600",0.5800
612 -14/11/2024,USD,S.F.T.,14/11/2024,105,2.800,6 Ay,"1,004.000","1,017.000",3.7800
622 -05/02/2025,USD,S.F.T.,05/08/2024,4,3.687,6 Ay,"1,036.000","1,049.000",4.7800
616 -13/03/2025,USD,S.F.T.,13/09/2024,43,2.125,6 Ay,997.000,"1,013.000",4.7900
659 -14/10/2025,USD,S.F.T.,14/10/2024,74,3.187,6 Ay,"1,015.000","1,030.000",5.4000
691 -26/01/2026,USD,S.F.T.,26/01/2025,178,2.375,6 Ay,976.000,991.000,5.4300
669 -14/04/2026,USD,S.F.T.,14/10/2024,74,2.125,6 Ay,977.000,994.000,5.4100
680 -09/10/2026,USD,S.F.T.,09/10/2024,69,2.437,6 Ay,983.000,"1,000.000",5.6200
637 -25/03/2027,USD,S.F.T.,25/09/2024,55,3.000,6 Ay,"1,010.000","1,028.000",5.7100
611 -24/09/2027,USD,S.F.T.,24/09/2024,54,4.300,6 Ay,"1,090.000","1,108.000",5.8600
629 -15/01/2028,USD,S.F.T.,15/01/2025,167,4.937,6 Ay,"1,105.000","1,123.000",6.0200
638 -17/02/2028,USD,S.F.T.,17/08/2024,16,2.562,6 Ay,979.000,996.000,5.9900
654 -24/10/2028,USD,S.F.T.,24/10/2024,84,3.062,6 Ay,"1,000.000","1,017.000",6.1100
688 -14/03/2029,USD,S.F.T.,14/09/2024,44,4.687,6 Ay,"1,131.000","1,150.000",6.4700
645 -26/04/2029,USD,S.F.T.,26/10/2024,86,3.812,6 Ay,"1,046.000","1,067.000",6.4600
630 -15/01/2030,USD,S.F.T.,15/01/2025,167,5.937,6 Ay,"1,267.000","1,291.000",5.7100
668 -13/03/2030,USD,S.F.T.,13/09/2024,43,2.625,6 Ay,946.000,966.000,6.4100
695 -13/07/2030,USD,S.F.T.,13/01/2025,165,4.562,6 Ay,"1,104.000","1,124.000",6.6600
628 -15/01/2031,USD,S.F.T.,15/01/2025,167,2.975,6 Ay,941.000,961.000,6.7600
698 -26/06/2031,USD,S.F.T.,26/12/2024,147,2.937,6 Ay,936.000,956.000,6.7700
624 -17/07/2032,USD,S.F.T.,17/01/2025,169,3.562,6 Ay,993.000,"1,013.000",6.9500
617 -19/01/2033,USD,S.F.T.,19/01/2025,171,4.687,6 Ay,"1,133.000","1,153.000",7.0000
623 -20/09/2033,USD,S.F.T.,20/09/2024,50,3.250,6 Ay,977.000,997.000,6.9000
631 -14/02/2034,USD,S.F.T.,14/08/2024,13,4.000,6 Ay,"1,100.000","1,122.000",6.7800
660 -15/05/2034,USD,S.F.T.,15/11/2024,106,3.812,6 Ay,"1,037.000","1,057.000",7.0500
670 -17/03/2036,USD,S.F.T.,17/09/2024,47,3.437,6 Ay,985.000,"1,005.000",7.1500
663 -05/03/2038,USD,S.F.T.,05/09/2024,35,3.625,6 Ay,"1,021.000","1,043.000",7.0900
675 -30/05/2040,USD,S.F.T.,30/11/2024,121,3.375,6 Ay,930.000,954.000,7.3600
678 -14/01/2041,USD,S.F.T.,14/01/2025,166,3.000,6 Ay,848.000,868.000,7.4300
667 -16/04/2043,USD,S.F.T.,16/10/2024,76,2.437,6 Ay,728.000,748.000,7.5500
615 -17/02/2045,USD,S.F.T.,17/08/2024,16,3.312,6 Ay,902.000,922.000,7.6900
610 -11/05/2047,USD,S.F.T.,11/11/2024,102,2.875,6 Ay,787.000,807.000,7.6900
613 -31/03/2025,EUR,S.F.T.,31/03/2025,242,4.625,12 Ay,"1,008.000","1,027.000",2.8300
646 -14/06/2025,EUR,S.F.T.,14/06/2025,317,3.250,12 Ay,987.000,"1,005.000",3.1500
647 -16/02/2026,EUR,S.F.T.,16/02/2025,199,5.200,12 Ay,"1,024.000","1,045.000",3.7400
642 -08/07/2027,EUR,S.F.T.,08/07/2025,341,4.375,12 Ay,988.000,"1,009.000",4.1500
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,293,6.854,12 Ay,"1,019.000","1,040.000",5.4900
