Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,53,2.437,6 Ay,"1,017.000","1,020.000",2.9700
637 -25/03/2027,USD,S.F.T.,25/09/2026,39,3.000,6 Ay,"1,029.000","1,034.000",4.2400
611 -24/09/2027,USD,S.F.T.,24/09/2026,38,4.300,6 Ay,"1,062.500","1,073.500",4.8800
629 -15/01/2028,USD,S.F.T.,15/01/2027,151,4.937,6 Ay,"1,061.000","1,073.000",5.0900
638 -17/02/2028,USD,S.F.T.,17/08/2026,184,2.562,6 Ay,983.000,998.000,5.2700
654 -24/10/2028,USD,S.F.T.,24/10/2026,68,3.062,6 Ay,"1,018.000","1,033.000",5.4400
688 -14/03/2029,USD,S.F.T.,14/09/2026,28,4.687,6 Ay,"1,115.000","1,130.000",5.5700
645 -26/04/2029,USD,S.F.T.,26/10/2026,70,3.812,6 Ay,"1,057.000","1,073.000",5.6100
630 -15/01/2030,USD,S.F.T.,15/01/2027,151,5.937,6 Ay,"1,181.000","1,202.000",5.6200
668 -13/03/2030,USD,S.F.T.,13/09/2026,27,2.625,6 Ay,982.000,"1,002.000",5.8900
695 -13/07/2030,USD,S.F.T.,13/01/2027,149,4.562,6 Ay,"1,093.000","1,113.000",6.0800
628 -15/01/2031,USD,S.F.T.,15/01/2027,151,2.975,6 Ay,977.000,997.000,6.1700
685*** -22/05/2031,USD,S.F.T.,22/11/2026,97,3.718,6 Ay,"1,004.000","1,024.000",6.2800
698 -26/06/2031,USD,S.F.T.,26/12/2026,131,2.937,6 Ay,973.000,993.000,6.2400
662 -12/02/2032,USD,S.F.T.,12/02/2027,179,3.562,6 Ay,"1,013.000","1,033.000",6.4200
650 -29/05/2032,USD,S.F.T.,29/11/2026,104,3.625,6 Ay,"1,031.000","1,052.000",6.4800
624 -17/07/2032,USD,S.F.T.,17/01/2027,153,3.562,6 Ay,"1,015.000","1,037.000",6.4800
617 -19/01/2033,USD,S.F.T.,19/01/2027,155,4.687,6 Ay,"1,129.000","1,152.000",6.5700
692 -14/03/2033,USD,S.F.T.,14/09/2026,28,3.150,6 Ay,990.000,"1,012.000",6.5800
623 -20/09/2033,USD,S.F.T.,20/09/2026,34,3.250,6 Ay,"1,000.000","1,023.000",6.5600
631 -14/02/2034,USD,S.F.T.,14/02/2027,181,4.000,6 Ay,"1,065.000","1,089.000",6.4900
660 -15/05/2034,USD,S.F.T.,15/11/2026,90,3.812,6 Ay,"1,051.000","1,073.000",6.7200
644 -03/01/2035,USD,S.F.T.,03/01/2027,139,3.250,6 Ay,969.000,991.000,6.7700
612 -16/09/2035,USD,S.F.T.,16/09/2026,30,3.475,6 Ay,"1,014.000","1,036.000",6.8500
670 -17/03/2036,USD,S.F.T.,17/09/2026,31,3.437,6 Ay,"1,006.000","1,031.000",6.8400
636 -04/11/2036,USD,S.F.T.,04/11/2026,79,3.400,6 Ay,984.000,"1,008.000",6.9600
601 -14/01/2038,USD,S.F.T.,14/01/2027,150,3.437,6 Ay,971.000,995.000,7.0200
663 -05/03/2038,USD,S.F.T.,05/09/2026,19,3.625,6 Ay,"1,043.000","1,068.000",6.8000
675 -30/05/2040,USD,S.F.T.,30/11/2026,105,3.375,6 Ay,963.000,988.000,7.0500
678 -14/01/2041,USD,S.F.T.,14/01/2027,150,3.000,6 Ay,869.000,894.000,7.2600
667 -16/04/2043,USD,S.F.T.,16/10/2026,60,2.437,6 Ay,748.000,773.000,7.4500
615 -17/02/2045,USD,S.F.T.,17/08/2026,184,3.312,6 Ay,883.000,908.000,7.5600
610 -11/05/2047,USD,S.F.T.,11/11/2026,86,2.875,6 Ay,800.000,825.000,7.5800
642 -08/07/2027,EUR,S.F.T.,08/07/2027,325,4.375,12 Ay,"1,011.000","1,023.000",2.2800
682 -21/05/2030,EUR,S.F.T.,21/05/2027,277,5.875,12 Ay,"1,060.000","1,075.000",4.0900
607 -17/08/2031,EUR,S.F.T.,17/08/2026,365,5.200,12 Ay,"1,015.000","1,030.000",4.5200
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,205,5.545,12 Ay,"1,015.000","1,032.000",5.0600
