Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
612 -14/11/2024,USD,S.F.T.,14/11/2024,86,2.800,6 Ay,"1,010.000","1,020.000",3.3600
622 -05/02/2025,USD,S.F.T.,05/02/2025,169,3.687,6 Ay,"1,007.000","1,017.000",4.2600
616 -13/03/2025,USD,S.F.T.,13/09/2024,24,2.125,6 Ay,"1,007.000","1,020.000",3.9800
659 -14/10/2025,USD,S.F.T.,14/10/2024,55,3.187,6 Ay,"1,030.000","1,043.000",4.5000
691 -26/01/2026,USD,S.F.T.,26/01/2025,159,2.375,6 Ay,991.000,"1,004.000",4.6900
669 -14/04/2026,USD,S.F.T.,14/10/2024,55,2.125,6 Ay,994.000,"1,008.000",4.6800
680 -09/10/2026,USD,S.F.T.,09/10/2024,50,2.437,6 Ay,"1,001.000","1,015.000",5.0100
637 -25/03/2027,USD,S.F.T.,25/09/2024,36,3.000,6 Ay,"1,025.000","1,041.000",5.3000
611 -24/09/2027,USD,S.F.T.,24/09/2024,35,4.300,6 Ay,"1,107.000","1,123.000",5.4600
629 -15/01/2028,USD,S.F.T.,15/01/2025,148,4.937,6 Ay,"1,124.000","1,140.000",5.6100
638 -17/02/2028,USD,S.F.T.,17/02/2025,181,2.562,6 Ay,971.000,988.000,5.5200
654 -24/10/2028,USD,S.F.T.,24/10/2024,65,3.062,6 Ay,"1,017.000","1,034.000",5.7300
688 -14/03/2029,USD,S.F.T.,14/09/2024,25,4.687,6 Ay,"1,152.000","1,169.000",6.1100
645 -26/04/2029,USD,S.F.T.,26/10/2024,67,3.812,6 Ay,"1,067.000","1,085.000",6.1100
630 -15/01/2030,USD,S.F.T.,15/01/2025,148,5.937,6 Ay,"1,282.000","1,306.000",5.5000
668 -13/03/2030,USD,S.F.T.,13/09/2024,24,2.625,6 Ay,966.000,985.000,6.0600
695 -13/07/2030,USD,S.F.T.,13/01/2025,146,4.562,6 Ay,"1,125.000","1,143.000",6.3700
628 -15/01/2031,USD,S.F.T.,15/01/2025,148,2.975,6 Ay,959.000,977.000,6.5100
698 -26/06/2031,USD,S.F.T.,26/12/2024,128,2.937,6 Ay,956.000,974.000,6.5100
624 -17/07/2032,USD,S.F.T.,17/01/2025,150,3.562,6 Ay,"1,012.000","1,032.000",6.7000
617 -19/01/2033,USD,S.F.T.,19/01/2025,152,4.687,6 Ay,"1,154.000","1,174.000",6.7600
623 -20/09/2033,USD,S.F.T.,20/09/2024,31,3.250,6 Ay,994.000,"1,014.000",6.6900
631 -14/02/2034,USD,S.F.T.,14/02/2025,178,4.000,6 Ay,"1,082.000","1,104.000",6.5300
660 -15/05/2034,USD,S.F.T.,15/11/2024,87,3.812,6 Ay,"1,057.000","1,077.000",6.8100
670 -17/03/2036,USD,S.F.T.,17/09/2024,28,3.437,6 Ay,"1,004.000","1,024.000",6.9400
663 -05/03/2038,USD,S.F.T.,05/09/2024,16,3.625,6 Ay,"1,043.000","1,063.000",6.9100
675 -30/05/2040,USD,S.F.T.,30/11/2024,102,3.375,6 Ay,949.000,973.000,7.2000
678 -14/01/2041,USD,S.F.T.,14/01/2025,147,3.000,6 Ay,864.000,884.000,7.2900
667 -16/04/2043,USD,S.F.T.,16/10/2024,57,2.437,6 Ay,746.000,766.000,7.3700
615 -17/02/2045,USD,S.F.T.,17/02/2025,181,3.312,6 Ay,885.000,905.000,7.5500
610 -11/05/2047,USD,S.F.T.,11/11/2024,83,2.875,6 Ay,805.000,825.000,7.5100
613 -31/03/2025,EUR,S.F.T.,31/03/2025,223,4.625,12 Ay,"1,016.000","1,032.000",2.2600
646 -14/06/2025,EUR,S.F.T.,14/06/2025,298,3.250,12 Ay,996.000,"1,012.000",2.4800
647 -16/02/2026,EUR,S.F.T.,16/02/2025,180,5.200,12 Ay,"1,035.000","1,053.000",3.3300
642 -08/07/2027,EUR,S.F.T.,08/07/2025,322,4.375,12 Ay,"1,006.000","1,024.000",3.6700
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,274,6.854,12 Ay,"1,038.000","1,056.000",5.2200
