Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,19,2.375,6 Ay,"1,021.200","1,023.200",1.0200
669 -14/04/2026,USD,S.F.T.,14/04/2026,97,2.125,6 Ay,"1,009.000","1,015.000",2.2900
680 -09/10/2026,USD,S.F.T.,09/04/2026,92,2.437,6 Ay,"1,014.000","1,024.000",3.2400
637 -25/03/2027,USD,S.F.T.,25/03/2026,77,3.000,6 Ay,"1,031.000","1,046.000",3.5400
611 -24/09/2027,USD,S.F.T.,24/03/2026,76,4.300,6 Ay,"1,085.000","1,100.000",4.0000
629 -15/01/2028,USD,S.F.T.,15/01/2026,8,4.937,6 Ay,"1,138.000","1,153.000",4.3500
638 -17/02/2028,USD,S.F.T.,17/02/2026,41,2.562,6 Ay,"1,019.000","1,036.000",4.3200
654 -24/10/2028,USD,S.F.T.,24/04/2026,107,3.062,6 Ay,"1,036.000","1,053.000",4.5600
688 -14/03/2029,USD,S.F.T.,14/03/2026,66,4.687,6 Ay,"1,142.000","1,159.000",4.9300
645 -26/04/2029,USD,S.F.T.,26/04/2026,109,3.812,6 Ay,"1,079.000","1,097.000",4.9000
630 -15/01/2030,USD,S.F.T.,15/01/2026,8,5.937,6 Ay,"1,293.000","1,321.000",4.6000
668 -13/03/2030,USD,S.F.T.,13/03/2026,65,2.625,6 Ay,997.000,"1,017.000",5.2400
695 -13/07/2030,USD,S.F.T.,13/01/2026,6,4.562,6 Ay,"1,176.000","1,196.000",5.3000
628 -15/01/2031,USD,S.F.T.,15/01/2026,8,2.975,6 Ay,"1,026.000","1,046.000",5.5400
698 -26/06/2031,USD,S.F.T.,26/06/2026,170,2.937,6 Ay,992.000,"1,012.000",5.6500
662 -12/02/2032,USD,S.F.T.,12/02/2026,36,3.562,6 Ay,"1,074.000","1,094.000",5.8400
650 -29/05/2032,USD,S.F.T.,29/05/2026,142,3.625,6 Ay,"1,059.000","1,079.000",5.8900
624 -17/07/2032,USD,S.F.T.,17/01/2026,10,3.562,6 Ay,"1,077.000","1,099.000",5.9000
617 -19/01/2033,USD,S.F.T.,19/01/2026,12,4.687,6 Ay,"1,211.000","1,233.000",6.0300
623 -20/09/2033,USD,S.F.T.,20/03/2026,72,3.250,6 Ay,"1,024.000","1,046.000",6.0600
631 -14/02/2034,USD,S.F.T.,14/02/2026,38,4.000,6 Ay,"1,136.000","1,160.000",5.9800
660 -15/05/2034,USD,S.F.T.,15/05/2026,128,3.812,6 Ay,"1,084.000","1,106.000",6.1500
644 -03/01/2035,USD,S.F.T.,03/07/2026,177,3.250,6 Ay,993.000,"1,015.000",6.2900
612 -16/09/2035,USD,S.F.T.,16/03/2026,68,3.475,6 Ay,"1,038.000","1,060.000",6.4100
670 -17/03/2036,USD,S.F.T.,17/03/2026,69,3.437,6 Ay,"1,035.000","1,059.000",6.3600
636 -04/11/2036,USD,S.F.T.,04/05/2026,117,3.400,6 Ay,"1,008.000","1,030.000",6.5600
663 -05/03/2038,USD,S.F.T.,05/03/2026,57,3.625,6 Ay,"1,085.000","1,110.000",6.2400
675 -30/05/2040,USD,S.F.T.,30/05/2026,143,3.375,6 Ay,979.200,"1,007.200",6.7500
678 -14/01/2041,USD,S.F.T.,14/01/2026,7,3.000,6 Ay,913.000,939.000,6.9700
667 -16/04/2043,USD,S.F.T.,16/04/2026,99,2.437,6 Ay,764.000,788.000,7.1400
615 -17/02/2045,USD,S.F.T.,17/02/2026,41,3.312,6 Ay,940.000,964.000,7.2300
610 -11/05/2047,USD,S.F.T.,11/05/2026,124,2.875,6 Ay,813.000,837.000,7.3600
647 -16/02/2026,EUR,S.F.T.,16/02/2026,40,5.200,12 Ay,"1,049.000","1,051.000",0.8700
642 -08/07/2027,EUR,S.F.T.,08/07/2026,182,4.375,12 Ay,"1,039.000","1,059.000",1.8400
682 -21/05/2030,EUR,S.F.T.,21/05/2026,134,5.875,12 Ay,"1,105.000","1,125.000",3.6600
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,222,5.641,12 Ay,"1,054.000","1,074.000",4.1900
