Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
673 -22/03/2024,USD,S.F.T.,22/03/2024,87,2.875,6 Ay,"1,012.000","1,023.000",2.3500
671 -10/08/2024,USD,S.F.T.,10/02/2024,46,3.175,6 Ay,"1,024.000","1,038.000",4.0500
612 -14/11/2024,USD,S.F.T.,14/05/2024,140,2.800,6 Ay,"1,000.000","1,016.000",4.4900
622 -05/02/2025,USD,S.F.T.,05/02/2024,41,3.687,6 Ay,"1,040.000","1,056.000",4.8300
616 -13/03/2025,USD,S.F.T.,13/03/2024,78,2.125,6 Ay,988.000,"1,005.000",4.8600
659 -14/10/2025,USD,S.F.T.,14/04/2024,110,3.187,6 Ay,"1,012.000","1,029.000",5.4100
691 -26/01/2026,USD,S.F.T.,26/01/2024,31,2.375,6 Ay,983.000,"1,001.000",5.7200
669 -14/04/2026,USD,S.F.T.,14/04/2024,110,2.125,6 Ay,962.000,980.000,5.5800
680 -09/10/2026,USD,S.F.T.,09/04/2024,105,2.437,6 Ay,970.000,989.000,5.7100
637 -25/03/2027,USD,S.F.T.,25/03/2024,90,3.000,6 Ay,998.000,"1,017.000",5.9300
611 -24/09/2027,USD,S.F.T.,24/03/2024,89,4.300,6 Ay,"1,083.000","1,103.000",6.1400
629 -15/01/2028,USD,S.F.T.,15/01/2024,20,4.937,6 Ay,"1,146.000","1,167.000",6.3900
638 -17/02/2028,USD,S.F.T.,17/02/2024,53,2.562,6 Ay,965.000,985.000,6.0500
654 -24/10/2028,USD,S.F.T.,24/04/2024,120,3.062,6 Ay,988.000,"1,008.000",6.1800
688 -14/03/2029,USD,S.F.T.,14/03/2024,79,4.687,6 Ay,"1,127.000","1,147.000",6.6000
645 -26/04/2029,USD,S.F.T.,26/04/2024,122,3.812,6 Ay,"1,042.000","1,064.000",6.4700
630 -15/01/2030,USD,S.F.T.,15/01/2024,20,5.937,6 Ay,"1,297.000","1,323.000",6.4200
668 -13/03/2030,USD,S.F.T.,13/03/2024,78,2.625,6 Ay,926.000,949.000,6.5600
695 -13/07/2030,USD,S.F.T.,13/01/2024,18,4.562,6 Ay,"1,136.000","1,159.000",6.8600
628 -15/01/2031,USD,S.F.T.,15/01/2024,20,2.975,6 Ay,961.000,985.000,6.7000
698 -26/06/2031,USD,S.F.T.,26/12/2023,183,2.937,6 Ay,927.000,950.000,6.7400
617 -19/01/2033,USD,S.F.T.,19/01/2024,24,4.687,6 Ay,"1,161.000","1,184.000",7.2000
623 -20/09/2033,USD,S.F.T.,20/03/2024,85,3.250,6 Ay,967.000,990.000,6.8900
631 -14/02/2034,USD,S.F.T.,14/02/2024,50,4.000,6 Ay,"1,080.000","1,105.000",6.9500
670 -17/03/2036,USD,S.F.T.,17/03/2024,82,3.437,6 Ay,967.000,990.000,7.2300
663 -05/03/2038,USD,S.F.T.,05/03/2024,70,3.625,6 Ay,996.000,"1,019.000",7.2900
675 -30/05/2040,USD,S.F.T.,30/05/2024,156,3.375,6 Ay,917.000,943.000,7.4100
678 -14/01/2041,USD,S.F.T.,14/01/2024,19,3.000,6 Ay,869.000,894.000,7.3800
667 -16/04/2043,USD,S.F.T.,16/04/2024,112,2.437,6 Ay,735.000,758.000,7.3300
615 -17/02/2045,USD,S.F.T.,17/02/2024,53,3.312,6 Ay,901.000,924.000,7.5800
610 -11/05/2047,USD,S.F.T.,11/05/2024,137,2.875,6 Ay,789.000,812.000,7.5400
613 -31/03/2025,EUR,S.F.T.,31/03/2024,96,4.625,12 Ay,"1,032.000","1,051.000",3.2300
646 -14/06/2025,EUR,S.F.T.,14/06/2024,171,3.250,12 Ay,"1,004.000","1,022.000",2.9100
647 -16/02/2026,EUR,S.F.T.,16/02/2024,52,5.200,12 Ay,"1,052.000","1,073.000",3.7900
642 -08/07/2027,EUR,S.F.T.,08/07/2024,195,4.375,12 Ay,"1,005.000","1,026.000",4.2000
