Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
612 -14/11/2024,USD,S.F.T.,14/11/2024,52,2.800,6 Ay,"1,015.000","1,025.000",2.0700
622 -05/02/2025,USD,S.F.T.,05/02/2025,135,3.687,6 Ay,"1,013.000","1,023.000",3.7000
616 -13/03/2025,USD,S.F.T.,13/03/2025,171,2.125,6 Ay,990.000,"1,004.000",3.6400
659 -14/10/2025,USD,S.F.T.,14/10/2024,21,3.187,6 Ay,"1,038.000","1,052.000",4.0500
691 -26/01/2026,USD,S.F.T.,26/01/2025,125,2.375,6 Ay,"1,000.000","1,014.000",4.2400
669 -14/04/2026,USD,S.F.T.,14/10/2024,21,2.125,6 Ay,"1,005.000","1,019.000",4.2300
680 -09/10/2026,USD,S.F.T.,09/10/2024,16,2.437,6 Ay,"1,014.000","1,028.000",4.5700
637 -25/03/2027,USD,S.F.T.,25/09/2024,2,3.000,6 Ay,"1,043.000","1,059.000",4.7400
611 -24/09/2027,USD,S.F.T.,24/09/2024,1,4.300,6 Ay,"1,127.000","1,143.000",4.9700
629 -15/01/2028,USD,S.F.T.,15/01/2025,114,4.937,6 Ay,"1,143.000","1,159.000",5.2000
638 -17/02/2028,USD,S.F.T.,17/02/2025,147,2.562,6 Ay,988.000,"1,005.000",5.1300
654 -24/10/2028,USD,S.F.T.,24/10/2024,31,3.062,6 Ay,"1,037.000","1,054.000",5.3300
688 -14/03/2029,USD,S.F.T.,14/03/2025,172,4.687,6 Ay,"1,129.000","1,146.000",5.6900
645 -26/04/2029,USD,S.F.T.,26/10/2024,33,3.812,6 Ay,"1,090.000","1,108.000",5.7000
630 -15/01/2030,USD,S.F.T.,15/01/2025,114,5.937,6 Ay,"1,305.000","1,329.000",5.1900
668 -13/03/2030,USD,S.F.T.,13/03/2025,171,2.625,6 Ay,959.000,978.000,5.7600
695 -13/07/2030,USD,S.F.T.,13/01/2025,112,4.562,6 Ay,"1,150.000","1,168.000",6.0200
628 -15/01/2031,USD,S.F.T.,15/01/2025,114,2.975,6 Ay,983.000,"1,001.000",6.1500
698 -26/06/2031,USD,S.F.T.,26/12/2024,94,2.937,6 Ay,979.000,997.000,6.1900
624 -17/07/2032,USD,S.F.T.,17/01/2025,116,3.562,6 Ay,"1,036.000","1,056.000",6.4200
617 -19/01/2033,USD,S.F.T.,19/01/2025,118,4.687,6 Ay,"1,180.000","1,200.000",6.4900
623 -20/09/2033,USD,S.F.T.,20/03/2025,178,3.250,6 Ay,985.000,"1,005.000",6.4300
631 -14/02/2034,USD,S.F.T.,14/02/2025,144,4.000,6 Ay,"1,109.000","1,131.000",6.2600
660 -15/05/2034,USD,S.F.T.,15/11/2024,53,3.812,6 Ay,"1,087.000","1,107.000",6.5000
670 -17/03/2036,USD,S.F.T.,17/03/2025,175,3.437,6 Ay,997.000,"1,017.000",6.6700
663 -05/03/2038,USD,S.F.T.,05/03/2025,163,3.625,6 Ay,"1,036.000","1,056.000",6.6500
675 -30/05/2040,USD,S.F.T.,30/11/2024,68,3.375,6 Ay,978.000,"1,002.000",6.9500
678 -14/01/2041,USD,S.F.T.,14/01/2025,113,3.000,6 Ay,889.000,909.000,7.0700
667 -16/04/2043,USD,S.F.T.,16/10/2024,23,2.437,6 Ay,772.000,792.000,7.1200
615 -17/02/2045,USD,S.F.T.,17/02/2025,147,3.312,6 Ay,914.000,934.000,7.3100
610 -11/05/2047,USD,S.F.T.,11/11/2024,49,2.875,6 Ay,830.000,850.000,7.3100
613 -31/03/2025,EUR,S.F.T.,31/03/2025,189,4.625,12 Ay,"1,021.000","1,037.000",1.7200
646 -14/06/2025,EUR,S.F.T.,14/06/2025,264,3.250,12 Ay,"1,002.000","1,018.000",1.9700
647 -16/02/2026,EUR,S.F.T.,16/02/2025,146,5.200,12 Ay,"1,047.000","1,065.000",2.7000
642 -08/07/2027,EUR,S.F.T.,08/07/2025,288,4.375,12 Ay,"1,017.000","1,035.000",3.3900
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,240,6.854,12 Ay,"1,065.000","1,083.000",4.7800
