Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
691 -26/01/2026,USD,S.F.T.,26/01/2026,69,2.375,6 Ay,"1,012.000","1,020.000",1.9500
669 -14/04/2026,USD,S.F.T.,14/04/2026,147,2.125,6 Ay,"1,001.000","1,011.000",2.5000
680 -09/10/2026,USD,S.F.T.,09/04/2026,142,2.437,6 Ay,"1,005.000","1,018.000",3.4100
637 -25/03/2027,USD,S.F.T.,25/03/2026,127,3.000,6 Ay,"1,023.000","1,038.000",3.7600
611 -24/09/2027,USD,S.F.T.,24/03/2026,126,4.300,6 Ay,"1,077.000","1,092.000",4.1100
629 -15/01/2028,USD,S.F.T.,15/01/2026,58,4.937,6 Ay,"1,129.000","1,144.000",4.4500
638 -17/02/2028,USD,S.F.T.,17/02/2026,91,2.562,6 Ay,"1,009.000","1,026.000",4.5000
654 -24/10/2028,USD,S.F.T.,24/04/2026,157,3.062,6 Ay,"1,022.000","1,039.000",4.8300
688 -14/03/2029,USD,S.F.T.,14/03/2026,116,4.687,6 Ay,"1,131.000","1,148.000",5.0300
645 -26/04/2029,USD,S.F.T.,26/04/2026,159,3.812,6 Ay,"1,066.000","1,084.000",5.0800
630 -15/01/2030,USD,S.F.T.,15/01/2026,58,5.937,6 Ay,"1,281.000","1,309.000",4.6900
668 -13/03/2030,USD,S.F.T.,13/03/2026,115,2.625,6 Ay,987.000,"1,007.000",5.3100
695 -13/07/2030,USD,S.F.T.,13/01/2026,56,4.562,6 Ay,"1,161.000","1,181.000",5.4500
628 -15/01/2031,USD,S.F.T.,15/01/2026,58,2.975,6 Ay,"1,013.000","1,033.000",5.6600
698 -26/06/2031,USD,S.F.T.,26/12/2025,38,2.937,6 Ay,"1,008.000","1,028.000",5.7700
662 -12/02/2032,USD,S.F.T.,12/02/2026,86,3.562,6 Ay,"1,054.000","1,074.000",6.0500
650 -29/05/2032,USD,S.F.T.,29/11/2025,11,3.625,6 Ay,"1,075.000","1,095.000",6.1000
624 -17/07/2032,USD,S.F.T.,17/01/2026,60,3.562,6 Ay,"1,056.000","1,078.000",6.1200
617 -19/01/2033,USD,S.F.T.,19/01/2026,62,4.687,6 Ay,"1,186.000","1,208.000",6.2700
623 -20/09/2033,USD,S.F.T.,20/03/2026,122,3.250,6 Ay,"1,004.000","1,026.000",6.2400
631 -14/02/2034,USD,S.F.T.,14/02/2026,88,4.000,6 Ay,"1,113.000","1,137.000",6.1800
660 -15/05/2034,USD,S.F.T.,15/05/2026,178,3.812,6 Ay,"1,060.000","1,082.000",6.3700
644 -03/01/2035,USD,S.F.T.,03/01/2026,46,3.250,6 Ay,"1,005.000","1,027.000",6.4600
612 -16/09/2035,USD,S.F.T.,16/03/2026,118,3.475,6 Ay,"1,017.000","1,039.000",6.5700
670 -17/03/2036,USD,S.F.T.,17/03/2026,119,3.437,6 Ay,"1,014.000","1,038.000",6.5200
636 -04/11/2036,USD,S.F.T.,04/05/2026,167,3.400,6 Ay,987.000,"1,009.000",6.7200
663 -05/03/2038,USD,S.F.T.,05/03/2026,107,3.625,6 Ay,"1,073.000","1,098.000",6.2700
675 -30/05/2040,USD,S.F.T.,30/11/2025,12,3.375,6 Ay,"1,002.000","1,028.000",6.7900
678 -14/01/2041,USD,S.F.T.,14/01/2026,57,3.000,6 Ay,906.000,932.000,6.9500
667 -16/04/2043,USD,S.F.T.,16/04/2026,149,2.437,6 Ay,757.000,781.000,7.1300
615 -17/02/2045,USD,S.F.T.,17/02/2026,91,3.312,6 Ay,929.000,953.000,7.2400
610 -11/05/2047,USD,S.F.T.,11/05/2026,174,2.875,6 Ay,807.000,831.000,7.3300
647 -16/02/2026,EUR,S.F.T.,16/02/2026,90,5.200,12 Ay,"1,041.000","1,051.000",0.3900
642 -08/07/2027,EUR,S.F.T.,08/07/2026,232,4.375,12 Ay,"1,035.000","1,055.000",1.9200
682 -21/05/2030,EUR,S.F.T.,21/05/2026,184,5.875,12 Ay,"1,090.000","1,110.000",3.8800
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,272,5.641,12 Ay,"1,035.000","1,055.000",4.4500
