Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,89,3.175,6 Ay,"1,013.000","1,024.000",3.1300
612 -14/11/2024,USD,S.F.T.,14/05/2024,1,2.800,6 Ay,"1,021.000","1,034.000",4.3500
622 -05/02/2025,USD,S.F.T.,05/08/2024,84,3.687,6 Ay,"1,025.000","1,038.000",4.8200
616 -13/03/2025,USD,S.F.T.,13/09/2024,123,2.125,6 Ay,988.000,"1,004.000",4.6200
659 -14/10/2025,USD,S.F.T.,14/10/2024,154,3.187,6 Ay,"1,005.000","1,020.000",5.2700
691 -26/01/2026,USD,S.F.T.,26/07/2024,74,2.375,6 Ay,990.000,"1,005.000",5.3100
669 -14/04/2026,USD,S.F.T.,14/10/2024,154,2.125,6 Ay,966.000,983.000,5.3800
680 -09/10/2026,USD,S.F.T.,09/10/2024,149,2.437,6 Ay,971.000,988.000,5.6200
637 -25/03/2027,USD,S.F.T.,25/09/2024,135,3.000,6 Ay,994.000,"1,012.000",5.8400
611 -24/09/2027,USD,S.F.T.,24/09/2024,134,4.300,6 Ay,"1,068.000","1,086.000",6.1200
629 -15/01/2028,USD,S.F.T.,15/07/2024,63,4.937,6 Ay,"1,130.000","1,148.000",6.2900
638 -17/02/2028,USD,S.F.T.,17/08/2024,96,2.562,6 Ay,959.000,976.000,6.2200
654 -24/10/2028,USD,S.F.T.,24/10/2024,164,3.062,6 Ay,976.000,993.000,6.3900
688 -14/03/2029,USD,S.F.T.,14/09/2024,124,4.687,6 Ay,"1,099.000","1,118.000",6.8400
645 -26/04/2029,USD,S.F.T.,26/10/2024,166,3.812,6 Ay,"1,018.000","1,039.000",6.7700
630 -15/01/2030,USD,S.F.T.,15/07/2024,63,5.937,6 Ay,"1,279.000","1,303.000",6.2700
668 -13/03/2030,USD,S.F.T.,13/09/2024,123,2.625,6 Ay,912.000,932.000,6.8700
695 -13/07/2030,USD,S.F.T.,13/07/2024,61,4.562,6 Ay,"1,111.000","1,131.000",7.0800
628 -15/01/2031,USD,S.F.T.,15/07/2024,63,2.975,6 Ay,939.000,959.000,7.1000
698 -26/06/2031,USD,S.F.T.,26/06/2024,44,2.937,6 Ay,935.000,955.000,7.0900
617 -19/01/2033,USD,S.F.T.,19/07/2024,67,4.687,6 Ay,"1,139.000","1,159.000",7.3300
623 -20/09/2033,USD,S.F.T.,20/09/2024,130,3.250,6 Ay,940.000,960.000,7.2400
631 -14/02/2034,USD,S.F.T.,14/08/2024,93,4.000,6 Ay,"1,058.000","1,080.000",7.1300
660*** -15/05/2034,USD,S.F.T.,15/05/2024,2,1.906,6 Ay,"1,015.000","1,035.000",7.3900
670 -17/03/2036,USD,S.F.T.,17/09/2024,127,3.437,6 Ay,946.000,966.000,7.4500
663 -05/03/2038,USD,S.F.T.,05/09/2024,115,3.625,6 Ay,974.000,996.000,7.4600
675 -30/05/2040,USD,S.F.T.,30/05/2024,17,3.375,6 Ay,920.000,944.000,7.7000
678 -14/01/2041,USD,S.F.T.,14/07/2024,62,3.000,6 Ay,835.000,855.000,7.7800
667 -16/04/2043,USD,S.F.T.,16/10/2024,156,2.437,6 Ay,696.000,716.000,7.8100
615 -17/02/2045,USD,S.F.T.,17/08/2024,96,3.312,6 Ay,862.000,882.000,7.9500
610 -11/05/2047,USD,S.F.T.,11/11/2024,182,2.875,6 Ay,750.000,770.000,7.9500
613 -31/03/2025,EUR,S.F.T.,31/03/2025,322,4.625,12 Ay,"1,004.000","1,023.000",2.5800
646 -14/06/2025,EUR,S.F.T.,14/06/2024,32,3.250,12 Ay,"1,016.000","1,034.000",2.8400
647 -16/02/2026,EUR,S.F.T.,16/02/2025,279,5.200,12 Ay,"1,021.000","1,042.000",3.4300
642 -08/07/2027,EUR,S.F.T.,08/07/2024,56,4.375,12 Ay,"1,031.000","1,052.000",3.8600
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,373,6.854,12 Ay,"1,006.000","1,027.000",5.5100
