Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/10/2025,18,3.187,6 Ay,"1,027.000","1,031.000",1.7000
691 -26/01/2026,USD,S.F.T.,26/01/2026,122,2.375,6 Ay,"1,006.000","1,014.000",2.8800
669 -14/04/2026,USD,S.F.T.,14/10/2025,18,2.125,6 Ay,"1,015.000","1,025.000",3.1600
680 -09/10/2026,USD,S.F.T.,09/10/2025,13,2.437,6 Ay,"1,021.000","1,034.000",3.7400
637 -25/03/2027,USD,S.F.T.,25/03/2026,180,3.000,6 Ay,"1,011.000","1,026.000",4.2000
611 -24/09/2027,USD,S.F.T.,24/03/2026,179,4.300,6 Ay,"1,063.000","1,078.000",4.4900
629 -15/01/2028,USD,S.F.T.,15/01/2026,111,4.937,6 Ay,"1,112.000","1,127.000",4.8800
638 -17/02/2028,USD,S.F.T.,17/02/2026,144,2.562,6 Ay,996.000,"1,013.000",4.7900
654 -24/10/2028,USD,S.F.T.,24/10/2025,28,3.062,6 Ay,"1,038.000","1,055.000",5.0900
688 -14/03/2029,USD,S.F.T.,14/03/2026,169,4.687,6 Ay,"1,113.000","1,130.000",5.3200
645 -26/04/2029,USD,S.F.T.,26/10/2025,30,3.812,6 Ay,"1,087.000","1,105.000",5.3500
630 -15/01/2030,USD,S.F.T.,15/01/2026,111,5.937,6 Ay,"1,259.000","1,287.000",4.9900
668 -13/03/2030,USD,S.F.T.,13/03/2026,168,2.625,6 Ay,968.000,988.000,5.6100
695 -13/07/2030,USD,S.F.T.,13/01/2026,109,4.562,6 Ay,"1,141.000","1,161.000",5.6900
628 -15/01/2031,USD,S.F.T.,15/01/2026,111,2.975,6 Ay,994.000,"1,014.000",5.9000
698 -26/06/2031,USD,S.F.T.,26/12/2025,91,2.937,6 Ay,992.000,"1,012.000",5.9300
662 -12/02/2032,USD,S.F.T.,12/02/2026,139,3.562,6 Ay,"1,034.000","1,054.000",6.2500
650 -29/05/2032,USD,S.F.T.,29/11/2025,64,3.625,6 Ay,"1,057.000","1,077.000",6.2600
624 -17/07/2032,USD,S.F.T.,17/01/2026,113,3.562,6 Ay,"1,035.000","1,057.000",6.3300
617 -19/01/2033,USD,S.F.T.,19/01/2026,115,4.687,6 Ay,"1,167.000","1,189.000",6.4000
623 -20/09/2033,USD,S.F.T.,20/03/2026,175,3.250,6 Ay,983.000,"1,005.000",6.4400
631 -14/02/2034,USD,S.F.T.,14/02/2026,141,4.000,6 Ay,"1,093.000","1,117.000",6.3200
660 -15/05/2034,USD,S.F.T.,15/11/2025,50,3.812,6 Ay,"1,079.000","1,101.000",6.5000
644 -03/01/2035,USD,S.F.T.,03/01/2026,99,3.250,6 Ay,988.000,"1,010.000",6.5700
612 -16/09/2035,USD,S.F.T.,16/03/2026,171,3.475,6 Ay,997.000,"1,019.000",6.7100
670 -17/03/2036,USD,S.F.T.,17/03/2026,172,3.437,6 Ay,998.000,"1,022.000",6.6000
663 -05/03/2038,USD,S.F.T.,05/03/2026,160,3.625,6 Ay,"1,048.000","1,073.000",6.4400
675 -30/05/2040,USD,S.F.T.,30/11/2025,65,3.375,6 Ay,974.000,"1,000.000",6.9900
678 -14/01/2041,USD,S.F.T.,14/01/2026,110,3.000,6 Ay,875.000,901.000,7.2100
667 -16/04/2043,USD,S.F.T.,16/10/2025,20,2.437,6 Ay,753.000,777.000,7.3800
615 -17/02/2045,USD,S.F.T.,17/02/2026,144,3.312,6 Ay,892.000,916.000,7.5300
610 -11/05/2047,USD,S.F.T.,11/11/2025,46,2.875,6 Ay,805.000,829.000,7.5700
647 -16/02/2026,EUR,S.F.T.,16/02/2026,143,5.200,12 Ay,"1,038.000","1,048.000",0.9700
642 -08/07/2027,EUR,S.F.T.,08/07/2026,285,4.375,12 Ay,"1,029.000","1,049.000",2.0900
682 -21/05/2030,EUR,S.F.T.,21/05/2026,237,5.875,12 Ay,"1,073.000","1,093.000",4.1300
607*** -17/08/2031,EUR,S.F.T.,17/08/2026,325,5.641,12 Ay,"1,015.000","1,035.000",4.7000
