Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
671 -10/08/2024,USD,S.F.T.,10/08/2024,36,3.175,6 Ay,"1,020.000","1,031.000",0.7500
612 -14/11/2024,USD,S.F.T.,14/11/2024,132,2.800,6 Ay,"1,000.000","1,013.000",4.1300
622 -05/02/2025,USD,S.F.T.,05/08/2024,31,3.687,6 Ay,"1,030.000","1,043.000",5.2000
616 -13/03/2025,USD,S.F.T.,13/09/2024,70,2.125,6 Ay,991.000,"1,007.000",5.1700
659 -14/10/2025,USD,S.F.T.,14/10/2024,101,3.187,6 Ay,"1,008.000","1,023.000",5.6500
691 -26/01/2026,USD,S.F.T.,26/07/2024,21,2.375,6 Ay,992.000,"1,007.000",5.7000
669 -14/04/2026,USD,S.F.T.,14/10/2024,101,2.125,6 Ay,969.000,986.000,5.6600
680 -09/10/2026,USD,S.F.T.,09/10/2024,96,2.437,6 Ay,975.000,992.000,5.8100
637 -25/03/2027,USD,S.F.T.,25/09/2024,82,3.000,6 Ay,"1,001.000","1,019.000",5.9000
611 -24/09/2027,USD,S.F.T.,24/09/2024,81,4.300,6 Ay,"1,079.000","1,097.000",6.0700
629 -15/01/2028,USD,S.F.T.,15/07/2024,10,4.937,6 Ay,"1,144.000","1,162.000",6.1800
638 -17/02/2028,USD,S.F.T.,17/08/2024,43,2.562,6 Ay,971.000,988.000,6.1100
654 -24/10/2028,USD,S.F.T.,24/10/2024,111,3.062,6 Ay,990.000,"1,007.000",6.2600
688 -14/03/2029,USD,S.F.T.,14/09/2024,71,4.687,6 Ay,"1,118.000","1,137.000",6.6500
645 -26/04/2029,USD,S.F.T.,26/10/2024,113,3.812,6 Ay,"1,036.000","1,057.000",6.5800
630 -15/01/2030,USD,S.F.T.,15/07/2024,10,5.937,6 Ay,"1,309.000","1,333.000",5.9300
668 -13/03/2030,USD,S.F.T.,13/09/2024,70,2.625,6 Ay,934.000,954.000,6.5800
695 -13/07/2030,USD,S.F.T.,13/07/2024,8,4.562,6 Ay,"1,134.000","1,154.000",6.8600
628 -15/01/2031,USD,S.F.T.,15/07/2024,10,2.975,6 Ay,959.000,979.000,6.9000
698 -26/06/2031,USD,S.F.T.,26/12/2024,174,2.937,6 Ay,924.000,944.000,6.9300
617 -19/01/2033,USD,S.F.T.,19/07/2024,14,4.687,6 Ay,"1,163.000","1,183.000",7.1600
623 -20/09/2033,USD,S.F.T.,20/09/2024,77,3.250,6 Ay,961.000,981.000,7.0700
631 -14/02/2034,USD,S.F.T.,14/08/2024,40,4.000,6 Ay,"1,087.000","1,109.000",6.8800
660 -15/05/2034,USD,S.F.T.,15/11/2024,133,3.812,6 Ay,"1,021.000","1,041.000",7.1900
670 -17/03/2036,USD,S.F.T.,17/09/2024,74,3.437,6 Ay,971.000,991.000,7.2500
663 -05/03/2038,USD,S.F.T.,05/09/2024,62,3.625,6 Ay,"1,007.000","1,029.000",7.1900
675 -30/05/2040,USD,S.F.T.,30/11/2024,148,3.375,6 Ay,917.000,941.000,7.4600
678 -14/01/2041,USD,S.F.T.,14/07/2024,9,3.000,6 Ay,864.000,884.000,7.5400
667 -16/04/2043,USD,S.F.T.,16/10/2024,103,2.437,6 Ay,723.000,743.000,7.5700
615 -17/02/2045,USD,S.F.T.,17/08/2024,43,3.312,6 Ay,894.000,914.000,7.7100
610 -11/05/2047,USD,S.F.T.,11/11/2024,129,2.875,6 Ay,783.000,803.000,7.6700
613 -31/03/2025,EUR,S.F.T.,31/03/2025,269,4.625,12 Ay,"1,006.000","1,025.000",2.8100
646 -14/06/2025,EUR,S.F.T.,14/06/2025,344,3.250,12 Ay,986.000,"1,004.000",3.0100
647 -16/02/2026,EUR,S.F.T.,16/02/2025,226,5.200,12 Ay,"1,021.000","1,042.000",3.7500
642 -08/07/2027,EUR,S.F.T.,08/07/2024,3,4.375,12 Ay,"1,030.000","1,051.000",4.1000
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,320,6.854,12 Ay,"1,012.000","1,033.000",5.5500
