Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
680 -09/10/2026,USD,S.F.T.,09/10/2026,31,2.437,6 Ay,"1,018.600","1,021.600",3.1500
637 -25/03/2027,USD,S.F.T.,25/09/2026,17,3.000,6 Ay,"1,029.500","1,034.500",4.6200
611 -24/09/2027,USD,S.F.T.,24/09/2026,16,4.300,6 Ay,"1,062.000","1,073.000",5.2300
629 -15/01/2028,USD,S.F.T.,15/01/2027,129,4.937,6 Ay,"1,060.000","1,072.000",5.4000
638 -17/02/2028,USD,S.F.T.,17/02/2027,162,2.562,6 Ay,983.000,998.000,5.4900
654 -24/10/2028,USD,S.F.T.,24/10/2026,46,3.062,6 Ay,"1,016.000","1,031.000",5.7100
688 -14/03/2029,USD,S.F.T.,14/09/2026,6,4.687,6 Ay,"1,112.000","1,127.000",5.8400
645 -26/04/2029,USD,S.F.T.,26/10/2026,48,3.812,6 Ay,"1,055.000","1,071.000",5.8300
630 -15/01/2030,USD,S.F.T.,15/01/2027,129,5.937,6 Ay,"1,179.000","1,200.000",5.8000
668 -13/03/2030,USD,S.F.T.,13/09/2026,5,2.625,6 Ay,980.000,"1,000.000",6.0700
695 -13/07/2030,USD,S.F.T.,13/01/2027,127,4.562,6 Ay,"1,093.000","1,113.000",6.1900
628 -15/01/2031,USD,S.F.T.,15/01/2027,129,2.975,6 Ay,976.000,996.000,6.2900
685*** -22/05/2031,USD,S.F.T.,22/11/2026,75,3.718,6 Ay,"1,001.000","1,021.000",6.4500
698 -26/06/2031,USD,S.F.T.,26/12/2026,109,2.937,6 Ay,971.000,991.000,6.3800
662 -12/02/2032,USD,S.F.T.,12/02/2027,157,3.562,6 Ay,"1,011.000","1,031.000",6.5500
650 -29/05/2032,USD,S.F.T.,29/11/2026,82,3.625,6 Ay,"1,027.000","1,048.000",6.6500
624 -17/07/2032,USD,S.F.T.,17/01/2027,131,3.562,6 Ay,"1,012.000","1,034.000",6.6200
617 -19/01/2033,USD,S.F.T.,19/01/2027,133,4.687,6 Ay,"1,124.000","1,147.000",6.7400
692 -14/03/2033,USD,S.F.T.,14/09/2026,6,3.150,6 Ay,985.000,"1,007.000",6.7500
623 -20/09/2033,USD,S.F.T.,20/09/2026,12,3.250,6 Ay,995.000,"1,018.000",6.7200
631 -14/02/2034,USD,S.F.T.,14/02/2027,159,4.000,6 Ay,"1,062.000","1,086.000",6.6100
660 -15/05/2034,USD,S.F.T.,15/11/2026,68,3.812,6 Ay,"1,047.000","1,069.000",6.8600
644 -03/01/2035,USD,S.F.T.,03/01/2027,117,3.250,6 Ay,965.000,987.000,6.8900
612 -16/09/2035,USD,S.F.T.,16/09/2026,8,3.475,6 Ay,"1,010.000","1,032.000",6.9700
670 -17/03/2036,USD,S.F.T.,17/09/2026,9,3.437,6 Ay,"1,002.000","1,027.000",6.9600
636 -04/11/2036,USD,S.F.T.,04/11/2026,57,3.400,6 Ay,979.000,"1,003.000",7.0800
601 -14/01/2038,USD,S.F.T.,14/01/2027,128,3.437,6 Ay,964.000,988.000,7.1600
663 -05/03/2038,USD,S.F.T.,05/03/2027,178,3.625,6 Ay,"1,004.000","1,029.000",6.8900
675 -30/05/2040,USD,S.F.T.,30/11/2026,83,3.375,6 Ay,959.000,984.000,7.1500
678 -14/01/2041,USD,S.F.T.,14/01/2027,128,3.000,6 Ay,861.000,886.000,7.4000
667 -16/04/2043,USD,S.F.T.,16/10/2026,38,2.437,6 Ay,742.000,767.000,7.5700
615 -17/02/2045,USD,S.F.T.,17/02/2027,162,3.312,6 Ay,875.000,900.000,7.6900
610 -11/05/2047,USD,S.F.T.,11/11/2026,64,2.875,6 Ay,793.000,818.000,7.7000
642 -08/07/2027,EUR,S.F.T.,08/07/2027,303,4.375,12 Ay,"1,011.000","1,023.000",2.4400
682 -21/05/2030,EUR,S.F.T.,21/05/2027,255,5.875,12 Ay,"1,057.000","1,072.000",4.2500
607 -17/08/2031,EUR,S.F.T.,17/08/2027,343,5.200,12 Ay,"1,011.000","1,026.000",4.6700
613*** -10/03/2034,EUR,S.F.T.,10/03/2027,183,5.545,12 Ay,"1,010.000","1,027.000",5.1900
