Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/10/2025,144,3.187,6 Ay,"1,007.000","1,021.000",2.7200
691 -26/01/2026,USD,S.F.T.,26/07/2025,64,2.375,6 Ay,"1,007.000","1,022.000",3.7500
669 -14/04/2026,USD,S.F.T.,14/10/2025,144,2.125,6 Ay,989.000,"1,004.000",4.3200
680 -09/10/2026,USD,S.F.T.,09/10/2025,139,2.437,6 Ay,993.000,"1,008.000",4.7200
637 -25/03/2027,USD,S.F.T.,25/09/2025,125,3.000,6 Ay,"1,007.000","1,024.000",5.1700
611 -24/09/2027,USD,S.F.T.,24/09/2025,124,4.300,6 Ay,"1,064.000","1,081.000",5.5000
629 -15/01/2028,USD,S.F.T.,15/07/2025,53,4.937,6 Ay,"1,117.000","1,134.000",5.7800
638 -17/02/2028,USD,S.F.T.,17/08/2025,86,2.562,6 Ay,979.000,997.000,5.7900
654 -24/10/2028,USD,S.F.T.,24/10/2025,154,3.062,6 Ay,990.000,"1,008.000",6.0200
688 -14/03/2029,USD,S.F.T.,14/09/2025,114,4.687,6 Ay,"1,101.000","1,119.000",6.3400
645 -26/04/2029,USD,S.F.T.,26/10/2025,156,3.812,6 Ay,"1,030.000","1,049.000",6.3600
630 -15/01/2030,USD,S.F.T.,15/07/2025,53,5.937,6 Ay,"1,248.000","1,274.000",6.0700
668 -13/03/2030,USD,S.F.T.,13/09/2025,113,2.625,6 Ay,939.000,959.000,6.5100
695 -13/07/2030,USD,S.F.T.,13/07/2025,51,4.562,6 Ay,"1,121.000","1,141.000",6.6100
628 -15/01/2031,USD,S.F.T.,15/07/2025,53,2.975,6 Ay,961.000,981.000,6.8200
698 -26/06/2031,USD,S.F.T.,26/06/2025,34,2.937,6 Ay,954.000,974.000,6.8900
662 -12/02/2032,USD,S.F.T.,12/08/2025,81,3.562,6 Ay,"1,000.000","1,020.000",7.1200
624 -17/07/2032,USD,S.F.T.,17/07/2025,55,3.562,6 Ay,"1,003.000","1,025.000",7.1200
617 -19/01/2033,USD,S.F.T.,19/07/2025,57,4.687,6 Ay,"1,135.000","1,157.000",7.2200
623 -20/09/2033,USD,S.F.T.,20/09/2025,120,3.250,6 Ay,944.000,966.000,7.2300
631 -14/02/2034,USD,S.F.T.,14/08/2025,83,4.000,6 Ay,"1,057.000","1,081.000",7.0800
660 -15/05/2034,USD,S.F.T.,15/11/2025,176,3.812,6 Ay,"1,003.000","1,025.000",7.2700
644 -03/01/2035,USD,S.F.T.,03/07/2025,41,3.250,6 Ay,943.000,965.000,7.3900
670 -17/03/2036,USD,S.F.T.,17/09/2025,117,3.437,6 Ay,949.000,971.000,7.4400
663 -05/03/2038,USD,S.F.T.,05/09/2025,105,3.625,6 Ay,991.000,"1,015.000",7.2600
675 -30/05/2040,USD,S.F.T.,30/05/2025,7,3.375,6 Ay,914.000,940.000,7.8100
678 -14/01/2041,USD,S.F.T.,14/07/2025,52,3.000,6 Ay,819.000,843.000,8.0200
667 -16/04/2043,USD,S.F.T.,16/10/2025,146,2.437,6 Ay,681.000,705.000,8.0700
615 -17/02/2045,USD,S.F.T.,17/08/2025,86,3.312,6 Ay,835.000,859.000,8.2700
610 -11/05/2047,USD,S.F.T.,11/11/2025,172,2.875,6 Ay,722.000,746.000,8.3000
646 -14/06/2025,EUR,S.F.T.,14/06/2025,22,3.250,12 Ay,"1,028.200","1,032.200",0.4800
647 -16/02/2026,EUR,S.F.T.,16/02/2026,269,5.200,12 Ay,"1,025.000","1,043.000",1.1700
642 -08/07/2027,EUR,S.F.T.,08/07/2025,46,4.375,12 Ay,"1,053.000","1,073.000",2.6700
682 -21/05/2030,EUR,S.F.T.,21/05/2026,363,5.875,12 Ay,"1,035.000","1,055.000",4.6200
