Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
616 -13/03/2025,USD,S.F.T.,13/03/2025,22,2.125,6 Ay,"1,013.500","1,020.500",1.1000
659 -14/10/2025,USD,S.F.T.,14/04/2025,54,3.187,6 Ay,"1,026.000","1,039.000",3.7300
691 -26/01/2026,USD,S.F.T.,26/07/2025,157,2.375,6 Ay,992.000,"1,005.000",4.5300
669 -14/04/2026,USD,S.F.T.,14/04/2025,54,2.125,6 Ay,997.000,"1,010.000",4.6700
680 -09/10/2026,USD,S.F.T.,09/04/2025,49,2.437,6 Ay,"1,002.000","1,015.000",5.0400
637 -25/03/2027,USD,S.F.T.,25/03/2025,34,3.000,6 Ay,"1,024.000","1,039.000",5.2300
611 -24/09/2027,USD,S.F.T.,24/03/2025,33,4.300,6 Ay,"1,097.000","1,112.000",5.3700
629 -15/01/2028,USD,S.F.T.,15/07/2025,146,4.937,6 Ay,"1,107.000","1,122.000",5.6100
638 -17/02/2028,USD,S.F.T.,17/08/2025,179,2.562,6 Ay,969.000,985.000,5.6900
654 -24/10/2028,USD,S.F.T.,24/04/2025,64,3.062,6 Ay,"1,013.000","1,029.000",5.8300
688 -14/03/2029,USD,S.F.T.,14/03/2025,23,4.687,6 Ay,"1,138.000","1,154.000",6.1700
645 -26/04/2029,USD,S.F.T.,26/04/2025,66,3.812,6 Ay,"1,058.000","1,075.000",6.2200
630 -15/01/2030,USD,S.F.T.,15/07/2025,146,5.937,6 Ay,"1,243.000","1,267.000",5.8100
668 -13/03/2030,USD,S.F.T.,13/03/2025,22,2.625,6 Ay,956.000,974.000,6.3900
695 -13/07/2030,USD,S.F.T.,13/07/2025,144,4.562,6 Ay,"1,112.000","1,130.000",6.4400
628 -15/01/2031,USD,S.F.T.,15/07/2025,146,2.975,6 Ay,955.000,973.000,6.6200
698 -26/06/2031,USD,S.F.T.,26/06/2025,127,2.937,6 Ay,950.000,968.000,6.6700
662 -12/02/2032,USD,S.F.T.,12/08/2025,174,3.562,6 Ay,990.000,"1,008.000",7.0000
624 -17/07/2032,USD,S.F.T.,17/07/2025,148,3.562,6 Ay,994.000,"1,014.000",6.9900
617 -19/01/2033,USD,S.F.T.,19/07/2025,150,4.687,6 Ay,"1,132.000","1,152.000",6.9700
623 -20/09/2033,USD,S.F.T.,20/03/2025,29,3.250,6 Ay,978.000,998.000,6.9500
631 -14/02/2034,USD,S.F.T.,14/08/2025,176,4.000,6 Ay,"1,058.000","1,080.000",6.8100
660 -15/05/2034,USD,S.F.T.,15/05/2025,85,3.812,6 Ay,"1,038.000","1,058.000",7.0500
644 -03/01/2035,USD,S.F.T.,03/07/2025,134,3.250,6 Ay,944.000,964.000,7.1300
670 -17/03/2036,USD,S.F.T.,17/03/2025,26,3.437,6 Ay,989.000,"1,009.000",7.1400
663 -05/03/2038,USD,S.F.T.,05/03/2025,14,3.625,6 Ay,"1,043.000","1,065.000",6.8700
675 -30/05/2040,USD,S.F.T.,30/05/2025,100,3.375,6 Ay,933.000,957.000,7.3900
678 -14/01/2041,USD,S.F.T.,14/07/2025,145,3.000,6 Ay,838.000,858.000,7.6200
667 -16/04/2043,USD,S.F.T.,16/04/2025,56,2.437,6 Ay,722.000,742.000,7.7100
615 -17/02/2045,USD,S.F.T.,17/08/2025,179,3.312,6 Ay,857.000,877.000,7.8600
610 -11/05/2047,USD,S.F.T.,11/05/2025,81,2.875,6 Ay,776.000,796.000,7.8500
613 -31/03/2025,EUR,S.F.T.,31/03/2025,40,4.625,12 Ay,"1,040.000","1,046.000",0.2200
646 -14/06/2025,EUR,S.F.T.,14/06/2025,115,3.250,12 Ay,"1,017.000","1,029.000",1.0800
647 -16/02/2026,EUR,S.F.T.,16/02/2026,362,5.200,12 Ay,"1,013.000","1,031.000",2.0500
642 -08/07/2027,EUR,S.F.T.,08/07/2025,139,4.375,12 Ay,"1,038.000","1,056.000",3.0900
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,91,6.854,12 Ay,"1,096.000","1,114.000",4.5600
