Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
612 -14/11/2024,USD,S.F.T.,14/11/2024,70,2.800,6 Ay,"1,013.000","1,023.000",2.5500
622 -05/02/2025,USD,S.F.T.,05/02/2025,153,3.687,6 Ay,"1,010.000","1,020.000",3.9700
616 -13/03/2025,USD,S.F.T.,13/09/2024,8,2.125,6 Ay,"1,008.000","1,022.000",3.9200
659 -14/10/2025,USD,S.F.T.,14/10/2024,39,3.187,6 Ay,"1,031.000","1,045.000",4.5000
691 -26/01/2026,USD,S.F.T.,26/01/2025,143,2.375,6 Ay,992.000,"1,006.000",4.6800
669 -14/04/2026,USD,S.F.T.,14/10/2024,39,2.125,6 Ay,995.000,"1,009.000",4.7500
680 -09/10/2026,USD,S.F.T.,09/10/2024,34,2.437,6 Ay,"1,002.000","1,016.000",5.0600
637 -25/03/2027,USD,S.F.T.,25/09/2024,20,3.000,6 Ay,"1,029.000","1,045.000",5.2200
611 -24/09/2027,USD,S.F.T.,24/09/2024,19,4.300,6 Ay,"1,111.000","1,127.000",5.4100
629 -15/01/2028,USD,S.F.T.,15/01/2025,132,4.937,6 Ay,"1,124.000","1,140.000",5.6900
638 -17/02/2028,USD,S.F.T.,17/02/2025,165,2.562,6 Ay,971.000,988.000,5.5900
654 -24/10/2028,USD,S.F.T.,24/10/2024,49,3.062,6 Ay,"1,019.000","1,036.000",5.7500
688 -14/03/2029,USD,S.F.T.,14/09/2024,9,4.687,6 Ay,"1,155.000","1,172.000",6.1100
645 -26/04/2029,USD,S.F.T.,26/10/2024,51,3.812,6 Ay,"1,067.000","1,085.000",6.1700
630 -15/01/2030,USD,S.F.T.,15/01/2025,132,5.937,6 Ay,"1,281.000","1,305.000",5.5700
668 -13/03/2030,USD,S.F.T.,13/09/2024,8,2.625,6 Ay,966.000,985.000,6.1200
695 -13/07/2030,USD,S.F.T.,13/01/2025,130,4.562,6 Ay,"1,127.000","1,145.000",6.3900
628 -15/01/2031,USD,S.F.T.,15/01/2025,132,2.975,6 Ay,960.000,978.000,6.5400
698 -26/06/2031,USD,S.F.T.,26/12/2024,112,2.937,6 Ay,955.000,973.000,6.5800
624 -17/07/2032,USD,S.F.T.,17/01/2025,134,3.562,6 Ay,"1,012.000","1,032.000",6.7500
617 -19/01/2033,USD,S.F.T.,19/01/2025,136,4.687,6 Ay,"1,154.000","1,174.000",6.8000
623 -20/09/2033,USD,S.F.T.,20/09/2024,15,3.250,6 Ay,991.000,"1,011.000",6.7800
631 -14/02/2034,USD,S.F.T.,14/02/2025,162,4.000,6 Ay,"1,081.000","1,103.000",6.5800
660 -15/05/2034,USD,S.F.T.,15/11/2024,71,3.812,6 Ay,"1,057.000","1,077.000",6.8600
670 -17/03/2036,USD,S.F.T.,17/09/2024,12,3.437,6 Ay,999.000,"1,019.000",7.0400
663 -05/03/2038,USD,S.F.T.,05/09/2024,181,3.625,6 Ay,"1,005.000","1,025.000",6.9600
675 -30/05/2040,USD,S.F.T.,30/11/2024,86,3.375,6 Ay,945.000,969.000,7.2700
678 -14/01/2041,USD,S.F.T.,14/01/2025,131,3.000,6 Ay,858.000,878.000,7.3900
667 -16/04/2043,USD,S.F.T.,16/10/2024,41,2.437,6 Ay,742.000,762.000,7.4500
615 -17/02/2045,USD,S.F.T.,17/02/2025,165,3.312,6 Ay,880.000,900.000,7.6300
610 -11/05/2047,USD,S.F.T.,11/11/2024,67,2.875,6 Ay,798.000,818.000,7.6200
613 -31/03/2025,EUR,S.F.T.,31/03/2025,207,4.625,12 Ay,"1,017.000","1,033.000",2.2600
646 -14/06/2025,EUR,S.F.T.,14/06/2025,282,3.250,12 Ay,998.000,"1,014.000",2.3600
647 -16/02/2026,EUR,S.F.T.,16/02/2025,164,5.200,12 Ay,"1,038.000","1,056.000",3.2300
642 -08/07/2027,EUR,S.F.T.,08/07/2025,306,4.375,12 Ay,"1,008.000","1,026.000",3.6600
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,258,6.854,12 Ay,"1,041.000","1,059.000",5.2100
