Kod-Vade,Para Cinsi,Tanım**,İlk Kupon Vadesi,Kupon V.K.G.*,Kupon Faizi - (Dönemsel- %),Kupon Dönemi,Bankamız Alış Fiyatı,Bankamız Satış Fiyatı,Getirisi(%)
659 -14/10/2025,USD,S.F.T.,14/10/2025,161,3.187,6 Ay,"1,004.000","1,018.000",3.1100
691 -26/01/2026,USD,S.F.T.,26/07/2025,81,2.375,6 Ay,"1,003.000","1,018.000",4.0600
669 -14/04/2026,USD,S.F.T.,14/10/2025,161,2.125,6 Ay,984.000,999.000,4.6400
680 -09/10/2026,USD,S.F.T.,09/10/2025,156,2.437,6 Ay,987.000,"1,002.000",4.9900
637 -25/03/2027,USD,S.F.T.,25/09/2025,142,3.000,6 Ay,999.000,"1,016.000",5.4800
611 -24/09/2027,USD,S.F.T.,24/09/2025,141,4.300,6 Ay,"1,054.000","1,071.000",5.8200
629 -15/01/2028,USD,S.F.T.,15/07/2025,70,4.937,6 Ay,"1,105.000","1,122.000",6.1300
638 -17/02/2028,USD,S.F.T.,17/08/2025,103,2.562,6 Ay,971.000,989.000,6.0000
654 -24/10/2028,USD,S.F.T.,24/10/2025,171,3.062,6 Ay,981.000,999.000,6.2200
688 -14/03/2029,USD,S.F.T.,14/09/2025,131,4.687,6 Ay,"1,086.000","1,104.000",6.6700
645 -26/04/2029,USD,S.F.T.,26/10/2025,173,3.812,6 Ay,"1,018.000","1,037.000",6.6100
630 -15/01/2030,USD,S.F.T.,15/07/2025,70,5.937,6 Ay,"1,232.000","1,258.000",6.3400
668 -13/03/2030,USD,S.F.T.,13/09/2025,130,2.625,6 Ay,926.000,946.000,6.7600
695 -13/07/2030,USD,S.F.T.,13/07/2025,68,4.562,6 Ay,"1,105.000","1,125.000",6.8800
628 -15/01/2031,USD,S.F.T.,15/07/2025,70,2.975,6 Ay,948.000,968.000,7.0400
698 -26/06/2031,USD,S.F.T.,26/06/2025,51,2.937,6 Ay,940.000,960.000,7.1200
662 -12/02/2032,USD,S.F.T.,12/08/2025,98,3.562,6 Ay,987.000,"1,007.000",7.3000
624 -17/07/2032,USD,S.F.T.,17/07/2025,72,3.562,6 Ay,990.000,"1,012.000",7.3000
617 -19/01/2033,USD,S.F.T.,19/07/2025,74,4.687,6 Ay,"1,119.000","1,141.000",7.4200
623 -20/09/2033,USD,S.F.T.,20/09/2025,137,3.250,6 Ay,930.000,952.000,7.4100
631 -14/02/2034,USD,S.F.T.,14/08/2025,100,4.000,6 Ay,"1,043.000","1,067.000",7.2400
660 -15/05/2034,USD,S.F.T.,15/05/2025,9,3.812,6 Ay,"1,026.000","1,048.000",7.4400
644 -03/01/2035,USD,S.F.T.,03/07/2025,58,3.250,6 Ay,930.000,952.000,7.5300
670 -17/03/2036,USD,S.F.T.,17/09/2025,134,3.437,6 Ay,937.000,959.000,7.5600
663 -05/03/2038,USD,S.F.T.,05/09/2025,122,3.625,6 Ay,977.000,"1,001.000",7.3900
675 -30/05/2040,USD,S.F.T.,30/05/2025,24,3.375,6 Ay,903.000,929.000,7.9000
678 -14/01/2041,USD,S.F.T.,14/07/2025,69,3.000,6 Ay,808.000,832.000,8.1200
667 -16/04/2043,USD,S.F.T.,16/10/2025,163,2.437,6 Ay,669.000,693.000,8.2000
615 -17/02/2045,USD,S.F.T.,17/08/2025,103,3.312,6 Ay,821.000,845.000,8.3900
610 -11/05/2047,USD,S.F.T.,11/05/2025,5,2.875,6 Ay,742.000,766.000,8.3700
646 -14/06/2025,EUR,S.F.T.,14/06/2025,39,3.250,12 Ay,"1,026.000","1,032.000",0.4500
647 -16/02/2026,EUR,S.F.T.,16/02/2026,286,5.200,12 Ay,"1,022.000","1,040.000",1.4700
642 -08/07/2027,EUR,S.F.T.,08/07/2025,63,4.375,12 Ay,"1,047.000","1,067.000",2.8900
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,15,6.854,12 Ay,"1,093.000","1,113.000",4.8000
