Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,526,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,616,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,757,USD,0.000000,0.00,0.000000,0.00
US900123CW86,14.11.2024,853,USD,0.000000,0.00,0.000000,0.00
US900123AW05,05.02.2025,936,USD,0.000000,0.00,0.000000,0.00
US900123CX69,13.03.2025,972,USD,0.000000,0.00,0.000000,0.00
US900123CZ18,14.10.2025,1187,USD,0.000000,0.00,0.000000,0.00
US900123DB31,26.01.2026,1291,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,1369,USD,0.000000,0.00,0.000000,0.00
US900123CK49,09.10.2026,1547,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,1714,USD,0.000000,0.00,0.000000,0.00
USM88269US88,24.09.2027,1897,USD,0.000000,0.00,0.000000,0.00
US900123CP36,17.02.2028,2043,USD,0.000000,0.00,0.000000,0.00
US900123CQ19,24.10.2028,2293,USD,0.000000,0.00,0.000000,0.00
US900123CT57,26.04.2029,2477,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,2741,USD,0.000000,0.00,0.000000,0.00
US900123CY43,13.03.2030,2798,USD,0.000000,0.00,0.000000,0.00
US900123DA57,15.01.2031,3106,USD,0.000000,0.00,0.000000,0.00
US900123DC14,26.06.2031,3268,USD,0.000000,0.00,0.000000,0.00
US900123DD96,20.09.2033,4085,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,4232,USD,0.000000,0.00,0.000000,0.00
US900123AY60,17.03.2036,4994,USD,0.000000,0.00,0.000000,0.00
US900123BB58,05.03.2038,5712,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,6529,USD,0.000000,0.00,0.000000,0.00
US900123BJ84,14.01.2041,6758,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,7580,USD,0.000000,0.00,0.000000,0.00
US900123CG37,17.02.2045,8253,USD,0.000000,0.00,0.000000,0.00
US900123CM05,11.05.2047,9066,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,990,EUR,0.000000,0.00,0.000000,0.00
XS1629918415,14.06.2025,1065,EUR,0.000000,0.00,0.000000,0.00
XS1909184753,16.02.2026,1312,EUR,0.000000,0.00,0.000000,0.00
XS2361850527,08.07.2027,1819,EUR,0.000000,0.00,0.000000,0.00
